"Status","Year","Responsibility_level","Region_ITL1","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SCS","East Midlands (England)","50-59","60","50","92270","84340"
"In post","2022","SCS","East Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SCS","East Midlands (England)","65+","[c]","[c]","[c]","[c]"
"In post","2022","SCS","East of England","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SCS","East of England","40-49","40","40","[c]","[c]"
"In post","2022","SCS","East of England","50-59","70","70","101560","101430"
"In post","2022","SCS","East of England","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SCS","East of England","65+","[c]","[c]","[c]","[c]"
"In post","2022","SCS","London","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SCS","London","30-39","850","820","79660","75400"
"In post","2022","SCS","London","40-49","1970","1890","88680","81000"
"In post","2022","SCS","London","50-59","1370","1340","98560","90000"
"In post","2022","SCS","London","60-64","230","210","105080","93980"
"In post","2022","SCS","London","65+","60","50","115380","104310"
"In post","2022","SCS","North East (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SCS","North East (England)","40-49","50","50","[c]","[c]"
"In post","2022","SCS","North East (England)","50-59","70","60","84880","76900"
"In post","2022","SCS","North East (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SCS","North West (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SCS","North West (England)","40-49","100","100","86710","80000"
"In post","2022","SCS","North West (England)","50-59","140","140","89320","80250"
"In post","2022","SCS","North West (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SCS","North West (England)","65+","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Overseas","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Overseas","40-49","130","130","82210","75330"
"In post","2022","SCS","Overseas","50-59","100","100","88580","79720"
"In post","2022","SCS","Overseas","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scotland","30-39","30","30","[c]","[c]"
"In post","2022","SCS","Scotland","40-49","130","130","87000","83230"
"In post","2022","SCS","Scotland","50-59","190","190","89130","83230"
"In post","2022","SCS","Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","SCS","South East (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SCS","South East (England)","40-49","80","70","91070","89860"
"In post","2022","SCS","South East (England)","50-59","90","90","96260","93340"
"In post","2022","SCS","South East (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SCS","South East (England)","65+","[c]","[c]","[c]","[c]"
"In post","2022","SCS","South West (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SCS","South West (England)","40-49","120","120","90750","85240"
"In post","2022","SCS","South West (England)","50-59","170","170","100340","93730"
"In post","2022","SCS","South West (England)","60-64","30","30","[c]","[c]"
"In post","2022","SCS","South West (England)","65+","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Wales","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Wales","40-49","120","120","82980","78460"
"In post","2022","SCS","Wales","50-59","140","140","86160","79180"
"In post","2022","SCS","Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Wales","65+","[c]","[c]","[c]","[c]"
"In post","2022","SCS","West Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SCS","West Midlands (England)","40-49","90","90","90190","81540"
"In post","2022","SCS","West Midlands (England)","50-59","90","90","99710","90160"
"In post","2022","SCS","West Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SCS","West Midlands (England)","65+","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Yorkshire and The Humber","30-39","50","40","[c]","[c]"
"In post","2022","SCS","Yorkshire and The Humber","40-49","100","100","81820","74700"
"In post","2022","SCS","Yorkshire and The Humber","50-59","130","130","89740","84190"
"In post","2022","SCS","Yorkshire and The Humber","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Yorkshire and The Humber","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Midlands (England)","20-29","590","580","33240","33080"
"In post","2022","SEO/HEO","East Midlands (England)","30-39","1220","1180","35450","33370"
"In post","2022","SEO/HEO","East Midlands (England)","40-49","1390","1330","36910","35310"
"In post","2022","SEO/HEO","East Midlands (England)","50-59","1790","1720","37600","35980"
"In post","2022","SEO/HEO","East Midlands (England)","60-64","330","280","37120","35980"
"In post","2022","SEO/HEO","East Midlands (England)","65+","90","60","37930","35980"
"In post","2022","SEO/HEO","East of England","20-29","410","400","33780","33000"
"In post","2022","SEO/HEO","East of England","30-39","1060","1030","36090","35010"
"In post","2022","SEO/HEO","East of England","40-49","1340","1280","37330","36480"
"In post","2022","SEO/HEO","East of England","50-59","1830","1780","37930","36460"
"In post","2022","SEO/HEO","East of England","60-64","450","400","37340","35980"
"In post","2022","SEO/HEO","East of England","65+","130","100","38540","36430"
"In post","2022","SEO/HEO","London","16-19","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","London","20-29","11850","11810","36220","35050"
"In post","2022","SEO/HEO","London","30-39","8180","8020","39070","39420"
"In post","2022","SEO/HEO","London","40-49","6430","6230","40100","40050"
"In post","2022","SEO/HEO","London","50-59","7070","6920","40620","40220"
"In post","2022","SEO/HEO","London","60-64","1590","1430","41050","40910"
"In post","2022","SEO/HEO","London","65+","470","400","41790","40910"
"In post","2022","SEO/HEO","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North East (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North East (England)","20-29","910","910","33470","33080"
"In post","2022","SEO/HEO","North East (England)","30-39","1860","1800","35140","33370"
"In post","2022","SEO/HEO","North East (England)","40-49","2020","1960","35930","33650"
"In post","2022","SEO/HEO","North East (England)","50-59","2130","2030","36330","34890"
"In post","2022","SEO/HEO","North East (England)","60-64","440","350","36580","35370"
"In post","2022","SEO/HEO","North East (England)","65+","80","60","37590","35630"
"In post","2022","SEO/HEO","North West (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North West (England)","20-29","1980","1970","33640","33080"
"In post","2022","SEO/HEO","North West (England)","30-39","3710","3620","35080","33370"
"In post","2022","SEO/HEO","North West (England)","40-49","3950","3820","36000","34290"
"In post","2022","SEO/HEO","North West (England)","50-59","4400","4240","36740","35310"
"In post","2022","SEO/HEO","North West (England)","60-64","910","730","36950","35310"
"In post","2022","SEO/HEO","North West (England)","65+","200","150","37660","35980"
"In post","2022","SEO/HEO","Northern Ireland","20-29","100","100","33630","33080"
"In post","2022","SEO/HEO","Northern Ireland","30-39","340","340","34980","33370"
"In post","2022","SEO/HEO","Northern Ireland","40-49","320","310","35620","33370"
"In post","2022","SEO/HEO","Northern Ireland","50-59","360","350","36790","35460"
"In post","2022","SEO/HEO","Northern Ireland","60-64","60","50","37940","36870"
"In post","2022","SEO/HEO","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Overseas","20-29","250","250","34820","33230"
"In post","2022","SEO/HEO","Overseas","30-39","440","440","38010","35830"
"In post","2022","SEO/HEO","Overseas","40-49","390","390","40220","38430"
"In post","2022","SEO/HEO","Overseas","50-59","370","370","42300","40000"
"In post","2022","SEO/HEO","Overseas","60-64","70","70","42010","40580"
"In post","2022","SEO/HEO","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Scotland","20-29","1740","1730","35080","33080"
"In post","2022","SEO/HEO","Scotland","30-39","3810","3710","37800","36130"
"In post","2022","SEO/HEO","Scotland","40-49","3390","3270","39330","37710"
"In post","2022","SEO/HEO","Scotland","50-59","3840","3700","39640","38220"
"In post","2022","SEO/HEO","Scotland","60-64","900","740","40310","39520"
"In post","2022","SEO/HEO","Scotland","65+","200","150","41280","39690"
"In post","2022","SEO/HEO","South East (England)","20-29","1200","1200","33230","32560"
"In post","2022","SEO/HEO","South East (England)","30-39","2020","1950","36560","36480"
"In post","2022","SEO/HEO","South East (England)","40-49","2500","2410","37440","36840"
"In post","2022","SEO/HEO","South East (England)","50-59","3440","3340","38080","36960"
"In post","2022","SEO/HEO","South East (England)","60-64","920","820","38230","36830"
"In post","2022","SEO/HEO","South East (England)","65+","330","270","38370","36460"
"In post","2022","SEO/HEO","South West (England)","20-29","2640","2620","32360","31640"
"In post","2022","SEO/HEO","South West (England)","30-39","4510","4340","35980","35920"
"In post","2022","SEO/HEO","South West (England)","40-49","3840","3650","37110","37450"
"In post","2022","SEO/HEO","South West (England)","50-59","4550","4400","37850","37910"
"In post","2022","SEO/HEO","South West (England)","60-64","1250","1090","38090","37620"
"In post","2022","SEO/HEO","South West (England)","65+","350","280","37730","36460"
"In post","2022","SEO/HEO","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Unknown","20-29","280","280","31080","29250"
"In post","2022","SEO/HEO","Unknown","30-39","90","90","34940","33740"
"In post","2022","SEO/HEO","Unknown","40-49","90","80","37710","37300"
"In post","2022","SEO/HEO","Unknown","50-59","110","110","38890","37300"
"In post","2022","SEO/HEO","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Wales","20-29","1200","1190","33880","33080"
"In post","2022","SEO/HEO","Wales","30-39","2740","2650","36480","36840"
"In post","2022","SEO/HEO","Wales","40-49","2710","2600","38350","38160"
"In post","2022","SEO/HEO","Wales","50-59","2670","2580","38550","38160"
"In post","2022","SEO/HEO","Wales","60-64","630","510","38530","38160"
"In post","2022","SEO/HEO","Wales","65+","180","130","39880","38160"
"In post","2022","SEO/HEO","West Midlands (England)","20-29","960","950","33200","33080"
"In post","2022","SEO/HEO","West Midlands (England)","30-39","1980","1920","35490","33370"
"In post","2022","SEO/HEO","West Midlands (England)","40-49","2000","1930","36940","36450"
"In post","2022","SEO/HEO","West Midlands (England)","50-59","2220","2150","37030","35980"
"In post","2022","SEO/HEO","West Midlands (England)","60-64","520","440","37010","35900"
"In post","2022","SEO/HEO","West Midlands (England)","65+","140","100","37110","34560"
"In post","2022","SEO/HEO","Yorkshire and The Humber","20-29","1460","1450","33200","32880"
"In post","2022","SEO/HEO","Yorkshire and The Humber","30-39","2530","2440","35000","33370"
"In post","2022","SEO/HEO","Yorkshire and The Humber","40-49","2480","2370","36020","35390"
"In post","2022","SEO/HEO","Yorkshire and The Humber","50-59","2900","2780","36670","35310"
"In post","2022","SEO/HEO","Yorkshire and The Humber","60-64","570","460","36490","35310"
"In post","2022","SEO/HEO","Yorkshire and The Humber","65+","120","90","37150","35900"
"In post","2022","SEO/HEO","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Midlands (England)","20-29","250","250","25230","23170"
"In post","2022","Unknown","East Midlands (England)","30-39","360","320","28900","27590"
"In post","2022","Unknown","East Midlands (England)","40-49","420","380","31870","30810"
"In post","2022","Unknown","East Midlands (England)","50-59","350","320","30630","28200"
"In post","2022","Unknown","East Midlands (England)","60-64","130","120","30100","28200"
"In post","2022","Unknown","East Midlands (England)","65+","40","30","[c]","[c]"
"In post","2022","Unknown","East of England","20-29","350","340","24780","24270"
"In post","2022","Unknown","East of England","30-39","390","360","28050","25780"
"In post","2022","Unknown","East of England","40-49","430","380","31860","30210"
"In post","2022","Unknown","East of England","50-59","370","350","29850","28200"
"In post","2022","Unknown","East of England","60-64","140","120","29310","28200"
"In post","2022","Unknown","East of England","65+","60","40","28190","28200"
"In post","2022","Unknown","London","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","20-29","440","430","28740","27060"
"In post","2022","Unknown","London","30-39","540","520","33390","34100"
"In post","2022","Unknown","London","40-49","530","500","37310","36800"
"In post","2022","Unknown","London","50-59","590","570","36820","35310"
"In post","2022","Unknown","London","60-64","230","210","36380","33820"
"In post","2022","Unknown","London","65+","110","100","36620","34150"
"In post","2022","Unknown","North East (England)","20-29","210","210","24780","23170"
"In post","2022","Unknown","North East (England)","30-39","230","220","27930","26310"
"In post","2022","Unknown","North East (England)","40-49","300","280","31880","31420"
"In post","2022","Unknown","North East (England)","50-59","320","300","31560","28200"
"In post","2022","Unknown","North East (England)","60-64","100","90","30610","28200"
"In post","2022","Unknown","North East (England)","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North West (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North West (England)","20-29","530","520","25210","23170"
"In post","2022","Unknown","North West (England)","30-39","800","760","28840","26310"
"In post","2022","Unknown","North West (England)","40-49","840","780","32620","31420"
"In post","2022","Unknown","North West (England)","50-59","770","720","31910","28200"
"In post","2022","Unknown","North West (England)","60-64","260","230","30470","28200"
"In post","2022","Unknown","North West (England)","65+","60","50","29240","28200"
"In post","2022","Unknown","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","30-39","60","60","[c]","[c]"
"In post","2022","Unknown","Overseas","40-49","80","80","[c]","[c]"
"In post","2022","Unknown","Overseas","50-59","50","50","[c]","[c]"
"In post","2022","Unknown","Overseas","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scotland","50-59","40","40","[c]","[c]"
"In post","2022","Unknown","Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South East (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South East (England)","20-29","470","460","25310","24090"
"In post","2022","Unknown","South East (England)","30-39","540","490","29970","30210"
"In post","2022","Unknown","South East (England)","40-49","440","400","32670","32520"
"In post","2022","Unknown","South East (England)","50-59","550","510","31350","28200"
"In post","2022","Unknown","South East (England)","60-64","190","160","30360","28200"
"In post","2022","Unknown","South East (England)","65+","70","50","32660","28760"
"In post","2022","Unknown","South West (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South West (England)","20-29","680","670","27150","26670"
"In post","2022","Unknown","South West (England)","30-39","740","690","34050","32690"
"In post","2022","Unknown","South West (England)","40-49","690","650","38390","37170"
"In post","2022","Unknown","South West (England)","50-59","760","720","40980","37170"
"In post","2022","Unknown","South West (England)","60-64","230","200","37500","33820"
"In post","2022","Unknown","South West (England)","65+","80","70","35480","33020"
"In post","2022","Unknown","Unknown","16-19","30","30","[c]","[c]"
"In post","2022","Unknown","Unknown","20-29","380","380","28260","28980"
"In post","2022","Unknown","Unknown","30-39","410","410","37040","34460"
"In post","2022","Unknown","Unknown","40-49","390","390","40200","34460"
"In post","2022","Unknown","Unknown","50-59","520","520","41570","36970"
"In post","2022","Unknown","Unknown","60-64","130","130","38930","35540"
"In post","2022","Unknown","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Wales","20-29","250","250","24010","23170"
"In post","2022","Unknown","Wales","30-39","390","370","27840","26310"
"In post","2022","Unknown","Wales","40-49","350","330","32490","31420"
"In post","2022","Unknown","Wales","50-59","310","290","31210","28760"
"In post","2022","Unknown","Wales","60-64","110","90","31770","28760"
"In post","2022","Unknown","Wales","65+","30","20","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","20-29","310","300","25050","24090"
"In post","2022","Unknown","West Midlands (England)","30-39","420","390","27440","24800"
"In post","2022","Unknown","West Midlands (England)","40-49","520","480","31930","30210"
"In post","2022","Unknown","West Midlands (England)","50-59","560","520","30930","28200"
"In post","2022","Unknown","West Midlands (England)","60-64","200","170","30890","28200"
"In post","2022","Unknown","West Midlands (England)","65+","80","50","28510","28200"
"In post","2022","Unknown","Yorkshire and The Humber","20-29","360","360","24670","23170"
"In post","2022","Unknown","Yorkshire and The Humber","30-39","450","400","29090","28200"
"In post","2022","Unknown","Yorkshire and The Humber","40-49","540","490","31940","31420"
"In post","2022","Unknown","Yorkshire and The Humber","50-59","510","470","31630","28200"
"In post","2022","Unknown","Yorkshire and The Humber","60-64","180","160","29960","28200"
"In post","2022","Unknown","Yorkshire and The Humber","65+","50","40","30470","28200"
"Leaver CS","2021","AA/AO","East Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","East Midlands (England)","20-29","200","200","20350","18880"
"Leaver CS","2021","AA/AO","East Midlands (England)","30-39","130","120","[c]","[c]"
"Leaver CS","2021","AA/AO","East Midlands (England)","40-49","100","90","[c]","[c]"
"Leaver CS","2021","AA/AO","East Midlands (England)","50-59","170","150","20150","20180"
"Leaver CS","2021","AA/AO","East Midlands (England)","60-64","110","90","20210","20180"
"Leaver CS","2021","AA/AO","East Midlands (England)","65+","110","80","20170","20140"
"Leaver CS","2021","AA/AO","East of England","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","East of England","20-29","200","200","21680","21010"
"Leaver CS","2021","AA/AO","East of England","30-39","140","130","22730","21570"
"Leaver CS","2021","AA/AO","East of England","40-49","110","100","[c]","[c]"
"Leaver CS","2021","AA/AO","East of England","50-59","160","140","22070","21130"
"Leaver CS","2021","AA/AO","East of England","60-64","120","100","21920","21010"
"Leaver CS","2021","AA/AO","East of England","65+","120","90","20810","20720"
"Leaver CS","2021","AA/AO","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","London","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","London","20-29","550","530","22450","22680"
"Leaver CS","2021","AA/AO","London","30-39","150","140","24220","24150"
"Leaver CS","2021","AA/AO","London","40-49","100","90","23240","23310"
"Leaver CS","2021","AA/AO","London","50-59","180","160","23550","23500"
"Leaver CS","2021","AA/AO","London","60-64","110","90","23790","23500"
"Leaver CS","2021","AA/AO","London","65+","180","140","23060","23430"
"Leaver CS","2021","AA/AO","North East (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","North East (England)","20-29","190","170","20810","21010"
"Leaver CS","2021","AA/AO","North East (England)","30-39","130","110","20690","21010"
"Leaver CS","2021","AA/AO","North East (England)","40-49","120","100","[c]","[c]"
"Leaver CS","2021","AA/AO","North East (England)","50-59","190","150","20510","21010"
"Leaver CS","2021","AA/AO","North East (England)","60-64","200","140","20540","21010"
"Leaver CS","2021","AA/AO","North East (England)","65+","190","130","19990","20500"
"Leaver CS","2021","AA/AO","North West (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","North West (England)","20-29","340","320","20710","21010"
"Leaver CS","2021","AA/AO","North West (England)","30-39","170","160","20810","21010"
"Leaver CS","2021","AA/AO","North West (England)","40-49","160","140","20880","21010"
"Leaver CS","2021","AA/AO","North West (England)","50-59","280","230","20720","21010"
"Leaver CS","2021","AA/AO","North West (England)","60-64","190","140","20370","20570"
"Leaver CS","2021","AA/AO","North West (England)","65+","260","180","20230","20570"
"Leaver CS","2021","AA/AO","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Overseas","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Scotland","20-29","190","180","21570","21090"
"Leaver CS","2021","AA/AO","Scotland","30-39","170","150","22580","21010"
"Leaver CS","2021","AA/AO","Scotland","40-49","140","120","21590","21010"
"Leaver CS","2021","AA/AO","Scotland","50-59","220","190","23530","21010"
"Leaver CS","2021","AA/AO","Scotland","60-64","160","140","24040","21990"
"Leaver CS","2021","AA/AO","Scotland","65+","180","130","21540","21010"
"Leaver CS","2021","AA/AO","South East (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","South East (England)","20-29","360","350","21230","20920"
"Leaver CS","2021","AA/AO","South East (England)","30-39","210","190","22550","21010"
"Leaver CS","2021","AA/AO","South East (England)","40-49","160","150","21730","21010"
"Leaver CS","2021","AA/AO","South East (England)","50-59","240","210","22220","20920"
"Leaver CS","2021","AA/AO","South East (England)","60-64","170","140","21540","20920"
"Leaver CS","2021","AA/AO","South East (England)","65+","210","160","20820","20500"
"Leaver CS","2021","AA/AO","South West (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","South West (England)","20-29","260","260","19780","19930"
"Leaver CS","2021","AA/AO","South West (England)","30-39","130","110","20810","20920"
"Leaver CS","2021","AA/AO","South West (England)","40-49","90","80","20910","20980"
"Leaver CS","2021","AA/AO","South West (England)","50-59","160","150","20770","20920"
"Leaver CS","2021","AA/AO","South West (England)","60-64","100","80","21200","21010"
"Leaver CS","2021","AA/AO","South West (England)","65+","120","90","20930","20720"
"Leaver CS","2021","AA/AO","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Wales","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Wales","20-29","280","270","20310","21010"
"Leaver CS","2021","AA/AO","Wales","30-39","160","140","20650","21030"
"Leaver CS","2021","AA/AO","Wales","40-49","110","100","20740","21170"
"Leaver CS","2021","AA/AO","Wales","50-59","240","190","20630","20920"
"Leaver CS","2021","AA/AO","Wales","60-64","130","100","20420","21010"
"Leaver CS","2021","AA/AO","Wales","65+","140","90","20330","20500"
"Leaver CS","2021","AA/AO","West Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","West Midlands (England)","20-29","250","240","20170","19930"
"Leaver CS","2021","AA/AO","West Midlands (England)","30-39","130","120","20560","20650"
"Leaver CS","2021","AA/AO","West Midlands (England)","40-49","130","110","20770","20690"
"Leaver CS","2021","AA/AO","West Midlands (England)","50-59","170","150","21160","20640"
"Leaver CS","2021","AA/AO","West Midlands (England)","60-64","130","100","20070","20420"
"Leaver CS","2021","AA/AO","West Midlands (England)","65+","120","90","20290","20340"
"Leaver CS","2021","AA/AO","Yorkshire and The Humber","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Yorkshire and The Humber","20-29","270","270","20620","21010"
"Leaver CS","2021","AA/AO","Yorkshire and The Humber","30-39","130","120","[c]","[c]"
"Leaver CS","2021","AA/AO","Yorkshire and The Humber","40-49","130","110","20980","21010"
"Leaver CS","2021","AA/AO","Yorkshire and The Humber","50-59","260","220","21290","20920"
"Leaver CS","2021","AA/AO","Yorkshire and The Humber","60-64","170","140","21860","20430"
"Leaver CS","2021","AA/AO","Yorkshire and The Humber","65+","120","90","20350","20500"
"Leaver CS","2021","EO","East Midlands (England)","20-29","50","50","[c]","[c]"
"Leaver CS","2021","EO","East Midlands (England)","30-39","50","50","[c]","[c]"
"Leaver CS","2021","EO","East Midlands (England)","40-49","70","60","[c]","[c]"
"Leaver CS","2021","EO","East Midlands (England)","50-59","120","110","27290","27570"
"Leaver CS","2021","EO","East Midlands (England)","60-64","60","50","[c]","[c]"
"Leaver CS","2021","EO","East Midlands (England)","65+","50","30","[c]","[c]"
"Leaver CS","2021","EO","East of England","20-29","40","40","[c]","[c]"
"Leaver CS","2021","EO","East of England","30-39","50","50","[c]","[c]"
"Leaver CS","2021","EO","East of England","40-49","50","50","[c]","[c]"
"Leaver CS","2021","EO","East of England","50-59","130","120","27680","27370"
"Leaver CS","2021","EO","East of England","60-64","70","60","[c]","[c]"
"Leaver CS","2021","EO","East of England","65+","70","50","[c]","[c]"
"Leaver CS","2021","EO","London","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","London","20-29","410","390","27300","27760"
"Leaver CS","2021","EO","London","30-39","190","170","29460","29710"
"Leaver CS","2021","EO","London","40-49","120","110","29320","30330"
"Leaver CS","2021","EO","London","50-59","180","170","29840","30330"
"Leaver CS","2021","EO","London","60-64","130","110","29820","30280"
"Leaver CS","2021","EO","London","65+","110","80","29590","30110"
"Leaver CS","2021","EO","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","North East (England)","20-29","40","40","[c]","[c]"
"Leaver CS","2021","EO","North East (England)","30-39","30","30","[c]","[c]"
"Leaver CS","2021","EO","North East (England)","40-49","40","30","[c]","[c]"
"Leaver CS","2021","EO","North East (England)","50-59","90","70","[c]","[c]"
"Leaver CS","2021","EO","North East (England)","60-64","90","70","[c]","[c]"
"Leaver CS","2021","EO","North East (England)","65+","60","40","[c]","[c]"
"Leaver CS","2021","EO","North West (England)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","North West (England)","20-29","100","90","25360","25000"
"Leaver CS","2021","EO","North West (England)","30-39","90","80","25870","27570"
"Leaver CS","2021","EO","North West (England)","40-49","60","60","26000","27230"
"Leaver CS","2021","EO","North West (England)","50-59","170","150","26720","27240"
"Leaver CS","2021","EO","North West (England)","60-64","150","120","27120","27570"
"Leaver CS","2021","EO","North West (England)","65+","120","80","26760","27570"
"Leaver CS","2021","EO","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Overseas","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Overseas","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Overseas","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Overseas","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Overseas","60-64","[c]","[c]","[c]","[c]"
