"Status","Year","Sexual_orientation","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Male","Department for Business, Energy and Industrial Strategy","1090","1060","38120","34050"
"In post","2022","Unknown","Male","Department for Digital, Culture, Media and Sport","70","70","45600","40280"
"In post","2022","Unknown","Male","Department for Education","540","530","43930","40300"
"In post","2022","Unknown","Male","Department for Environment, Food and Rural Affairs","1300","1270","33420","29270"
"In post","2022","Unknown","Male","Department for International Trade","390","390","47170","40850"
"In post","2022","Unknown","Male","Department for Levelling Up, Housing and Communities","300","280","42950","38550"
"In post","2022","Unknown","Male","Department for Transport","1480","1430","32140","26830"
"In post","2022","Unknown","Male","Department for Work and Pensions","6330","6020","29230","27570"
"In post","2022","Unknown","Male","Department of Health and Social Care","840","820","52440","49530"
"In post","2022","Unknown","Male","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Food Standards Agency","170","160","30430","26750"
"In post","2022","Unknown","Male","Foreign, Commonwealth and Development Office","720","710","48800","50260"
"In post","2022","Unknown","Male","HM Land Registry","770","740","29580","27130"
"In post","2022","Unknown","Male","HM Revenue and Customs","10580","10200","31610","26820"
"In post","2022","Unknown","Male","HM Treasury","110","110","59730","55690"
"In post","2022","Unknown","Male","Home Office","2230","2150","32680","27370"
"In post","2022","Unknown","Male","Ministry of Defence","6860","6760","37570","36220"
"In post","2022","Unknown","Male","Ministry of Justice","7170","6730","29840","28310"
"In post","2022","Unknown","Male","National Crime Agency","420","410","43530","40740"
"In post","2022","Unknown","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"In post","2022","Unknown","Male","Office of Gas and Electricity Markets","270","270","49470","44520"
"In post","2022","Unknown","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Office of Rail and Road","50","50","[c]","[c]"
"In post","2022","Unknown","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Scottish Government","4800","4600","34610","32000"
"In post","2022","Unknown","Male","The National Archives","110","110","34010","30620"
"In post","2022","Unknown","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","UK Statistics Authority","650","600","35470","31320"
"In post","2022","Unknown","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","Water Services Regulation Authority","40","40","[c]","[c]"
"In post","2022","Unknown","Male","Welsh Government","110","110","44070","38160"
"In post","2022","Unknown","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Attorney General's Departments","160","150","44130","50000"
"Leaver CS","2021","Heterosexual / straight","Female","Cabinet Office","70","70","42420","34640"
"Leaver CS","2021","Heterosexual / straight","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Competition and Markets Authority","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Department for Business, Energy and Industrial Strategy","100","90","38260","32830"
"Leaver CS","2021","Heterosexual / straight","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Department for Education","120","120","44380","39600"
"Leaver CS","2021","Heterosexual / straight","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Department for Transport","160","130","25470","21590"
"Leaver CS","2021","Heterosexual / straight","Female","Department for Work and Pensions","1510","1240","26360","26110"
"Leaver CS","2021","Heterosexual / straight","Female","Department of Health and Social Care","380","340","37260","32330"
"Leaver CS","2021","Heterosexual / straight","Female","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","HM Land Registry","90","70","30260","27130"
"Leaver CS","2021","Heterosexual / straight","Female","HM Revenue and Customs","60","50","28660","26000"
"Leaver CS","2021","Heterosexual / straight","Female","HM Treasury","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Home Office","490","390","28590","25100"
"Leaver CS","2021","Heterosexual / straight","Female","Ministry of Defence","790","720","29980","26670"
"Leaver CS","2021","Heterosexual / straight","Female","Ministry of Housing, Communities and Local Government","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Ministry of Justice","1680","1470","25120","20650"
"Leaver CS","2021","Heterosexual / straight","Female","National Crime Agency","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Office for Standards in Education","60","60","50070","51360"
"Leaver CS","2021","Heterosexual / straight","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Scottish Government","160","140","36340","30650"
"Leaver CS","2021","Heterosexual / straight","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","United Kingdom Statistics Authority","70","60","31000","26360"
"Leaver CS","2021","Heterosexual / straight","Female","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Female","Welsh Government","60","50","40550","36500"
"Leaver CS","2021","Heterosexual / straight","Male","Attorney General's Departments","100","100","47150","51120"
"Leaver CS","2021","Heterosexual / straight","Male","Cabinet Office","60","60","54130","54580"
"Leaver CS","2021","Heterosexual / straight","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Competition and Markets Authority","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Department for Business, Energy and Industrial Strategy","110","110","45430","39490"
"Leaver CS","2021","Heterosexual / straight","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Department for Education","110","100","43100","40220"
"Leaver CS","2021","Heterosexual / straight","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Department for Transport","230","200","33840","26780"
"Leaver CS","2021","Heterosexual / straight","Male","Department for Work and Pensions","900","840","27460","25110"
"Leaver CS","2021","Heterosexual / straight","Male","Department of Health and Social Care","170","140","45870","35610"
"Leaver CS","2021","Heterosexual / straight","Male","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Foreign, Commonwealth and Development Office","60","50","47700","41190"
"Leaver CS","2021","Heterosexual / straight","Male","HM Land Registry","60","50","32500","27130"
"Leaver CS","2021","Heterosexual / straight","Male","HM Revenue and Customs","70","60","33190","26500"
"Leaver CS","2021","Heterosexual / straight","Male","HM Treasury","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Home Office","480","430","31670","27240"
"Leaver CS","2021","Heterosexual / straight","Male","Ministry of Defence","1370","1310","33480","31000"
"Leaver CS","2021","Heterosexual / straight","Male","Ministry of Housing, Communities and Local Government","50","50","43270","41020"
"Leaver CS","2021","Heterosexual / straight","Male","Ministry of Justice","1620","1510","28440","21180"
"Leaver CS","2021","Heterosexual / straight","Male","National Crime Agency","90","80","46000","43710"
"Leaver CS","2021","Heterosexual / straight","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Office for Standards in Education","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Scottish Government","170","160","40500","33650"
"Leaver CS","2021","Heterosexual / straight","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","United Kingdom Statistics Authority","70","60","27360","19520"
"Leaver CS","2021","Heterosexual / straight","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Male","Welsh Government","60","50","47470","37410"
"Leaver CS","2021","Heterosexual / straight","Unknown","Department of Health and Social Care","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Department for Work and Pensions","70","70","26310","25110"
"Leaver CS","2021","LGBO","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Ministry of Justice","140","140","[c]","[c]"
"Leaver CS","2021","LGBO","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Department for Work and Pensions","80","80","26320","27230"
"Leaver CS","2021","LGBO","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Ministry of Defence","60","60","31680","26670"
"Leaver CS","2021","LGBO","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Ministry of Justice","70","70","[c]","[c]"
"Leaver CS","2021","LGBO","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Department for Transport","70","50","26940","21590"
"Leaver CS","2021","Undeclared","Female","Department for Work and Pensions","190","150","26960","26890"
"Leaver CS","2021","Undeclared","Female","Department of Health and Social Care","60","50","39500","35430"
"Leaver CS","2021","Undeclared","Female","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Home Office","90","70","30690","27240"
"Leaver CS","2021","Undeclared","Female","Ministry of Defence","120","110","29990","26670"
"Leaver CS","2021","Undeclared","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Ministry of Justice","260","220","27940","21180"
"Leaver CS","2021","Undeclared","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Scottish Government","70","60","30150","22820"
"Leaver CS","2021","Undeclared","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Department for Transport","90","70","32040","26780"
"Leaver CS","2021","Undeclared","Male","Department for Work and Pensions","130","110","30220","27570"
"Leaver CS","2021","Undeclared","Male","Department of Health and Social Care","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Home Office","100","90","34540","29220"
"Leaver CS","2021","Undeclared","Male","Ministry of Defence","230","210","36050","34260"
"Leaver CS","2021","Undeclared","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Ministry of Justice","210","190","25910","20600"
"Leaver CS","2021","Undeclared","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Scottish Government","60","60","29620","26210"
"Leaver CS","2021","Undeclared","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Attorney General's Departments","60","50","52610","55610"
"Leaver CS","2021","Unknown","Female","Cabinet Office","100","90","44070","32000"
"Leaver CS","2021","Unknown","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Department for Business, Energy and Industrial Strategy","90","80","33430","24700"
"Leaver CS","2021","Unknown","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Department for Education","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Department for Environment, Food and Rural Affairs","290","260","31900","26520"
"Leaver CS","2021","Unknown","Female","Department for International Trade","50","50","29140","18200"
"Leaver CS","2021","Unknown","Female","Department for Transport","70","60","24420","21590"
"Leaver CS","2021","Unknown","Female","Department for Work and Pensions","1060","840","26260","26890"
"Leaver CS","2021","Unknown","Female","Department of Health and Social Care","170","60","39800","34530"
"Leaver CS","2021","Unknown","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","HM Land Registry","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Female","HM Revenue and Customs","3370","2720","[c]","[c]"
"Leaver CS","2021","Unknown","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Home Office","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Ministry of Defence","170","160","30610","27260"
"Leaver CS","2021","Unknown","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Ministry of Justice","890","810","24050","20040"
"Leaver CS","2021","Unknown","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Scottish Government","190","170","33540","27150"
"Leaver CS","2021","Unknown","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","United Kingdom Statistics Authority","60","40","26080","19130"
"Leaver CS","2021","Unknown","Female","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Attorney General's Departments","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Cabinet Office","110","100","51850","34660"
"Leaver CS","2021","Unknown","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Department for Business, Energy and Industrial Strategy","150","150","38600","30960"
"Leaver CS","2021","Unknown","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Department for Environment, Food and Rural Affairs","240","230","35680","29290"
"Leaver CS","2021","Unknown","Male","Department for International Trade","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Department for Transport","90","80","32310","26470"
"Leaver CS","2021","Unknown","Male","Department for Work and Pensions","580","530","28150","27570"
"Leaver CS","2021","Unknown","Male","Department of Health and Social Care","100","30","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
