"Status","Year","Ethnicity","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Advisory, Conciliation and Arbitration Service","Female","70","60","27660","24250"
"In post","2022","Unknown","Advisory, Conciliation and Arbitration Service","Male","60","60","29040","24520"
"In post","2022","Unknown","Animal and Plant Health Agency","Female","140","130","28470","24920"
"In post","2022","Unknown","Animal and Plant Health Agency","Male","100","90","28940","25540"
"In post","2022","Unknown","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Female","2210","2180","44130","32000"
"In post","2022","Unknown","Cabinet Office (excl. agencies)","Male","1930","1920","49560","37300"
"In post","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Charity Commission","Female","70","70","31770","28010"
"In post","2022","Unknown","Charity Commission","Male","60","50","35200","29160"
"In post","2022","Unknown","Companies House","Female","40","40","[c]","[c]"
"In post","2022","Unknown","Companies House","Male","60","60","28150","24500"
"In post","2022","Unknown","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Criminal Injuries Compensation Authority","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Criminal Injuries Compensation Authority","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","Female","40","40","[c]","[c]"
"In post","2022","Unknown","Crown Commercial Service","Male","50","50","35500","30940"
"In post","2022","Unknown","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Crown Prosecution Service","Female","400","360","40290","32590"
"In post","2022","Unknown","Crown Prosecution Service","Male","210","210","43880","40000"
"In post","2022","Unknown","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Equipment and Support","Female","200","180","31850","29000"
"In post","2022","Unknown","Defence Equipment and Support","Male","410","400","32450","30740"
"In post","2022","Unknown","Defence Science and Technology Laboratory","Female","120","120","33210","29230"
"In post","2022","Unknown","Defence Science and Technology Laboratory","Male","310","300","35970","33320"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","240","230","45780","40050"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","250","250","46470","40220"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Female","70","60","45950","49300"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Male","60","60","45980","40520"
"In post","2022","Unknown","Department for Education (excl. agencies)","Female","370","350","42580","36660"
"In post","2022","Unknown","Department for Education (excl. agencies)","Male","270","270","43250","40230"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","480","450","41220","38060"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","420","410","42080","37480"
"In post","2022","Unknown","Department for International Trade","Female","400","400","43000","38540"
"In post","2022","Unknown","Department for International Trade","Male","380","380","46450","40570"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","230","220","45680","40600"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","230","220","45700","39600"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Female","280","270","44440","42470"
"In post","2022","Unknown","Department for Transport (excl. agencies)","Male","370","360","44540","42470"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Female","3210","2820","27590","27570"
"In post","2022","Unknown","Department for Work and Pensions (excl. agencies)","Male","2380","2320","30220","27570"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Female","800","770","45230","40650"
"In post","2022","Unknown","Department of Health and Social Care (excl. agencies)","Male","470","460","47920","49530"
"In post","2022","Unknown","Disclosure Scotland","Female","50","50","25980","23230"
"In post","2022","Unknown","Disclosure Scotland","Male","40","40","[c]","[c]"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","Female","430","370","22980","21840"
"In post","2022","Unknown","Driver and Vehicle Licensing Agency","Male","320","310","27680","21840"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","Female","300","290","27180","26350"
"In post","2022","Unknown","Driver and Vehicle Standards Agency","Male","580","570","27590","26700"
"In post","2022","Unknown","Education and Skills Funding Agency","Female","90","80","38050","36500"
"In post","2022","Unknown","Education and Skills Funding Agency","Male","70","70","41280","38050"
"In post","2022","Unknown","Education Scotland","Female","70","70","52620","49860"
"In post","2022","Unknown","Education Scotland","Male","30","30","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Female","50","40","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Male","50","50","38530","37350"
"In post","2022","Unknown","Food Standards Scotland","Female","50","50","34160","31540"
"In post","2022","Unknown","Food Standards Scotland","Male","60","60","36080","31540"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","570","560","46540","48500"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","510","500","48720","51500"
"In post","2022","Unknown","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Forestry and Land Scotland","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Legal Department","Female","210","190","58030","63620"
"In post","2022","Unknown","Government Legal Department","Male","110","100","59660","65630"
"In post","2022","Unknown","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Health and Safety Executive","Female","110","100","35900","31710"
"In post","2022","Unknown","Health and Safety Executive","Male","180","170","45380","41480"
"In post","2022","Unknown","HM Courts and Tribunals Service","Female","1190","1110","25190","21650"
"In post","2022","Unknown","HM Courts and Tribunals Service","Male","660","640","25830","21650"
"In post","2022","Unknown","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Land Registry","Female","580","540","27350","22600"
"In post","2022","Unknown","HM Land Registry","Male","450","440","29110","27130"
"In post","2022","Unknown","HM Prison and Probation Service","Female","4890","4540","27420","25480"
"In post","2022","Unknown","HM Prison and Probation Service","Male","3940","3770","27910","26950"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","Female","7210","6500","28810","26590"
"In post","2022","Unknown","HM Revenue and Customs (excl. agencies)","Male","7520","7310","30930","26820"
"In post","2022","Unknown","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Female","2090","2020","32080","27370"
"In post","2022","Unknown","Home Office","Male","2140","2070","32790","28650"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intellectual Property Office","Female","160","150","31530","24030"
"In post","2022","Unknown","Intellectual Property Office","Male","250","240","39310","36510"
"In post","2022","Unknown","Legal Aid Agency","Female","70","60","24400","20970"
"In post","2022","Unknown","Legal Aid Agency","Male","50","50","[c]","[c]"
"In post","2022","Unknown","Maritime and Coastguard Agency","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Maritime and Coastguard Agency","Male","70","70","31850","27680"
"In post","2022","Unknown","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Met Office","Male","90","90","39420","39650"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Female","1410","1330","33910","30280"
"In post","2022","Unknown","Ministry of Defence (excl. agencies)","Male","1980","1950","33630","29640"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Female","550","540","40540","36050"
"In post","2022","Unknown","Ministry of Justice (excl. agencies)","Male","460","460","43080","41750"
"In post","2022","Unknown","National Crime Agency","Female","240","220","38800","36740"
"In post","2022","Unknown","National Crime Agency","Male","330","320","43050","40210"
"In post","2022","Unknown","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Records of Scotland","Female","50","50","33330","28990"
"In post","2022","Unknown","National Records of Scotland","Male","60","60","35270","29510"
"In post","2022","Unknown","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Female","40","40","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Female","40","40","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Male","80","70","46730","38550"
"In post","2022","Unknown","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Public Guardian","Female","140","130","22320","20970"
"In post","2022","Unknown","Office of the Public Guardian","Male","130","120","22390","20970"
"In post","2022","Unknown","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectorate","Female","40","40","[c]","[c]"
"In post","2022","Unknown","Planning Inspectorate","Male","50","40","[c]","[c]"
"In post","2022","Unknown","Registers of Scotland","Female","80","80","31920","30840"
"In post","2022","Unknown","Registers of Scotland","Male","80","80","31100","25050"
"In post","2022","Unknown","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Royal Fleet Auxiliary","Female","170","170","32470","32400"
"In post","2022","Unknown","Royal Fleet Auxiliary","Male","1590","1590","37990","34460"
"In post","2022","Unknown","Rural Payments Agency","Female","510","470","24040","21300"
"In post","2022","Unknown","Rural Payments Agency","Male","400","400","24930","21300"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Female","960","850","27720","23780"
"In post","2022","Unknown","Scottish Courts and Tribunals Service","Male","420","400","27960","23780"
"In post","2022","Unknown","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Female","890","840","40250","36130"
"In post","2022","Unknown","Scottish Government (excl. agencies)","Male","750","740","41160","36130"
"In post","2022","Unknown","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Prison Service","Female","980","930","29460","26900"
"In post","2022","Unknown","Scottish Prison Service","Male","1580","1490","31840","35000"
"In post","2022","Unknown","Scottish Public Pensions Agency","Female","50","50","25910","24400"
"In post","2022","Unknown","Scottish Public Pensions Agency","Male","40","40","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","Female","50","40","[c]","[c]"
"In post","2022","Unknown","Serious Fraud Office","Male","50","50","48680","43000"
"In post","2022","Unknown","Social Security Scotland","Female","410","390","28250","27230"
"In post","2022","Unknown","Social Security Scotland","Male","300","290","28330","27230"
"In post","2022","Unknown","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Student Awards Agency for Scotland","Female","60","60","27930","23230"
"In post","2022","Unknown","Student Awards Agency for Scotland","Male","40","40","[c]","[c]"
"In post","2022","Unknown","Submarine Delivery Agency","Female","40","40","[c]","[c]"
"In post","2022","Unknown","Submarine Delivery Agency","Male","90","90","38170","35900"
"In post","2022","Unknown","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","The Insolvency Service","Female","280","260","28620","23810"
"In post","2022","Unknown","The Insolvency Service","Male","240","240","31720","28280"
"In post","2022","Unknown","The National Archives","Female","60","60","33160","31280"
"In post","2022","Unknown","The National Archives","Male","60","60","36090","33950"
"In post","2022","Unknown","Transport Scotland","Female","50","50","[c]","[c]"
"In post","2022","Unknown","Transport Scotland","Male","60","60","42800","40810"
"In post","2022","Unknown","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Health Security Agency","Female","640","610","45540","40650"
"In post","2022","Unknown","UK Health Security Agency","Male","460","460","50650","49530"
"In post","2022","Unknown","UK Hydrographic Office","Female","70","60","32270","31010"
"In post","2022","Unknown","UK Hydrographic Office","Male","170","170","34890","33290"
"In post","2022","Unknown","UK Space Agency","Female","30","30","[c]","[c]"
"In post","2022","Unknown","UK Space Agency","Male","30","30","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Female","470","400","29080","24250"
"In post","2022","Unknown","UK Statistics Authority","Male","480","450","34280","30710"
"In post","2022","Unknown","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Valuation Office Agency","Female","330","310","28430","25000"
"In post","2022","Unknown","Valuation Office Agency","Male","340","330","29980","26580"
"In post","2022","Unknown","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Welsh Government (excl. agencies)","Female","60","50","34670","29430"
"In post","2022","Unknown","Welsh Government (excl. agencies)","Male","60","60","41750","31210"
"In post","2022","Unknown","Welsh Revenue Authority","Female","50","40","[c]","[c]"
"In post","2022","Unknown","Welsh Revenue Authority","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Accountant in Bankruptcy","Female","50","40","32570","30040"
"In post","2022","White","Accountant in Bankruptcy","Male","40","30","[c]","[c]"
"In post","2022","White","Advisory, Conciliation and Arbitration Service","Female","440","400","32710","30950"
"In post","2022","White","Advisory, Conciliation and Arbitration Service","Male","290","270","35980","34500"
"In post","2022","White","Animal and Plant Health Agency","Female","1420","1330","29680","26520"
"In post","2022","White","Animal and Plant Health Agency","Male","920","890","32170","29180"
"In post","2022","White","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Cabinet Office (excl. agencies)","Female","2410","2310","45850","40600"
"In post","2022","White","Cabinet Office (excl. agencies)","Male","2090","2070","51180","49700"
"In post","2022","White","Centre for Environment, Fisheries and Aquaculture Science","Female","300","280","32190","29750"
"In post","2022","White","Centre for Environment, Fisheries and Aquaculture Science","Male","300","290","35840","30660"
"In post","2022","White","Charity Commission","Female","200","190","34090","29160"
"In post","2022","White","Charity Commission","Male","120","110","33670","29160"
"In post","2022","White","Companies House","Female","560","490","29590","24500"
"In post","2022","White","Companies House","Male","380","380","33640","30660"
"In post","2022","White","Competition and Markets Authority","Female","290","270","62920","59000"
"In post","2022","White","Competition and Markets Authority","Male","290","290","66730","60490"
"In post","2022","White","Criminal Injuries Compensation Authority","Female","130","120","28790","25120"
"In post","2022","White","Criminal Injuries Compensation Authority","Male","100","100","27150","25120"
"In post","2022","White","Crown Commercial Service","Female","340","330","38330","38330"
"In post","2022","White","Crown Commercial Service","Male","280","280","41880","38980"
"In post","2022","White","Crown Office and Procurator Fiscal Service","Female","1570","1450","35810","30040"
"In post","2022","White","Crown Office and Procurator Fiscal Service","Male","610","600","38130","31540"
"In post","2022","White","Crown Prosecution Service","Female","3310","3020","39730","33310"
"In post","2022","White","Crown Prosecution Service","Male","1650","1610","45430","48080"
"In post","2022","White","Defence Electronics and Components Agency","Female","60","60","30050","27480"
"In post","2022","White","Defence Electronics and Components Agency","Male","330","320","29660","29470"
"In post","2022","White","Defence Equipment and Support","Female","3100","2880","34710","32480"
"In post","2022","White","Defence Equipment and Support","Male","5690","5580","38450","36550"
"In post","2022","White","Defence Science and Technology Laboratory","Female","1410","1310","39120","38070"
"In post","2022","White","Defence Science and Technology Laboratory","Male","2260","2200","43110","45050"
"In post","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","1920","1840","49680","52570"
"In post","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","2030","2010","51470","53380"
"In post","2022","White","Department for Digital, Culture, Media and Sport","Female","770","750","47790","51730"
"In post","2022","White","Department for Digital, Culture, Media and Sport","Male","670","660","48650","51730"
"In post","2022","White","Department for Education (excl. agencies)","Female","2680","2520","44150","40300"
"In post","2022","White","Department for Education (excl. agencies)","Male","1740","1720","46560","45970"
"In post","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","2590","2450","41660","37480"
"In post","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","2040","2020","43860","39590"
"In post","2022","White","Department for International Trade","Female","680","670","47930","51710"
"In post","2022","White","Department for International Trade","Male","810","810","48840","49370"
"In post","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","1110","1060","46520","48000"
"In post","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","1050","1040","47380","48200"
"In post","2022","White","Department for Transport (excl. agencies)","Female","940","890","48860","46710"
"In post","2022","White","Department for Transport (excl. agencies)","Male","1220","1200","53240","54110"
"In post","2022","White","Department for Work and Pensions (excl. agencies)","Female","44570","38250","27360","27570"
"In post","2022","White","Department for Work and Pensions (excl. agencies)","Male","22770","21800","29110","27570"
"In post","2022","White","Department of Health and Social Care (excl. agencies)","Female","1420","1360","48660","49530"
"In post","2022","White","Department of Health and Social Care (excl. agencies)","Male","780","760","50960","50370"
"In post","2022","White","Disclosure Scotland","Female","120","120","31000","25930"
"In post","2022","White","Disclosure Scotland","Male","130","120","30720","24580"
"In post","2022","White","Driver and Vehicle Licensing Agency","Female","3200","2650","24630","21840"
"In post","2022","White","Driver and Vehicle Licensing Agency","Male","2030","1950","29170","24720"
"In post","2022","White","Driver and Vehicle Standards Agency","Female","1020","920","29530","26780"
"In post","2022","White","Driver and Vehicle Standards Agency","Male","2240","2120","30380","27930"
"In post","2022","White","Education and Skills Funding Agency","Female","760","720","41270","36960"
"In post","2022","White","Education and Skills Funding Agency","Male","580","570","43500","37100"
"In post","2022","White","Education Scotland","Female","170","160","58780","65280"
"In post","2022","White","Education Scotland","Male","60","50","61790","70480"
"In post","2022","White","Estyn","Female","60","60","55560","65710"
"In post","2022","White","Estyn","Male","50","50","[c]","[c]"
"In post","2022","White","FCDO Services","Female","240","230","39390","34070"
"In post","2022","White","FCDO Services","Male","640","620","40860","39080"
"In post","2022","White","Food Standards Agency","Female","530","510","39400","37350"
"In post","2022","White","Food Standards Agency","Male","630","610","36330","30810"
"In post","2022","White","Food Standards Scotland","Female","90","90","35910","31540"
"In post","2022","White","Food Standards Scotland","Male","90","90","36530","31540"
"In post","2022","White","Foreign, Commonwealth and Development Office (excl. agencies)","Female","2370","2290","49410","48500"
"In post","2022","White","Foreign, Commonwealth and Development Office (excl. agencies)","Male","2360","2340","51950","52400"
"In post","2022","White","Forestry and Land Scotland","Female","310","300","32820","31060"
"In post","2022","White","Forestry and Land Scotland","Male","620","600","33230","31060"
"In post","2022","White","Government Actuary's Department","Female","50","40","71460","71220"
"In post","2022","White","Government Actuary's Department","Male","90","90","75970","74480"
"In post","2022","White","Government Internal Audit Agency","Female","180","170","46910","43570"
"In post","2022","White","Government Internal Audit Agency","Male","160","150","51990","49750"
"In post","2022","White","Government Legal Department","Female","1030","920","55410","51940"
"In post","2022","White","Government Legal Department","Male","590","570","56050","52510"
"In post","2022","White","Government Property Agency","Female","100","100","48860","49700"
"In post","2022","White","Government Property Agency","Male","110","110","57070","54700"
"In post","2022","White","Health and Safety Executive","Female","1110","1020","38290","34880"
"In post","2022","White","Health and Safety Executive","Male","940","920","47350","45270"
"In post","2022","White","HM Courts and Tribunals Service","Female","7780","6760","26370","21490"
"In post","2022","White","HM Courts and Tribunals Service","Male","2920","2810","28300","23720"
"In post","2022","White","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","HM Land Registry","Female","3100","2720","31010","27130"
"In post","2022","White","HM Land Registry","Male","1870","1770","33180","31740"
"In post","2022","White","HM Prison and Probation Service","Female","24310","22600","29880","27380"
"In post","2022","White","HM Prison and Probation Service","Male","21110","20140","31520","31180"
"In post","2022","White","HM Revenue and Customs (excl. agencies)","Female","22910","20340","33110","28920"
"In post","2022","White","HM Revenue and Customs (excl. agencies)","Male","18850","18150","35820","33370"
"In post","2022","White","HM Treasury (excl. agencies)","Female","760","730","46750","42890"
"In post","2022","White","HM Treasury (excl. agencies)","Male","820","810","49980","52500"
"In post","2022","White","Home Office","Female","11720","10580","31900","26480"
"In post","2022","White","Home Office","Male","11430","11010","33460","28260"
"In post","2022","White","Institute for Apprenticeships and Technical Education","Female","100","100","49640","49960"
"In post","2022","White","Institute for Apprenticeships and Technical Education","Male","70","60","52630","50590"
"In post","2022","White","Intellectual Property Office","Female","610","560","35060","30770"
"In post","2022","White","Intellectual Property Office","Male","560","540","43160","41580"
"In post","2022","White","Legal Aid Agency","Female","510","460","29640","25120"
"In post","2022","White","Legal Aid Agency","Male","350","350","32140","25120"
"In post","2022","White","Maritime and Coastguard Agency","Female","360","340","33820","31040"
"In post","2022","White","Maritime and Coastguard Agency","Male","570","560","39700","36180"
"In post","2022","White","Medicines and Healthcare Products Regulatory Agency","Female","400","380","52710","53100"
"In post","2022","White","Medicines and Healthcare Products Regulatory Agency","Male","300","300","51990","53100"
"In post","2022","White","Met Office","Female","740","680","38340","38200"
"In post","2022","White","Met Office","Male","1090","1060","40860","39650"
"In post","2022","White","Ministry of Defence (excl. agencies)","Female","13530","12780","31460","26670"
"In post","2022","White","Ministry of Defence (excl. agencies)","Male","16630","16320","33500","32200"
"In post","2022","White","Ministry of Justice (excl. agencies)","Female","2150","2070","42660","41100"
"In post","2022","White","Ministry of Justice (excl. agencies)","Male","1660","1630","46280","41750"
"In post","2022","White","National Crime Agency","Female","1890","1810","38430","36630"
"In post","2022","White","National Crime Agency","Male","2350","2330","43010","40210"
"In post","2022","White","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","National Records of Scotland","Female","190","170","37570","34600"
"In post","2022","White","National Records of Scotland","Male","150","140","35610","33510"
"In post","2022","White","National Savings and Investments","Female","60","60","49240","43530"
"In post","2022","White","National Savings and Investments","Male","70","70","53280","48750"
"In post","2022","White","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Northern Ireland Office","Female","70","70","45570","37680"
"In post","2022","White","Northern Ireland Office","Male","40","40","[c]","[c]"
"In post","2022","White","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","Female","1050","1000","50510","51360"
"In post","2022","White","Office for Standards in Education, Children's Services and Skills","Male","510","510","53310","51360"
"In post","2022","White","Office of Gas and Electricity Markets","Female","430","410","42750","36590"
"In post","2022","White","Office of Gas and Electricity Markets","Male","510","500","45330","38950"
"In post","2022","White","Office of Qualifications and Examinations Regulation","Female","140","130","44460","40000"
"In post","2022","White","Office of Qualifications and Examinations Regulation","Male","90","90","49720","46660"
"In post","2022","White","Office of Rail and Road","Female","100","90","51570","51310"
"In post","2022","White","Office of Rail and Road","Male","150","150","58920","56000"
"In post","2022","White","Office of the Public Guardian","Female","330","290","26030","25120"
"In post","2022","White","Office of the Public Guardian","Male","220","220","26370","25120"
"In post","2022","White","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","40","40","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Planning Inspectorate","Female","290","260","41320","40720"
"In post","2022","White","Planning Inspectorate","Male","350","320","46610","47660"
"In post","2022","White","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Registers of Scotland","Female","490","450","34070","30840"
"In post","2022","White","Registers of Scotland","Male","470","460","34710","30840"
"In post","2022","White","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"In post","2022","White","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"In post","2022","White","Rural Payments Agency","Female","890","760","26710","24920"
"In post","2022","White","Rural Payments Agency","Male","590","570","27650","25100"
"In post","2022","White","Scottish Courts and Tribunals Service","Female","340","310","30030","24600"
"In post","2022","White","Scottish Courts and Tribunals Service","Male","180","170","32240","27080"
