"Status","Year","Profession_of_post","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","G6/G7","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Bristol, City of","50","40","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Cardiff and Vale of Glamorgan","50","50","56350","54280"
"In post","2022","Human Resources","G6/G7","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Croydon","120","120","63060","62120"
"In post","2022","Human Resources","G6/G7","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Devon CC","30","30","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Hackney and Newham","30","30","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Leeds","120","120","55030","53010"
"In post","2022","Human Resources","G6/G7","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Liverpool","50","40","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Manchester","50","50","57640","56440"
"In post","2022","Human Resources","G6/G7","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Monmouthshire and Newport","50","40","[c]","[c]"
"In post","2022","Human Resources","G6/G7","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Nottingham","70","60","57320","55210"
"In post","2022","Human Resources","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Sheffield","50","50","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Tower Hamlets","50","40","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Tyneside","50","50","53900","52070"
"In post","2022","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Westminster","630","610","60700","59010"
"In post","2022","Human Resources","G6/G7","Wiltshire","30","30","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","G6/G7","York","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Westminster","110","110","84690","78150"
"In post","2022","Human Resources","SCS","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SCS","York","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","170","160","34280","33300"
"In post","2022","Human Resources","SEO/HEO","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Birmingham","70","70","36280","36050"
"In post","2022","Human Resources","SEO/HEO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Blackpool","50","40","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Bristol, City of","90","90","35890","36520"
"In post","2022","Human Resources","SEO/HEO","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Cambridgeshire CC","40","40","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Cardiff and Vale of Glamorgan","140","130","37970","38160"
"In post","2022","Human Resources","SEO/HEO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Cheshire East","50","50","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","City of Edinburgh","70","70","38580","37710"
"In post","2022","Human Resources","SEO/HEO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Croydon","180","170","40270","41950"
"In post","2022","Human Resources","SEO/HEO","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Devon CC","60","60","34520","33050"
"In post","2022","Human Resources","SEO/HEO","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Glasgow City","80","80","34950","33300"
"In post","2022","Human Resources","SEO/HEO","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Greater Manchester South West","70","70","36490","37020"
"In post","2022","Human Resources","SEO/HEO","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Hackney and Newham","40","30","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Lambeth","70","70","39320","40070"
"In post","2022","Human Resources","SEO/HEO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Leeds","160","160","34780","35310"
"In post","2022","Human Resources","SEO/HEO","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Liverpool","90","90","34060","32370"
"In post","2022","Human Resources","SEO/HEO","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Manchester","110","110","35520","33750"
"In post","2022","Human Resources","SEO/HEO","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Monmouthshire and Newport","130","120","33770","31700"
"In post","2022","Human Resources","SEO/HEO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Nottingham","170","160","36610","35980"
"In post","2022","Human Resources","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Sefton","60","60","35100","33910"
"In post","2022","Human Resources","SEO/HEO","Sheffield","90","90","33790","32770"
"In post","2022","Human Resources","SEO/HEO","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Staffordshire CC","50","40","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Suffolk CC","40","30","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Swansea","130","130","35350","33350"
"In post","2022","Human Resources","SEO/HEO","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Tower Hamlets","50","50","39420","39050"
"In post","2022","Human Resources","SEO/HEO","Tyneside","130","120","34620","33370"
"In post","2022","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Warrington","40","40","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Warwickshire CC","40","40","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","Westminster","800","780","38580","37900"
"In post","2022","Human Resources","SEO/HEO","Wiltshire","80","70","34880","33300"
"In post","2022","Human Resources","SEO/HEO","Wirral","[c]","[c]","[c]","[c]"
