"Status","Year","Profession_of_post","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Project Delivery","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","No function","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","No function","Declared non-disabled","380","370","45520","41830"
"In post","2022","Project Delivery","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","No function","Unknown","60","60","45040","50820"
"In post","2022","Project Delivery","Project Delivery","Declared disabled","1270","1200","40520","38600"
"In post","2022","Project Delivery","Project Delivery","Declared non-disabled","9350","8960","43500","40520"
"In post","2022","Project Delivery","Project Delivery","Undeclared","640","620","43080","40580"
"In post","2022","Project Delivery","Project Delivery","Unknown","1710","1650","44540","40520"
"In post","2022","Project Delivery","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","Declared non-disabled","50","50","47870","43010"
"In post","2022","Project Delivery","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Declared disabled","170","160","42800","38160"
"In post","2022","Project Delivery","Unknown","Declared non-disabled","1380","1330","44870","41950"
"In post","2022","Project Delivery","Unknown","Undeclared","80","70","47900","42420"
"In post","2022","Project Delivery","Unknown","Unknown","330","320","41390","37450"
"In post","2022","Property","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Property","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","No function","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Property","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Property","Declared disabled","580","550","37310","33300"
"In post","2022","Property","Property","Declared non-disabled","5040","4820","38780","34000"
"In post","2022","Property","Property","Undeclared","530","500","38600","34320"
"In post","2022","Property","Property","Unknown","1210","1170","34430","31000"
"In post","2022","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Declared non-disabled","70","70","40780","38160"
"In post","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","No function","Declared disabled","120","120","32490","29750"
"In post","2022","Psychology","No function","Declared non-disabled","1110","1070","36300","31180"
"In post","2022","Psychology","No function","Undeclared","130","120","37050","31180"
"In post","2022","Psychology","No function","Unknown","160","150","32780","29750"
"In post","2022","Psychology","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Analysis","Declared disabled","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Analysis","Declared non-disabled","510","490","36890","35900"
"In post","2022","Science and Engineering","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Analysis","Unknown","150","140","40620","37280"
"In post","2022","Science and Engineering","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Commercial","Declared non-disabled","100","90","41470","41840"
"In post","2022","Science and Engineering","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Digital, Data & Technology","Declared disabled","50","50","34770","34030"
"In post","2022","Science and Engineering","Digital, Data & Technology","Declared non-disabled","920","860","39160","39650"
"In post","2022","Science and Engineering","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","No function","Declared disabled","430","410","36260","32670"
"In post","2022","Science and Engineering","No function","Declared non-disabled","5030","4820","40190","38070"
"In post","2022","Science and Engineering","No function","Undeclared","230","220","35510","32350"
"In post","2022","Science and Engineering","No function","Unknown","980","920","45230","42000"
"In post","2022","Science and Engineering","Project Delivery","Declared disabled","340","330","38640","38500"
"In post","2022","Science and Engineering","Project Delivery","Declared non-disabled","2520","2470","39150","37810"
"In post","2022","Science and Engineering","Project Delivery","Undeclared","250","240","41170","40340"
"In post","2022","Science and Engineering","Project Delivery","Unknown","410","400","36270","33000"
"In post","2022","Science and Engineering","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Unknown","Declared disabled","150","140","35510","33300"
"In post","2022","Science and Engineering","Unknown","Declared non-disabled","1390","1350","36280","33000"
"In post","2022","Science and Engineering","Unknown","Undeclared","160","160","36310","33300"
"In post","2022","Science and Engineering","Unknown","Unknown","250","240","33970","28000"
"In post","2022","Security","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Finance","Declared disabled","40","40","[c]","[c]"
"In post","2022","Security","Finance","Declared non-disabled","240","230","43130","37590"
"In post","2022","Security","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","No function","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","Project Delivery","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Security","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Security","Declared disabled","620","600","32060","28890"
"In post","2022","Security","Security","Declared non-disabled","5350","5240","31730","28080"
"In post","2022","Security","Security","Undeclared","720","710","34410","35200"
"In post","2022","Security","Security","Unknown","1820","1790","31620","28890"
"In post","2022","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Declared non-disabled","270","260","30430","28650"
"In post","2022","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Analysis","Declared disabled","110","100","40360","38340"
"In post","2022","Social Research","Analysis","Declared non-disabled","690","650","43420","38340"
"In post","2022","Social Research","Analysis","Undeclared","40","40","[c]","[c]"
"In post","2022","Social Research","Analysis","Unknown","260","250","38190","38340"
"In post","2022","Social Research","No function","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Declared non-disabled","140","140","48180","44620"
"In post","2022","Social Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Unknown","70","70","39560","35180"
"In post","2022","Statistics","Analysis","Declared disabled","220","210","42110","38340"
"In post","2022","Statistics","Analysis","Declared non-disabled","1410","1360","44920","40520"
"In post","2022","Statistics","Analysis","Undeclared","70","70","44410","42430"
"In post","2022","Statistics","Analysis","Unknown","370","360","41470","38340"
"In post","2022","Statistics","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","No function","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","No function","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Statistics","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Declared non-disabled","130","130","42830","40100"
"In post","2022","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Unknown","80","80","29760","24880"
"In post","2022","Tax","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Communications","Declared disabled","150","140","30270","26820"
"In post","2022","Tax","Communications","Declared non-disabled","1350","1300","29210","26820"
"In post","2022","Tax","Communications","Undeclared","80","80","29350","26820"
"In post","2022","Tax","Communications","Unknown","920","890","28400","26820"
"In post","2022","Tax","Counter Fraud","Declared disabled","170","160","42520","37970"
"In post","2022","Tax","Counter Fraud","Declared non-disabled","1200","1130","42570","40180"
"In post","2022","Tax","Counter Fraud","Undeclared","140","130","46110","40870"
"In post","2022","Tax","Counter Fraud","Unknown","400","380","38160","33370"
"In post","2022","Tax","Debt","Declared disabled","50","50","22440","21250"
"In post","2022","Tax","Debt","Declared non-disabled","400","380","22350","21250"
"In post","2022","Tax","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Debt","Unknown","390","370","22030","21250"
"In post","2022","Tax","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Digital, Data & Technology","Declared non-disabled","50","50","40310","40180"
"In post","2022","Tax","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Finance","Declared non-disabled","60","60","36030","37610"
"In post","2022","Tax","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Human Resources","Declared disabled","30","30","[c]","[c]"
"In post","2022","Tax","Human Resources","Declared non-disabled","120","110","35240","33080"
"In post","2022","Tax","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Human Resources","Unknown","50","50","[c]","[c]"
"In post","2022","Tax","Legal","Declared disabled","40","40","[c]","[c]"
"In post","2022","Tax","Legal","Declared non-disabled","220","210","42380","40180"
"In post","2022","Tax","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Legal","Unknown","70","60","40370","39050"
"In post","2022","Tax","No function","Declared disabled","1040","970","37010","33370"
"In post","2022","Tax","No function","Declared non-disabled","7800","7410","37710","33370"
"In post","2022","Tax","No function","Undeclared","620","580","40280","35980"
"In post","2022","Tax","No function","Unknown","3490","3320","31220","28920"
"In post","2022","Tax","Project Delivery","Declared disabled","70","60","35930","33370"
"In post","2022","Tax","Project Delivery","Declared non-disabled","380","350","35730","33370"
"In post","2022","Tax","Project Delivery","Undeclared","40","40","[c]","[c]"
"In post","2022","Tax","Project Delivery","Unknown","160","150","34380","33370"
"In post","2022","Unknown","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Declared non-disabled","110","110","42340","39410"
"In post","2022","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Declared disabled","40","30","[c]","[c]"
"In post","2022","Unknown","Commercial","Declared non-disabled","350","340","71650","64500"
"In post","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","1270","1250","68810","64500"
"In post","2022","Unknown","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Declared non-disabled","320","320","45330","40600"
"In post","2022","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","190","190","42510","40180"
"In post","2022","Unknown","Counter Fraud","Declared disabled","50","50","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Declared non-disabled","470","470","34470","30750"
"In post","2022","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Unknown","250","250","31960","29380"
"In post","2022","Unknown","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Declared non-disabled","70","60","26350","21250"
"In post","2022","Unknown","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Unknown","40","40","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Declared disabled","140","140","45830","45760"
"In post","2022","Unknown","Digital, Data & Technology","Declared non-disabled","1050","1040","50420","54700"
"In post","2022","Unknown","Digital, Data & Technology","Undeclared","60","60","48530","42560"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","270","270","48340","43810"
"In post","2022","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Declared non-disabled","210","200","45900","40600"
"In post","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","90","80","45640","41140"
"In post","2022","Unknown","Human Resources","Declared disabled","210","200","39970","37300"
"In post","2022","Unknown","Human Resources","Declared non-disabled","870","840","40770","35810"
"In post","2022","Unknown","Human Resources","Undeclared","70","70","36770","33220"
"In post","2022","Unknown","Human Resources","Unknown","160","150","37420","33080"
"In post","2022","Unknown","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Declared non-disabled","140","130","64080","67700"
"In post","2022","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Unknown","60","60","49040","47750"
"In post","2022","Unknown","No function","Declared disabled","490","480","40890","34550"
"In post","2022","Unknown","No function","Declared non-disabled","3580","3500","41810","34550"
"In post","2022","Unknown","No function","Undeclared","220","220","40610","34550"
"In post","2022","Unknown","No function","Unknown","3480","3430","34490","29250"
"In post","2022","Unknown","Project Delivery","Declared disabled","40","30","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Declared non-disabled","240","230","61450","54700"
"In post","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Unknown","80","70","50040","47470"
"In post","2022","Unknown","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Declared non-disabled","80","80","46410","49700"
"In post","2022","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Declared disabled","120","120","33950","33300"
"In post","2022","Unknown","Security","Declared non-disabled","570","550","35160","33300"
"In post","2022","Unknown","Security","Undeclared","50","50","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","250","240","30690","26670"
"In post","2022","Unknown","Unknown","Declared disabled","1390","1330","38040","33070"
"In post","2022","Unknown","Unknown","Declared non-disabled","9180","8840","41120","36130"
"In post","2022","Unknown","Unknown","Undeclared","270","260","39460","36130"
"In post","2022","Unknown","Unknown","Unknown","5470","5250","39580","34290"
"In post","2022","Veterinarian","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","No function","Declared non-disabled","300","290","43720","39920"
"In post","2022","Veterinarian","No function","Undeclared","40","40","[c]","[c]"
"In post","2022","Veterinarian","No function","Unknown","40","30","[c]","[c]"
"In post","2022","Veterinarian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Declared non-disabled","80","70","44870","40700"
"Leaver CS","2021","Commercial","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Commercial","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Declared non-disabled","90","90","37670","32730"
"Leaver CS","2021","Communications","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Unknown","60","60","37330","35300"
"Leaver CS","2021","Communications","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Declared non-disabled","170","160","42490","37860"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Digital, Data & Technology","Unknown","150","150","41650","38450"
"Leaver CS","2021","Digital, Data and Technology","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Declared non-disabled","40","40","[c]","[c]"
