"Status","Year","Ethnicity","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","50-59","Heterosexual / straight","890","830","36070","30700"
"In post","2022","Unknown","50-59","LGBO","50","50","34910","30110"
"In post","2022","Unknown","50-59","Undeclared","590","560","42330","37060"
"In post","2022","Unknown","50-59","Unknown","11710","11000","36110","30700"
"In post","2022","Unknown","60-64","Heterosexual / straight","280","240","31210","26780"
"In post","2022","Unknown","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Undeclared","150","130","40410","34110"
"In post","2022","Unknown","60-64","Unknown","3080","2610","32070","27570"
"In post","2022","Unknown","65+","Heterosexual / straight","110","80","30940","26780"
"In post","2022","Unknown","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Undeclared","70","60","36560","29700"
"In post","2022","Unknown","65+","Unknown","960","730","32370","27440"
"In post","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","16-19","Heterosexual / straight","540","520","21800","21260"
"In post","2022","White","16-19","LGBO","50","40","[c]","[c]"
"In post","2022","White","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","White","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","20-29","Heterosexual / straight","39500","39010","29830","27570"
"In post","2022","White","20-29","LGBO","5920","5860","30280","27570"
"In post","2022","White","20-29","Undeclared","2420","2380","30680","28000"
"In post","2022","White","20-29","Unknown","1890","1870","29240","27570"
"In post","2022","White","30-39","Heterosexual / straight","59430","56450","35390","31550"
"In post","2022","White","30-39","LGBO","5800","5700","35900","31990"
"In post","2022","White","30-39","Undeclared","3700","3520","35580","32180"
"In post","2022","White","30-39","Unknown","4030","3700","33750","30220"
"In post","2022","White","40-49","Heterosexual / straight","65900","61980","37770","32930"
"In post","2022","White","40-49","LGBO","3740","3640","39140","33080"
"In post","2022","White","40-49","Undeclared","5310","4950","35590","31170"
"In post","2022","White","40-49","Unknown","7660","6910","34980","29870"
"In post","2022","White","50-59","Heterosexual / straight","84660","79790","35860","30980"
"In post","2022","White","50-59","LGBO","3130","3010","37020","31650"
"In post","2022","White","50-59","Undeclared","8840","8220","34380","29200"
"In post","2022","White","50-59","Unknown","11670","10580","33630","27800"
"In post","2022","White","60-64","Heterosexual / straight","24090","20000","32280","27570"
"In post","2022","White","60-64","LGBO","610","510","33280","27570"
"In post","2022","White","60-64","Undeclared","2830","2260","30910","27570"
"In post","2022","White","60-64","Unknown","3700","2830","31710","27570"
"In post","2022","White","65+","Heterosexual / straight","7170","5560","30930","27130"
"In post","2022","White","65+","LGBO","160","130","31650","27570"
"In post","2022","White","65+","Undeclared","870","650","30840","27130"
"In post","2022","White","65+","Unknown","1170","830","31190","27380"
"In post","2022","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","Heterosexual / straight","270","260","25310","24490"
"Leaver CS","2021","Asian","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","20-29","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Asian","30-39","Heterosexual / straight","200","190","30990","27690"
"Leaver CS","2021","Asian","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","30-39","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Asian","40-49","Heterosexual / straight","130","120","37700","32030"
"Leaver CS","2021","Asian","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","40-49","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Asian","50-59","Heterosexual / straight","70","60","36060","29080"
"Leaver CS","2021","Asian","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","50-59","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Asian","60-64","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Asian","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","60-64","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Asian","65+","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Asian","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","65+","Unknown","70","40","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","Heterosexual / straight","110","110","26030","25110"
"Leaver CS","2021","Black","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","Heterosexual / straight","100","100","31990","27760"
"Leaver CS","2021","Black","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","Heterosexual / straight","80","80","32040","28880"
"Leaver CS","2021","Black","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","Heterosexual / straight","90","80","37470","30650"
"Leaver CS","2021","Black","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","50-59","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Black","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Black","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","Heterosexual / straight","90","90","25720","24490"
"Leaver CS","2021","Mixed","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","Heterosexual / straight","70","70","34660","30770"
"Leaver CS","2021","Mixed","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Unknown","120","120","21490","19130"
"Leaver CS","2021","Undeclared","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Undeclared","60","60","37970","34140"
"Leaver CS","2021","Undeclared","30-39","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","40-49","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","50-59","Undeclared","130","120","37500","32580"
"Leaver CS","2021","Undeclared","50-59","Unknown","230","200","32290","29790"
"Leaver CS","2021","Undeclared","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","60-64","Undeclared","140","120","35570","33350"
"Leaver CS","2021","Undeclared","60-64","Unknown","130","110","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","65+","Undeclared","80","60","31850","26780"
"Leaver CS","2021","Undeclared","65+","Unknown","90","60","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","16-19","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","20-29","Unknown","2000","1900","25350","23750"
"Leaver CS","2021","Unknown","30-39","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","30-39","Unknown","1180","1100","32800","28660"
"Leaver CS","2021","Unknown","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","40-49","Unknown","880","810","36170","28260"
"Leaver CS","2021","Unknown","50-59","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","50-59","Unknown","1040","960","37050","29410"
"Leaver CS","2021","Unknown","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","60-64","Unknown","570","480","39210","32430"
"Leaver CS","2021","Unknown","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","65+","Unknown","350","260","35650","29800"
"Leaver CS","2021","Unknown","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","White","16-19","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","White","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","20-29","Heterosexual / straight","1850","1800","25660","22730"
"Leaver CS","2021","White","20-29","LGBO","270","270","25510","22350"
"Leaver CS","2021","White","20-29","Undeclared","110","100","28060","24310"
"Leaver CS","2021","White","20-29","Unknown","270","240","25710","23450"
"Leaver CS","2021","White","30-39","Heterosexual / straight","1490","1400","34320","29930"
"Leaver CS","2021","White","30-39","LGBO","130","130","34630","30970"
"Leaver CS","2021","White","30-39","Undeclared","120","110","35920","31710"
"Leaver CS","2021","White","30-39","Unknown","390","330","32950","29750"
"Leaver CS","2021","White","40-49","Heterosexual / straight","1220","1120","36500","29930"
"Leaver CS","2021","White","40-49","LGBO","80","70","41630","33650"
"Leaver CS","2021","White","40-49","Undeclared","120","110","37430","30160"
"Leaver CS","2021","White","40-49","Unknown","550","460","35380","27570"
"Leaver CS","2021","White","50-59","Heterosexual / straight","2330","2140","36120","29290"
"Leaver CS","2021","White","50-59","LGBO","90","80","42260","32530"
"Leaver CS","2021","White","50-59","Undeclared","260","230","35850","27580"
"Leaver CS","2021","White","50-59","Unknown","1860","1610","34810","27570"
"Leaver CS","2021","White","60-64","Heterosexual / straight","1990","1680","35870","28910"
"Leaver CS","2021","White","60-64","LGBO","40","30","[c]","[c]"
"Leaver CS","2021","White","60-64","Undeclared","280","230","34250","27570"
"Leaver CS","2021","White","60-64","Unknown","1280","980","33010","27570"
"Leaver CS","2021","White","65+","Heterosexual / straight","1620","1220","28670","24910"
"Leaver CS","2021","White","65+","LGBO","40","30","[c]","[c]"
"Leaver CS","2021","White","65+","Undeclared","260","190","27290","26220"
"Leaver CS","2021","White","65+","Unknown","900","600","30220","26750"
"Leaver CS","2021","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","20-29","Heterosexual / straight","640","620","27020","27140"
"Leaver CS","2022","Asian","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","20-29","Unknown","130","110","[c]","[c]"
"Leaver CS","2022","Asian","30-39","Heterosexual / straight","490","460","34230","31060"
"Leaver CS","2022","Asian","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","30-39","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Asian","40-49","Heterosexual / straight","300","280","39020","31060"
"Leaver CS","2022","Asian","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","40-49","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Asian","50-59","Heterosexual / straight","160","150","38070","29290"
"Leaver CS","2022","Asian","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","50-59","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Asian","60-64","Heterosexual / straight","90","80","37110","31060"
"Leaver CS","2022","Asian","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","60-64","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Asian","65+","Heterosexual / straight","80","60","32110","27570"
"Leaver CS","2022","Asian","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","65+","Unknown","60","40","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","20-29","Heterosexual / straight","360","350","28530","27570"
"Leaver CS","2022","Black","20-29","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Black","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","20-29","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","Heterosexual / straight","290","280","32780","31060"
"Leaver CS","2022","Black","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Black","40-49","Heterosexual / straight","210","200","36230","31060"
"Leaver CS","2022","Black","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","Heterosexual / straight","180","180","34420","30720"
"Leaver CS","2022","Black","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","Heterosexual / straight","80","70","33270","30320"
"Leaver CS","2022","Black","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Black","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","Heterosexual / straight","250","240","27110","26410"
"Leaver CS","2022","Mixed","20-29","LGBO","50","50","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","Heterosexual / straight","160","150","33450","29240"
"Leaver CS","2022","Mixed","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","Heterosexual / straight","90","80","36470","31060"
"Leaver CS","2022","Mixed","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","Heterosexual / straight","80","80","38890","30810"
"Leaver CS","2022","Mixed","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","Undeclared","[c]","[c]","[c]","[c]"
