"Status","Year","Responsibility_level","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","SEO/HEO","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Digital, Data & Technology","Science and Engineering","320","300","38000","39650"
"In post","2021","SEO/HEO","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Digital, Data & Technology","Tax","50","50","[c]","[c]"
"In post","2021","SEO/HEO","Digital, Data & Technology","Unknown","460","450","36480","36160"
"In post","2021","SEO/HEO","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Corporate Finance","50","50","36880","37320"
"In post","2021","SEO/HEO","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Economics","50","50","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Finance","3120","3010","37790","37130"
"In post","2021","SEO/HEO","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Operational Delivery","260","260","34510","32300"
"In post","2021","SEO/HEO","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Other","60","60","32960","32930"
"In post","2021","SEO/HEO","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Project Delivery","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Tax","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Finance","Unknown","140","140","37320","37530"
"In post","2021","SEO/HEO","Grants Management","Operational Delivery","330","310","32740","31110"
"In post","2021","SEO/HEO","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Human Resources","Human Resources","2950","2820","36700","36030"
"In post","2021","SEO/HEO","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Human Resources","Operational Delivery","220","210","33580","31810"
"In post","2021","SEO/HEO","Human Resources","Other","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Human Resources","Policy","50","40","[c]","[c]"
"In post","2021","SEO/HEO","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Human Resources","Tax","80","80","34250","32460"
"In post","2021","SEO/HEO","Human Resources","Unknown","490","470","36100","35790"
"In post","2021","SEO/HEO","Internal Audit","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Internal Audit","Internal Audit","460","440","40570","40550"
"In post","2021","SEO/HEO","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Legal","Legal","2190","2020","40390","40000"
"In post","2021","SEO/HEO","Legal","Operational Delivery","710","690","35150","33930"
"In post","2021","SEO/HEO","Legal","Other","90","90","33650","31670"
"In post","2021","SEO/HEO","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Legal","Tax","250","240","34480","31810"
"In post","2021","SEO/HEO","Legal","Unknown","50","50","34710","31810"
"In post","2021","SEO/HEO","No function","Commercial","140","140","35500","36400"
"In post","2021","SEO/HEO","No function","Communications","50","40","[c]","[c]"
"In post","2021","SEO/HEO","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","No function","Counter Fraud","30","30","[c]","[c]"
"In post","2021","SEO/HEO","No function","Digital, Data and Technology","120","110","35660","36370"
"In post","2021","SEO/HEO","No function","Economics","180","180","35220","34240"
"In post","2021","SEO/HEO","No function","Finance","200","190","36330","36500"
"In post","2021","SEO/HEO","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","No function","Inspector of Education and Training","340","330","51020","51360"
"In post","2021","SEO/HEO","No function","Intelligence Analysis","90","90","37380","36480"
"In post","2021","SEO/HEO","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","No function","International Trade","650","650","35430","34980"
"In post","2021","SEO/HEO","No function","Knowledge and Information Management","420","390","36450","36420"
"In post","2021","SEO/HEO","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","No function","Medicine","30","30","[c]","[c]"
"In post","2021","SEO/HEO","No function","Operational Delivery","19930","18920","37750","36570"
"In post","2021","SEO/HEO","No function","Operational Research","120","120","33670","33630"
"In post","2021","SEO/HEO","No function","Other","690","660","37130","35980"
"In post","2021","SEO/HEO","No function","Planning","70","70","38190","39100"
"In post","2021","SEO/HEO","No function","Policy","8920","8750","36440","35700"
"In post","2021","SEO/HEO","No function","Project Delivery","130","130","34290","33570"
"In post","2021","SEO/HEO","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","No function","Psychology","780","740","37300","31600"
"In post","2021","SEO/HEO","No function","Science and Engineering","3360","3180","36230","37320"
"In post","2021","SEO/HEO","No function","Security","120","120","40100","42470"
"In post","2021","SEO/HEO","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","No function","Tax","5250","4950","34680","31940"
"In post","2021","SEO/HEO","No function","Unknown","3270","3250","32490","32000"
"In post","2021","SEO/HEO","No function","Veterinarian","290","270","40580","37910"
"In post","2021","SEO/HEO","Project Delivery","Commercial","510","490","35190","34290"
"In post","2021","SEO/HEO","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Project Delivery","Digital, Data and Technology","260","250","38170","37320"
"In post","2021","SEO/HEO","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Project Delivery","Finance","160","150","36880","33930"
"In post","2021","SEO/HEO","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Project Delivery","Knowledge and Information Management","130","130","34870","35700"
"In post","2021","SEO/HEO","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Project Delivery","Operational Delivery","830","790","34780","34140"
"In post","2021","SEO/HEO","Project Delivery","Other","1660","1600","33230","32900"
"In post","2021","SEO/HEO","Project Delivery","Policy","750","710","37400","38600"
"In post","2021","SEO/HEO","Project Delivery","Project Delivery","7440","7190","36850","37320"
"In post","2021","SEO/HEO","Project Delivery","Property","90","90","33040","32160"
"In post","2021","SEO/HEO","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Project Delivery","Science and Engineering","1600","1560","37870","38190"
"In post","2021","SEO/HEO","Project Delivery","Security","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Project Delivery","Tax","50","50","[c]","[c]"
"In post","2021","SEO/HEO","Project Delivery","Unknown","170","160","38230","37530"
"In post","2021","SEO/HEO","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Property","Operational Delivery","290","280","36020","34800"
"In post","2021","SEO/HEO","Property","Other","60","60","38010","39500"
"In post","2021","SEO/HEO","Property","Planning","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Property","Property","3010","2890","37330","36400"
"In post","2021","SEO/HEO","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Property","Security","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Property","Unknown","140","140","39300","37530"
"In post","2021","SEO/HEO","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Security","Intelligence Analysis","110","100","37310","36460"
"In post","2021","SEO/HEO","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Security","Security","1050","1030","41190","38160"
"In post","2021","SEO/HEO","Security","Unknown","390","370","35290","33630"
"In post","2021","SEO/HEO","Unknown","Commercial","80","80","39970","41820"
"In post","2021","SEO/HEO","Unknown","Communications","200","190","40890","41320"
"In post","2021","SEO/HEO","Unknown","Counter Fraud","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Digital, Data and Technology","730","720","40250","40460"
"In post","2021","SEO/HEO","Unknown","Economics","90","90","35420","35050"
"In post","2021","SEO/HEO","Unknown","Finance","270","260","39800","37490"
"In post","2021","SEO/HEO","Unknown","Human Resources","360","340","37960","37410"
"In post","2021","SEO/HEO","Unknown","Intelligence Analysis","880","850","37160","36210"
"In post","2021","SEO/HEO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Knowledge and Information Management","100","90","39370","37410"
"In post","2021","SEO/HEO","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Medicine","700","640","38770","37890"
"In post","2021","SEO/HEO","Unknown","Operational Delivery","5360","5140","35790","35170"
"In post","2021","SEO/HEO","Unknown","Operational Research","100","90","40230","39410"
"In post","2021","SEO/HEO","Unknown","Other","2510","2440","38000","37410"
"In post","2021","SEO/HEO","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Policy","2370","2300","39760","38020"
"In post","2021","SEO/HEO","Unknown","Project Delivery","770","750","37650","37460"
"In post","2021","SEO/HEO","Unknown","Property","60","60","37770","37100"
"In post","2021","SEO/HEO","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Science and Engineering","860","830","40030","40450"
"In post","2021","SEO/HEO","Unknown","Security","100","100","37260","35300"
"In post","2021","SEO/HEO","Unknown","Social Research","170","170","45040","47000"
"In post","2021","SEO/HEO","Unknown","Statistics","80","80","39730","39310"
"In post","2021","SEO/HEO","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Unknown","15830","15030","36140","35110"
"In post","2021","Unknown","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Commercial","220","210","38620","37230"
"In post","2021","Unknown","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Digital, Data and Technology","60","60","36230","33950"
"In post","2021","Unknown","Digital, Data & Technology","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Finance","50","50","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Human Resources","40","40","[c]","[c]"
"In post","2021","Unknown","Human Resources","Operational Delivery","150","140","33560","29080"
"In post","2021","Unknown","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Operational Delivery","11980","11070","29840","28200"
"In post","2021","Unknown","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Finance","90","80","38450","39860"
"In post","2021","Unknown","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Project Delivery","550","530","43170","40580"
"In post","2021","Unknown","Project Delivery","Science and Engineering","700","690","41080","40250"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Property","40","40","[c]","[c]"
"In post","2021","Unknown","Security","Security","60","60","37050","37170"
"In post","2021","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Operational Delivery","60","60","37490","40950"
"In post","2021","Unknown","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Other","2060","2050","38220","34660"
"In post","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Science and Engineering","110","110","28370","27370"
"In post","2021","Unknown","Unknown","Unknown","220","220","[c]","[c]"
"In post","2022","AA/AO","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Analysis","Economics","50","50","20980","19860"
"In post","2022","AA/AO","Analysis","Geography","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Analysis","Operational Delivery","30","30","[c]","[c]"
"In post","2022","AA/AO","Analysis","Operational Research","30","30","[c]","[c]"
"In post","2022","AA/AO","Analysis","Other","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Analysis","Science and Engineering","40","40","[c]","[c]"
"In post","2022","AA/AO","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Analysis","Unknown","50","40","[c]","[c]"
"In post","2022","AA/AO","Commercial","Commercial","230","210","22630","21840"
"In post","2022","AA/AO","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Commercial","Operational Delivery","50","50","22520","21300"
"In post","2022","AA/AO","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Communications","Communications","190","180","22130","21460"
"In post","2022","AA/AO","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Communications","Operational Delivery","260","230","21510","21250"
"In post","2022","AA/AO","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Communications","Tax","30","30","[c]","[c]"
"In post","2022","AA/AO","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Counter Fraud","Counter Fraud","1460","1250","22530","21260"
"In post","2022","AA/AO","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Counter Fraud","Legal","220","190","22170","22080"
"In post","2022","AA/AO","Counter Fraud","Operational Delivery","1010","890","22050","21260"
"In post","2022","AA/AO","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Counter Fraud","Unknown","30","30","[c]","[c]"
"In post","2022","AA/AO","Debt","Operational Delivery","2290","2020","22060","21250"
"In post","2022","AA/AO","Debt","Other","2060","1750","21270","21260"
"In post","2022","AA/AO","Debt","Tax","760","720","21410","21250"
"In post","2022","AA/AO","Debt","Unknown","80","70","21530","21250"
"In post","2022","AA/AO","Digital, Data & Technology","Digital, Data and Technology","630","610","21810","21290"
"In post","2022","AA/AO","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Digital, Data & Technology","Knowledge and Information Management","210","200","22170","21380"
"In post","2022","AA/AO","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Digital, Data & Technology","Science and Engineering","60","60","21290","21430"
"In post","2022","AA/AO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Finance","Commercial","70","60","21220","21260"
"In post","2022","AA/AO","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Finance","Finance","750","660","21900","21260"
"In post","2022","AA/AO","Finance","Operational Delivery","850","690","21720","21250"
"In post","2022","AA/AO","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Grants Management","Operational Delivery","1280","1170","21280","21300"
"In post","2022","AA/AO","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Human Resources","Human Resources","1140","1040","21810","21380"
"In post","2022","AA/AO","Human Resources","Operational Delivery","280","240","21730","21680"
"In post","2022","AA/AO","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Human Resources","Unknown","200","180","21180","21050"
"In post","2022","AA/AO","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Legal","Finance","40","30","[c]","[c]"
"In post","2022","AA/AO","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Legal","Legal","50","40","[c]","[c]"
"In post","2022","AA/AO","Legal","Operational Delivery","1480","1360","22730","22200"
"In post","2022","AA/AO","Legal","Other","40","30","[c]","[c]"
"In post","2022","AA/AO","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","No function","Geography","60","60","20500","20420"
"In post","2022","AA/AO","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","No function","Knowledge and Information Management","100","100","21710","20970"
"In post","2022","AA/AO","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","No function","Operational Delivery","87450","78010","23130","21260"
"In post","2022","AA/AO","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","No function","Other","1500","1380","21790","21260"
"In post","2022","AA/AO","No function","Policy","400","380","23940","24250"
"In post","2022","AA/AO","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","No function","Property","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","No function","Psychology","90","80","21680","21590"
"In post","2022","AA/AO","No function","Science and Engineering","490","480","21770","22230"
"In post","2022","AA/AO","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","No function","Tax","2540","2360","21330","21250"
"In post","2022","AA/AO","No function","Unknown","1070","990","21820","21250"
"In post","2022","AA/AO","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Project Delivery","Operational Delivery","150","140","21720","21300"
"In post","2022","AA/AO","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Project Delivery","Project Delivery","450","380","22050","21260"
"In post","2022","AA/AO","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Property","Operational Delivery","690","650","22100","22010"
"In post","2022","AA/AO","Property","Other","170","160","26810","26900"
"In post","2022","AA/AO","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Property","Property","970","900","20130","19050"
"In post","2022","AA/AO","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Security","Other","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Security","Security","5440","5320","27130","23540"
"In post","2022","AA/AO","Security","Unknown","180","160","21220","21170"
"In post","2022","AA/AO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Counter Fraud","30","30","[c]","[c]"
"In post","2022","AA/AO","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Finance","190","180","22230","21380"
"In post","2022","AA/AO","Unknown","Human Resources","90","80","24170","24630"
"In post","2022","AA/AO","Unknown","Intelligence Analysis","70","60","23100","21680"
"In post","2022","AA/AO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","AA/AO","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Medicine","340","310","22710","23280"
"In post","2022","AA/AO","Unknown","Operational Delivery","7290","6480","22320","21680"
"In post","2022","AA/AO","Unknown","Other","6760","6430","21170","21170"
"In post","2022","AA/AO","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Policy","230","220","23350","23340"
"In post","2022","AA/AO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Science and Engineering","500","490","21950","22220"
"In post","2022","AA/AO","Unknown","Security","140","140","22640","22460"
"In post","2022","AA/AO","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Statistics","50","40","[c]","[c]"
"In post","2022","AA/AO","Unknown","Unknown","3180","3030","23820","23230"
"In post","2022","EO","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","EO","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2022","EO","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","EO","Analysis","Economics","110","110","27090","27680"
"In post","2022","EO","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Analysis","Geography","[c]","[c]","[c]","[c]"
"In post","2022","EO","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","EO","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","EO","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","EO","Analysis","Operational Delivery","240","220","25720","24870"
"In post","2022","EO","Analysis","Operational Research","30","30","[c]","[c]"
"In post","2022","EO","Analysis","Other","60","50","28420","28230"
"In post","2022","EO","Analysis","Policy","40","40","[c]","[c]"
"In post","2022","EO","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","EO","Analysis","Science and Engineering","110","100","25290","25010"
