"Status","Year","Region_ITL2","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Outer London - South","London","Science and Engineering","30","30","[c]","[c]"
"In post","2021","Outer London - South","London","Security","160","150","31070","28960"
"In post","2021","Outer London - South","London","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","London","Statistics","50","40","[c]","[c]"
"In post","2021","Outer London - South","London","Tax","850","810","41460","36230"
"In post","2021","Outer London - South","London","Unknown","1110","1050","33650","31060"
"In post","2021","Outer London - West and North West","London","Commercial","80","70","37840","32880"
"In post","2021","Outer London - West and North West","London","Communications","30","30","[c]","[c]"
"In post","2021","Outer London - West and North West","London","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - West and North West","London","Digital, Data and Technology","280","270","43290","41970"
"In post","2021","Outer London - West and North West","London","Finance","70","70","41080","38410"
"In post","2021","Outer London - West and North West","London","Human Resources","80","70","38790","34910"
"In post","2021","Outer London - West and North West","London","Intelligence Analysis","450","420","32690","30150"
"In post","2021","Outer London - West and North West","London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - West and North West","London","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - West and North West","London","Knowledge and Information Management","110","110","35170","31150"
"In post","2021","Outer London - West and North West","London","Legal","50","50","48880","48370"
"In post","2021","Outer London - West and North West","London","Medicine","50","40","104050","99150"
"In post","2021","Outer London - West and North West","London","Operational Delivery","4680","4310","31310","29080"
"In post","2021","Outer London - West and North West","London","Other","440","390","30240","25750"
"In post","2021","Outer London - West and North West","London","Policy","30","30","[c]","[c]"
"In post","2021","Outer London - West and North West","London","Project Delivery","70","70","42610","37890"
"In post","2021","Outer London - West and North West","London","Property","160","150","36630","34890"
"In post","2021","Outer London - West and North West","London","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - West and North West","London","Science and Engineering","580","550","40890","40070"
"In post","2021","Outer London - West and North West","London","Security","80","80","27510","22900"
"In post","2021","Outer London - West and North West","London","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - West and North West","London","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - West and North West","London","Unknown","1750","1630","30980","31060"
"In post","2021","Outer London - West and North West","London","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Commercial","40","40","[c]","[c]"
"In post","2021","Overseas","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Economics","40","40","[c]","[c]"
"In post","2021","Overseas","Overseas","Finance","40","40","[c]","[c]"
"In post","2021","Overseas","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Intelligence Analysis","70","70","43800","40560"
"In post","2021","Overseas","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","International Trade","160","160","56610","54470"
"In post","2021","Overseas","Overseas","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Medicine","50","50","53580","51960"
"In post","2021","Overseas","Overseas","Operational Delivery","290","290","48380","46000"
"In post","2021","Overseas","Overseas","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Other","370","370","50430","46620"
"In post","2021","Overseas","Overseas","Policy","1750","1750","52720","54020"
"In post","2021","Overseas","Overseas","Project Delivery","160","160","46490","45200"
"In post","2021","Overseas","Overseas","Property","200","190","39120","36460"
"In post","2021","Overseas","Overseas","Science and Engineering","130","120","44240","42350"
"In post","2021","Overseas","Overseas","Security","80","80","37120","34350"
"In post","2021","Overseas","Overseas","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Unknown","300","300","46840","34770"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Commercial","100","100","39280","34800"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Communications","40","40","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Digital, Data and Technology","300","290","42150","38630"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Finance","140","130","40680","38630"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Human Resources","60","60","38810","37030"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Knowledge and Information Management","50","50","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Legal","70","60","49860","49930"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Medicine","110","100","48670","38890"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Operational Delivery","3950","3690","27270","25560"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Other","700","670","26790","26670"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Policy","70","70","34840","33300"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Project Delivery","380","370","39060","38010"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Property","200","190","34500","33300"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Psychology","90","80","30650","27700"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Science and Engineering","60","60","26390","22930"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Security","170","160","29160","25560"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Tax","70","60","35630","31870"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Unknown","1690","1500","27920","27570"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Commercial","110","100","38610","36960"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Communications","50","50","37890","34730"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Digital, Data and Technology","380","370","44100","41990"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Finance","160","150","38610","36960"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Human Resources","80","80","39520","34300"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Intelligence Analysis","100","90","28580","26610"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Legal","90","80","43760","43960"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Operational Delivery","4310","3950","27300","25040"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Other","120","110","30230","25920"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Policy","640","610","42410","37100"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Project Delivery","100","100","39990","37460"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Property","140","130","40630","36700"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Psychology","40","40","[c]","[c]"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Security","100","100","36010","38750"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Tax","[c]","[c]","[c]","[c]"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Unknown","3400","3010","30830","27570"
"In post","2021","Southern Scotland","Scotland","Commercial","70","70","40370","39630"
"In post","2021","Southern Scotland","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Scotland","Digital, Data and Technology","210","200","40370","38630"
"In post","2021","Southern Scotland","Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Scotland","Finance","90","90","36420","33930"
"In post","2021","Southern Scotland","Scotland","Human Resources","60","50","43390","39630"
"In post","2021","Southern Scotland","Scotland","Internal Audit","40","40","[c]","[c]"
"In post","2021","Southern Scotland","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Scotland","Legal","90","90","52550","52490"
"In post","2021","Southern Scotland","Scotland","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Scotland","Operational Delivery","2430","2110","24900","21490"
"In post","2021","Southern Scotland","Scotland","Other","230","230","30630","25670"
"In post","2021","Southern Scotland","Scotland","Policy","140","130","47520","49920"
"In post","2021","Southern Scotland","Scotland","Project Delivery","190","180","38280","33930"
"In post","2021","Southern Scotland","Scotland","Property","30","30","[c]","[c]"
"In post","2021","Southern Scotland","Scotland","Science and Engineering","70","70","22850","20190"
"In post","2021","Southern Scotland","Scotland","Security","60","50","25870","20060"
"In post","2021","Southern Scotland","Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Scotland","Tax","410","370","30150","28130"
"In post","2021","Southern Scotland","Scotland","Unknown","1820","1640","28610","27570"
"In post","2021","Southern Scotland","Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Commercial","40","40","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Digital, Data and Technology","190","190","37450","33370"
"In post","2021","Surrey, East and West Sussex","South East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Finance","210","190","33960","31810"
"In post","2021","Surrey, East and West Sussex","South East (England)","Human Resources","40","40","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Intelligence Analysis","40","30","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Legal","130","120","51550","50530"
"In post","2021","Surrey, East and West Sussex","South East (England)","Medicine","50","50","48390","37890"
"In post","2021","Surrey, East and West Sussex","South East (England)","Operational Delivery","3930","3610","29900","28200"
"In post","2021","Surrey, East and West Sussex","South East (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Other","200","180","25090","21580"
"In post","2021","Surrey, East and West Sussex","South East (England)","Policy","40","40","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Project Delivery","90","90","37360","33300"
"In post","2021","Surrey, East and West Sussex","South East (England)","Property","120","110","38040","33130"
"In post","2021","Surrey, East and West Sussex","South East (England)","Psychology","40","40","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Science and Engineering","510","480","34360","30110"
"In post","2021","Surrey, East and West Sussex","South East (England)","Security","40","40","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Unknown","2510","2250","27020","27570"
"In post","2021","Surrey, East and West Sussex","South East (England)","Veterinarian","30","30","[c]","[c]"
"In post","2021","Tees Valley and Durham","North East (England)","Commercial","90","80","43480","40300"
"In post","2021","Tees Valley and Durham","North East (England)","Communications","30","30","[c]","[c]"
"In post","2021","Tees Valley and Durham","North East (England)","Counter Fraud","30","30","[c]","[c]"
"In post","2021","Tees Valley and Durham","North East (England)","Digital, Data and Technology","140","130","37570","37100"
"In post","2021","Tees Valley and Durham","North East (England)","Finance","130","120","38750","36500"
"In post","2021","Tees Valley and Durham","North East (England)","Human Resources","50","50","33890","31030"
"In post","2021","Tees Valley and Durham","North East (England)","Intelligence Analysis","40","30","[c]","[c]"
"In post","2021","Tees Valley and Durham","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","North East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","North East (England)","Legal","120","110","47140","48080"
"In post","2021","Tees Valley and Durham","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","North East (England)","Operational Delivery","5530","5020","26960","25040"
"In post","2021","Tees Valley and Durham","North East (England)","Other","60","60","26280","21580"
"In post","2021","Tees Valley and Durham","North East (England)","Policy","200","190","38320","36500"
"In post","2021","Tees Valley and Durham","North East (England)","Project Delivery","60","60","37480","32280"
"In post","2021","Tees Valley and Durham","North East (England)","Property","100","100","34940","30230"
"In post","2021","Tees Valley and Durham","North East (England)","Psychology","90","90","37780","38150"
"In post","2021","Tees Valley and Durham","North East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","North East (England)","Security","50","50","34300","32400"
"In post","2021","Tees Valley and Durham","North East (England)","Tax","80","80","28620","25560"
"In post","2021","Tees Valley and Durham","North East (England)","Unknown","2410","2120","25180","27570"
"In post","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Operational Delivery","150","140","38770","40370"
"In post","2021","Unknown","Unknown","Other","1860","1860","37500","34310"
"In post","2021","Unknown","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Project Delivery","30","30","[c]","[c]"
"In post","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Science and Engineering","70","70","27510","27370"
"In post","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","1530","1460","32850","29250"
"In post","2021","West Central Scotland","Scotland","Commercial","110","110","34650","33300"
"In post","2021","West Central Scotland","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Scotland","Counter Fraud","70","70","27810","25310"
"In post","2021","West Central Scotland","Scotland","Digital, Data and Technology","150","150","37210","33040"
"In post","2021","West Central Scotland","Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Scotland","Finance","480","380","24600","21440"
"In post","2021","West Central Scotland","Scotland","Human Resources","500","470","25470","21580"
"In post","2021","West Central Scotland","Scotland","Intelligence Analysis","60","50","30840","30830"
"In post","2021","West Central Scotland","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Scotland","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Scotland","Legal","470","440","44380","39220"
"In post","2021","West Central Scotland","Scotland","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Scotland","Operational Delivery","5560","5110","27680","25560"
"In post","2021","West Central Scotland","Scotland","Other","780","740","29370","25430"
"In post","2021","West Central Scotland","Scotland","Policy","140","130","32690","26670"
"In post","2021","West Central Scotland","Scotland","Project Delivery","250","240","39090","38010"
"In post","2021","West Central Scotland","Scotland","Property","100","100","30090","26670"
"In post","2021","West Central Scotland","Scotland","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Scotland","Science and Engineering","210","210","43100","43570"
"In post","2021","West Central Scotland","Scotland","Security","1080","1050","30450","26750"
"In post","2021","West Central Scotland","Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Scotland","Tax","620","570","34690","31810"
"In post","2021","West Central Scotland","Scotland","Unknown","7220","6610","31570","27570"
"In post","2021","West Midlands","West Midlands (England)","Commercial","130","130","38940","37040"
"In post","2021","West Midlands","West Midlands (England)","Communications","90","90","42560","39670"
"In post","2021","West Midlands","West Midlands (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","West Midlands (England)","Counter Fraud","70","70","37490","37380"
"In post","2021","West Midlands","West Midlands (England)","Digital, Data and Technology","520","500","40490","37000"
"In post","2021","West Midlands","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","West Midlands (England)","Finance","330","320","41260","37100"
"In post","2021","West Midlands","West Midlands (England)","Human Resources","150","150","39410","37580"
"In post","2021","West Midlands","West Midlands (England)","Inspector of Education and Training","100","100","65740","64500"
"In post","2021","West Midlands","West Midlands (England)","Intelligence Analysis","50","50","31960","27770"
"In post","2021","West Midlands","West Midlands (England)","Internal Audit","30","30","[c]","[c]"
"In post","2021","West Midlands","West Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","West Midlands (England)","Knowledge and Information Management","70","70","34890","29860"
"In post","2021","West Midlands","West Midlands (England)","Legal","560","520","43740","43460"
"In post","2021","West Midlands","West Midlands (England)","Medicine","40","30","[c]","[c]"
"In post","2021","West Midlands","West Midlands (England)","Operational Delivery","7610","7080","28140","25080"
"In post","2021","West Midlands","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","West Midlands (England)","Other","210","190","28090","21540"
"In post","2021","West Midlands","West Midlands (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","West Midlands (England)","Policy","500","480","41410","36580"
"In post","2021","West Midlands","West Midlands (England)","Project Delivery","310","310","41970","39030"
"In post","2021","West Midlands","West Midlands (England)","Property","280","260","36760","32100"
"In post","2021","West Midlands","West Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","West Midlands (England)","Science and Engineering","230","210","37610","36200"
"In post","2021","West Midlands","West Midlands (England)","Security","50","50","30010","24620"
"In post","2021","West Midlands","West Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","West Midlands (England)","Tax","1240","1170","34230","31810"
"In post","2021","West Midlands","West Midlands (England)","Unknown","5510","4870","26490","27570"
"In post","2021","West Midlands","West Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Wales","Commercial","170","160","33470","31040"
"In post","2021","West Wales and The Valleys","Wales","Communications","100","90","31830","26780"
"In post","2021","West Wales and The Valleys","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Wales","Digital, Data and Technology","920","890","39140","36030"
"In post","2021","West Wales and The Valleys","Wales","Economics","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Wales","Finance","340","320","36620","33350"
"In post","2021","West Wales and The Valleys","Wales","Human Resources","240","220","33640","31810"
"In post","2021","West Wales and The Valleys","Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Wales","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","West Wales and The Valleys","Wales","Legal","110","100","47720","47100"
"In post","2021","West Wales and The Valleys","Wales","Medicine","80","70","66020","83320"
"In post","2021","West Wales and The Valleys","Wales","Operational Delivery","8210","7270","25240","21590"
"In post","2021","West Wales and The Valleys","Wales","Other","610","580","39090","37410"
"In post","2021","West Wales and The Valleys","Wales","Planning","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Wales","Policy","710","680","38550","37410"
"In post","2021","West Wales and The Valleys","Wales","Project Delivery","160","150","38310","37410"
"In post","2021","West Wales and The Valleys","Wales","Property","180","170","33230","30000"
"In post","2021","West Wales and The Valleys","Wales","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Wales","Science and Engineering","60","60","37590","37410"
"In post","2021","West Wales and The Valleys","Wales","Security","160","160","28130","25390"
"In post","2021","West Wales and The Valleys","Wales","Social Research","70","70","44840","47000"
"In post","2021","West Wales and The Valleys","Wales","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Wales","Tax","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Wales","Unknown","3420","3040","25550","27570"
"In post","2021","West Wales and The Valleys","Wales","Veterinarian","50","40","[c]","[c]"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Commercial","190","190","40810","36820"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Communications","60","50","49320","49530"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Counter Fraud","30","30","[c]","[c]"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Digital, Data and Technology","360","350","37640","32080"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Finance","490","440","32470","28130"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Human Resources","200","190","40340","38180"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Intelligence Analysis","120","110","39390","33520"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Yorkshire and The Humber","International Trade","30","30","[c]","[c]"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Legal","520","490","41440","38000"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Operational Delivery","7110","6530","27880","25560"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Other","140","130","31830","25560"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Planning","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Policy","650","630","43200","38260"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Project Delivery","260","250","40280","38630"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Property","210","200","37470","32110"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Psychology","80","80","35100","31180"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Science and Engineering","70","70","45100","40560"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Security","50","50","[c]","[c]"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Statistics","50","50","[c]","[c]"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Tax","1550","1480","31400","28130"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Unknown","4960","4520","30490","27570"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Counter Fraud","110","100","30830","29290"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Digital, Data and Technology","150","140","37150","35780"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Finance","150","150","43060","39040"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Human Resources","80","80","38280","33650"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Legal","130","110","54480","54390"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Operational Delivery","3000","2800","30080","29290"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Other","310","290","28440","26670"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Policy","60","50","45840","44500"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Project Delivery","130","120","44730","44280"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Property","40","40","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Science and Engineering","250","240","46910","41130"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Security","110","110","28810","25640"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","East of England","Unknown","[c]","[c]","[c]","[c]"
