"Status","Year","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Policy","240","240","30340","28650"
"Leaver CS","2021","20-29","Project Delivery","100","90","26680","25970"
"Leaver CS","2021","20-29","Property","90","70","25790","24500"
"Leaver CS","2021","20-29","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","260","260","23680","23090"
"Leaver CS","2021","20-29","Security","60","60","26230","25680"
"Leaver CS","2021","20-29","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","1730","1600","25800","24180"
"Leaver CS","2021","30-39","Commercial","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Communications","50","50","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","100","100","44400","41960"
"Leaver CS","2021","30-39","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","50","50","[c]","[c]"
"Leaver CS","2021","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","80","80","49650","51120"
"Leaver CS","2021","30-39","Medicine","60","50","40030","35470"
"Leaver CS","2021","30-39","Operational Delivery","1400","1300","27940","24110"
"Leaver CS","2021","30-39","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","180","180","30060","28760"
"Leaver CS","2021","30-39","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Policy","210","200","45060","40860"
"Leaver CS","2021","30-39","Project Delivery","60","60","41730","38670"
"Leaver CS","2021","30-39","Property","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Psychology","50","50","[c]","[c]"
"Leaver CS","2021","30-39","Science and Engineering","150","140","33250","33070"
"Leaver CS","2021","30-39","Security","60","50","32830","30890"
"Leaver CS","2021","30-39","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","1400","1240","30860","27570"
"Leaver CS","2021","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","40","40","[c]","[c]"
"Leaver CS","2021","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","90","90","48100","44310"
"Leaver CS","2021","40-49","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","60","50","41510","40860"
"Leaver CS","2021","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","60","50","52650","54490"
"Leaver CS","2021","40-49","Medicine","70","60","45750","37890"
"Leaver CS","2021","40-49","Operational Delivery","990","900","30000","24890"
"Leaver CS","2021","40-49","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","180","180","34010","29930"
"Leaver CS","2021","40-49","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Policy","130","130","57620","55330"
"Leaver CS","2021","40-49","Project Delivery","60","50","44460","40000"
"Leaver CS","2021","40-49","Property","40","30","[c]","[c]"
"Leaver CS","2021","40-49","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Science and Engineering","100","90","37070","36580"
"Leaver CS","2021","40-49","Security","30","30","[c]","[c]"
"Leaver CS","2021","40-49","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","1440","1260","31590","27570"
"Leaver CS","2021","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","50","40","[c]","[c]"
"Leaver CS","2021","50-59","Communications","40","40","[c]","[c]"
"Leaver CS","2021","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data and Technology","60","60","49160","44380"
"Leaver CS","2021","50-59","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","70","70","46910","41350"
"Leaver CS","2021","50-59","Human Resources","60","60","47820","40980"
"Leaver CS","2021","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","100","90","57880","55610"
"Leaver CS","2021","50-59","Medicine","50","40","59840","45750"
"Leaver CS","2021","50-59","Operational Delivery","1560","1420","31070","25900"
"Leaver CS","2021","50-59","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","330","310","32620","28940"
"Leaver CS","2021","50-59","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Policy","110","110","54080","52300"
"Leaver CS","2021","50-59","Project Delivery","100","90","49330","40580"
"Leaver CS","2021","50-59","Property","100","90","35090","32100"
"Leaver CS","2021","50-59","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Science and Engineering","120","110","41860","39710"
"Leaver CS","2021","50-59","Security","110","110","34000","38120"
"Leaver CS","2021","50-59","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","3440","3030","32630","27570"
"Leaver CS","2021","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","40","30","[c]","[c]"
"Leaver CS","2021","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","60","60","43350","36180"
"Leaver CS","2021","60-64","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","60","50","45850","44950"
"Leaver CS","2021","60-64","Human Resources","70","60","40130","37180"
"Leaver CS","2021","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","90","70","59130","55610"
"Leaver CS","2021","60-64","Medicine","40","30","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","1090","880","31020","26520"
"Leaver CS","2021","60-64","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","300","290","31710","29050"
"Leaver CS","2021","60-64","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","90","80","52110","47080"
"Leaver CS","2021","60-64","Project Delivery","80","70","48110","41180"
"Leaver CS","2021","60-64","Property","100","80","36540","33250"
"Leaver CS","2021","60-64","Science and Engineering","90","80","38880","38010"
"Leaver CS","2021","60-64","Security","90","80","32230","38120"
"Leaver CS","2021","60-64","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","2400","1890","31290","27570"
"Leaver CS","2021","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Digital, Data and Technology","40","30","[c]","[c]"
"Leaver CS","2021","65+","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal","50","30","[c]","[c]"
"Leaver CS","2021","65+","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Operational Delivery","1090","780","25840","21590"
"Leaver CS","2021","65+","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Other","250","230","26870","22040"
"Leaver CS","2021","65+","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","40","30","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","70","60","37700","35160"
"Leaver CS","2021","65+","Property","80","70","32170","32430"
"Leaver CS","2021","65+","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","80","60","35840","31060"
"Leaver CS","2021","65+","Security","70","60","24220","20310"
"Leaver CS","2021","65+","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","1690","1140","26770","26120"
"Leaver CS","2021","65+","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Operational Delivery","110","100","20880","21010"
"Leaver CS","2022","16-19","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","16-19","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","100","80","27930","26060"
"Leaver CS","2022","20-29","Communications","130","120","30910","29000"
"Leaver CS","2022","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data and Technology","330","310","32470","30830"
"Leaver CS","2022","20-29","Economics","140","130","27730","26870"
"Leaver CS","2022","20-29","Finance","110","90","27020","25560"
"Leaver CS","2022","20-29","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","140","120","27150","24710"
"Leaver CS","2022","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","International Trade","50","40","[c]","[c]"
"Leaver CS","2022","20-29","Knowledge and Information Management","60","60","28730","28590"
"Leaver CS","2022","20-29","Legal","60","60","40010","40000"
"Leaver CS","2022","20-29","Medicine","40","30","[c]","[c]"
"Leaver CS","2022","20-29","Operational Delivery","5420","5260","24660","22600"
"Leaver CS","2022","20-29","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other","550","540","25030","22460"
"Leaver CS","2022","20-29","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Policy","590","520","33940","33210"
"Leaver CS","2022","20-29","Project Delivery","150","150","30420","29750"
"Leaver CS","2022","20-29","Property","60","60","26710","25000"
"Leaver CS","2022","20-29","Psychology","40","40","[c]","[c]"
"Leaver CS","2022","20-29","Science and Engineering","390","380","26690","26780"
"Leaver CS","2022","20-29","Security","100","100","26050","25680"
"Leaver CS","2022","20-29","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Statistics","60","60","28420","25140"
"Leaver CS","2022","20-29","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","2070","1880","27720","27230"
"Leaver CS","2022","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","70","50","[c]","[c]"
"Leaver CS","2022","30-39","Communications","110","90","40090","37930"
"Leaver CS","2022","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data and Technology","350","340","41920","38650"
"Leaver CS","2022","30-39","Economics","40","40","[c]","[c]"
"Leaver CS","2022","30-39","Finance","110","80","39550","34000"
"Leaver CS","2022","30-39","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","130","120","36070","33300"
"Leaver CS","2022","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Knowledge and Information Management","100","90","35620","36330"
"Leaver CS","2022","30-39","Legal","130","130","52090","52390"
"Leaver CS","2022","30-39","Medicine","90","80","42770","35000"
"Leaver CS","2022","30-39","Operational Delivery","3970","3710","28640","27570"
"Leaver CS","2022","30-39","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other","380","370","30360","27570"
"Leaver CS","2022","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Policy","370","320","45120","41990"
"Leaver CS","2022","30-39","Project Delivery","150","150","40480","38550"
"Leaver CS","2022","30-39","Property","50","50","[c]","[c]"
"Leaver CS","2022","30-39","Psychology","40","40","[c]","[c]"
"Leaver CS","2022","30-39","Science and Engineering","290","270","37410","36330"
"Leaver CS","2022","30-39","Security","100","100","30520","27750"
"Leaver CS","2022","30-39","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","1460","1310","37660","31060"
"Leaver CS","2022","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","60","50","[c]","[c]"
"Leaver CS","2022","40-49","Communications","60","50","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","260","240","47480","43160"
"Leaver CS","2022","40-49","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","90","80","45300","40070"
"Leaver CS","2022","40-49","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","100","90","40780","37390"
"Leaver CS","2022","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","100","90","40600","37460"
"Leaver CS","2022","40-49","Legal","110","100","61890","57520"
"Leaver CS","2022","40-49","Medicine","110","90","55140","41090"
"Leaver CS","2022","40-49","Operational Delivery","2850","2620","30540","27570"
"Leaver CS","2022","40-49","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","320","300","33650","26900"
"Leaver CS","2022","40-49","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","200","160","55200","53960"
"Leaver CS","2022","40-49","Project Delivery","110","100","47110","40840"
"Leaver CS","2022","40-49","Property","40","40","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","200","180","42930","40060"
"Leaver CS","2022","40-49","Security","70","70","31170","26610"
"Leaver CS","2022","40-49","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","1100","970","41550","31060"
"Leaver CS","2022","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","80","70","44990","40990"
"Leaver CS","2022","50-59","Communications","40","30","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","60","50","29000","27570"
"Leaver CS","2022","50-59","Digital, Data and Technology","210","190","47620","42160"
"Leaver CS","2022","50-59","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","130","110","43560","38910"
"Leaver CS","2022","50-59","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","110","100","42890","38650"
"Leaver CS","2022","50-59","Inspector of Education and Training","50","40","[c]","[c]"
"Leaver CS","2022","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Knowledge and Information Management","100","100","35880","30790"
"Leaver CS","2022","50-59","Legal","100","90","58590","55610"
"Leaver CS","2022","50-59","Medicine","90","80","74630","87210"
"Leaver CS","2022","50-59","Operational Delivery","4050","3620","30880","27570"
"Leaver CS","2022","50-59","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other","550","520","31280","26670"
"Leaver CS","2022","50-59","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Policy","210","170","56540","55130"
"Leaver CS","2022","50-59","Project Delivery","160","150","45970","41000"
"Leaver CS","2022","50-59","Property","80","70","36500","34610"
"Leaver CS","2022","50-59","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Science and Engineering","240","220","46540","44000"
"Leaver CS","2022","50-59","Security","190","190","34350","39070"
"Leaver CS","2022","50-59","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","1660","1430","41700","29970"
"Leaver CS","2022","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","70","60","42440","39730"
"Leaver CS","2022","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","90","60","27820","27570"
"Leaver CS","2022","60-64","Digital, Data and Technology","140","120","43760","40670"
"Leaver CS","2022","60-64","Finance","130","120","42030","37930"
"Leaver CS","2022","60-64","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","90","80","42330","36460"
"Leaver CS","2022","60-64","Inspector of Education and Training","30","30","[c]","[c]"
"Leaver CS","2022","60-64","Intelligence Analysis","30","30","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Knowledge and Information Management","50","40","32250","27570"
"Leaver CS","2022","60-64","Legal","70","60","61900","62590"
"Leaver CS","2022","60-64","Medicine","60","50","74930","82490"
"Leaver CS","2022","60-64","Operational Delivery","2730","2160","30140","27570"
"Leaver CS","2022","60-64","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other","570","520","30880","26670"
"Leaver CS","2022","60-64","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Policy","150","130","54220","52290"
"Leaver CS","2022","60-64","Project Delivery","120","110","46300","40580"
"Leaver CS","2022","60-64","Property","100","90","40160","36460"
"Leaver CS","2022","60-64","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Science and Engineering","170","150","44760","42290"
"Leaver CS","2022","60-64","Security","140","130","37200","39070"
"Leaver CS","2022","60-64","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","1400","1090","45670","38040"
"Leaver CS","2022","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Commercial","30","30","[c]","[c]"
"Leaver CS","2022","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Counter Fraud","70","50","27360","27570"
"Leaver CS","2022","65+","Digital, Data and Technology","100","80","37280","33360"
"Leaver CS","2022","65+","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Finance","90","80","34520","33300"
"Leaver CS","2022","65+","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","40","30","[c]","[c]"
"Leaver CS","2022","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Knowledge and Information Management","30","30","[c]","[c]"
"Leaver CS","2022","65+","Legal","30","20","[c]","[c]"
"Leaver CS","2022","65+","Medicine","50","40","[c]","[c]"
"Leaver CS","2022","65+","Operational Delivery","2460","1730","26430","25050"
"Leaver CS","2022","65+","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other","490","420","27540","22330"
"Leaver CS","2022","65+","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Policy","80","60","46020","39190"
"Leaver CS","2022","65+","Project Delivery","60","50","40410","39410"
"Leaver CS","2022","65+","Property","80","70","34480","33300"
"Leaver CS","2022","65+","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Science and Engineering","150","120","40340","37990"
"Leaver CS","2022","65+","Security","100","80","27380","24170"
"Leaver CS","2022","65+","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","880","620","39300","33350"
"Leaver CS","2022","65+","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","70","70","34510","32560"
"Leaver Dept.","2021","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","70","70","37680","33760"
"Leaver Dept.","2021","20-29","Finance","50","50","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","110","110","31420","30540"
"Leaver Dept.","2021","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","60","60","37720","35280"
"Leaver Dept.","2021","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","680","670","25590","22820"
"Leaver Dept.","2021","20-29","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","100","100","29070","27350"
"Leaver Dept.","2021","20-29","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","730","720","36300","33510"
"Leaver Dept.","2021","20-29","Project Delivery","130","130","31360","30230"
"Leaver Dept.","2021","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Science and Engineering","50","50","29670","27540"
"Leaver Dept.","2021","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Statistics","50","50","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","2030","1850","31740","32000"
"Leaver Dept.","2021","30-39","Commercial","50","50","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","70","70","44540","43020"
"Leaver Dept.","2021","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data and Technology","80","80","40140","39490"
"Leaver Dept.","2021","30-39","Economics","40","40","[c]","[c]"
