"Status","Year","Ethnicity","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","Office of the Secretary of State for Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Government","40-49","40","40","[c]","[c]"
"In post","2022","Black","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Government","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","The National Archives","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","The National Archives","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","The National Archives","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","The National Archives","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","The National Archives","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","The National Archives","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","The National Archives","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Supreme Court","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Attorney General's Departments","20-29","50","50","30140","26960"
"In post","2022","Mixed","Attorney General's Departments","30-39","70","70","44100","49580"
"In post","2022","Mixed","Attorney General's Departments","40-49","80","80","52010","52080"
"In post","2022","Mixed","Attorney General's Departments","50-59","70","60","52620","55190"
"In post","2022","Mixed","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office","20-29","90","90","36760","34550"
"In post","2022","Mixed","Cabinet Office","30-39","80","80","47860","52100"
"In post","2022","Mixed","Cabinet Office","40-49","40","40","[c]","[c]"
"In post","2022","Mixed","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","20-29","130","130","39370","35050"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","30-39","110","110","45130","41000"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","40-49","70","70","47430","46520"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","50-59","40","40","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","20-29","40","40","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","30-39","50","50","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Education","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Education","20-29","80","80","36140","32910"
"In post","2022","Mixed","Department for Education","30-39","70","60","45080","45540"
"In post","2022","Mixed","Department for Education","40-49","50","50","[c]","[c]"
"In post","2022","Mixed","Department for Education","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Education","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Education","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","20-29","80","80","31300","29530"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","30-39","70","60","39260","36970"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","40-49","50","40","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","50-59","30","30","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","20-29","50","50","37010","32120"
"In post","2022","Mixed","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","20-29","40","40","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","30-39","30","30","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport","20-29","70","70","33660","34710"
"In post","2022","Mixed","Department for Transport","30-39","80","70","37490","34710"
"In post","2022","Mixed","Department for Transport","40-49","40","40","[c]","[c]"
"In post","2022","Mixed","Department for Transport","50-59","50","40","[c]","[c]"
"In post","2022","Mixed","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Work and Pensions","20-29","410","400","27240","27570"
"In post","2022","Mixed","Department for Work and Pensions","30-39","410","380","28760","27570"
"In post","2022","Mixed","Department for Work and Pensions","40-49","370","340","29320","27570"
"In post","2022","Mixed","Department for Work and Pensions","50-59","370","350","29330","27570"
"In post","2022","Mixed","Department for Work and Pensions","60-64","100","80","29700","27570"
"In post","2022","Mixed","Department for Work and Pensions","65+","30","20","[c]","[c]"
"In post","2022","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care","20-29","100","100","31770","28970"
"In post","2022","Mixed","Department of Health and Social Care","30-39","100","90","47270","47150"
"In post","2022","Mixed","Department of Health and Social Care","40-49","50","40","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care","50-59","40","40","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","20-29","80","80","35910","34580"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","30-39","80","80","48890","52400"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","40-49","60","60","51620","54370"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","50-59","30","30","[c]","[c]"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Revenue and Customs","20-29","250","240","31190","30750"
"In post","2022","Mixed","HM Revenue and Customs","30-39","270","260","36880","33080"
"In post","2022","Mixed","HM Revenue and Customs","40-49","180","170","37000","33370"
"In post","2022","Mixed","HM Revenue and Customs","50-59","180","170","39250","33430"
"In post","2022","Mixed","HM Revenue and Customs","60-64","50","40","[c]","[c]"
"In post","2022","Mixed","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Treasury","20-29","50","50","35370","32320"
"In post","2022","Mixed","HM Treasury","30-39","40","40","[c]","[c]"
"In post","2022","Mixed","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","HM Treasury","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Home Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Home Office","20-29","110","110","33980","28740"
"In post","2022","Mixed","Home Office","30-39","200","190","35160","30820"
"In post","2022","Mixed","Home Office","40-49","160","150","37550","30820"
"In post","2022","Mixed","Home Office","50-59","170","150","32100","29080"
"In post","2022","Mixed","Home Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Home Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Ministry of Defence","20-29","150","140","30350","29230"
"In post","2022","Mixed","Ministry of Defence","30-39","170","160","37730","34200"
"In post","2022","Mixed","Ministry of Defence","40-49","140","130","39780","37000"
"In post","2022","Mixed","Ministry of Defence","50-59","140","140","36630","33300"
"In post","2022","Mixed","Ministry of Defence","60-64","40","40","[c]","[c]"
"In post","2022","Mixed","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Ministry of Justice","20-29","480","470","27220","25920"
"In post","2022","Mixed","Ministry of Justice","30-39","550","530","31010","28400"
"In post","2022","Mixed","Ministry of Justice","40-49","420","400","34750","31650"
"In post","2022","Mixed","Ministry of Justice","50-59","330","310","35200","31650"
"In post","2022","Mixed","Ministry of Justice","60-64","90","80","31460","27980"
"In post","2022","Mixed","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","National Crime Agency","20-29","30","30","[c]","[c]"
"In post","2022","Mixed","National Crime Agency","30-39","30","30","[c]","[c]"
"In post","2022","Mixed","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government","20-29","30","30","[c]","[c]"
"In post","2022","Mixed","Scottish Government","30-39","60","60","38080","34600"
"In post","2022","Mixed","Scottish Government","40-49","40","30","[c]","[c]"
"In post","2022","Mixed","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Supreme Court","65+","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
