"Status","Year","Parent_department","Age","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Welsh Government","40-49","Female","1110","1030","43780","38160"
"In post","2022","Welsh Government","40-49","Male","690","680","46030","41980"
"In post","2022","Welsh Government","50-59","Female","1010","950","44010","38160"
"In post","2022","Welsh Government","50-59","Male","720","710","48080","47470"
"In post","2022","Welsh Government","60-64","Female","240","200","39620","38160"
"In post","2022","Welsh Government","60-64","Male","190","170","48760","47470"
"In post","2022","Welsh Government","65+","Female","100","80","37670","29430"
"In post","2022","Welsh Government","65+","Male","90","70","45210","38160"
"Leaver CS","2021","Attorney General's Departments","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","20-29","Female","50","50","28650","24590"
"Leaver CS","2021","Attorney General's Departments","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","30-39","Female","50","50","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","30-39","Male","30","30","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","50-59","Female","50","40","51840","55610"
"Leaver CS","2021","Attorney General's Departments","50-59","Male","40","30","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","60-64","Female","40","30","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","60-64","Male","30","30","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","20-29","Female","80","80","28100","26000"
"Leaver CS","2021","Cabinet Office","20-29","Male","60","60","30830","27240"
"Leaver CS","2021","Cabinet Office","30-39","Female","40","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office","30-39","Male","60","50","51200","55180"
"Leaver CS","2021","Cabinet Office","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","50-59","Male","40","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","20-29","Female","50","50","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","20-29","Male","70","70","29570","28900"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","30-39","Female","40","30","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","30-39","Male","70","60","42570","39650"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","40-49","Female","40","40","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","40-49","Male","30","30","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","50-59","Male","50","50","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","60-64","Female","30","30","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","60-64","Male","40","30","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","20-29","Female","70","70","30710","28500"
"Leaver CS","2021","Department for Education","20-29","Male","40","40","[c]","[c]"
"Leaver CS","2021","Department for Education","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","30-39","Female","50","50","45650","40860"
"Leaver CS","2021","Department for Education","30-39","Male","50","40","[c]","[c]"
"Leaver CS","2021","Department for Education","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","50-59","Female","30","30","[c]","[c]"
"Leaver CS","2021","Department for Education","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","20-29","Female","110","110","24680","24370"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","20-29","Male","80","80","24290","23660"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","30-39","Female","50","50","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","30-39","Male","40","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","40-49","Female","40","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","50-59","Female","50","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","50-59","Male","40","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","60-64","Female","30","30","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","60-64","Male","40","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","20-29","Female","50","50","[c]","[c]"
"Leaver CS","2021","Department for International Trade","20-29","Male","30","30","[c]","[c]"
"Leaver CS","2021","Department for International Trade","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","20-29","Female","70","60","23570","21590"
"Leaver CS","2021","Department for Transport","20-29","Male","70","70","24950","21590"
"Leaver CS","2021","Department for Transport","30-39","Female","50","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","30-39","Male","60","60","32800","29930"
"Leaver CS","2021","Department for Transport","40-49","Female","50","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","40-49","Male","50","50","34260","28700"
"Leaver CS","2021","Department for Transport","50-59","Female","50","40","29530","21590"
"Leaver CS","2021","Department for Transport","50-59","Male","80","70","36270","28220"
"Leaver CS","2021","Department for Transport","60-64","Female","40","30","[c]","[c]"
"Leaver CS","2021","Department for Transport","60-64","Male","80","60","36740","30910"
"Leaver CS","2021","Department for Transport","65+","Female","50","30","[c]","[c]"
"Leaver CS","2021","Department for Transport","65+","Male","90","60","33420","26780"
"Leaver CS","2021","Department for Work and Pensions","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","20-29","Female","370","360","24980","24180"
"Leaver CS","2021","Department for Work and Pensions","20-29","Male","300","300","24750","21010"
"Leaver CS","2021","Department for Work and Pensions","30-39","Female","330","290","25990","27570"
"Leaver CS","2021","Department for Work and Pensions","30-39","Male","230","230","26880","27570"
"Leaver CS","2021","Department for Work and Pensions","40-49","Female","310","270","26430","25860"
"Leaver CS","2021","Department for Work and Pensions","40-49","Male","230","220","27740","25110"
"Leaver CS","2021","Department for Work and Pensions","50-59","Female","670","560","27400","27570"
"Leaver CS","2021","Department for Work and Pensions","50-59","Male","360","340","29000","27570"
"Leaver CS","2021","Department for Work and Pensions","60-64","Female","620","460","27290","26890"
"Leaver CS","2021","Department for Work and Pensions","60-64","Male","290","250","31120","27570"
"Leaver CS","2021","Department for Work and Pensions","65+","Female","520","340","25220","25110"
"Leaver CS","2021","Department for Work and Pensions","65+","Male","280","200","27480","26120"
"Leaver CS","2021","Department for Work and Pensions","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","20-29","Female","160","130","25160","23450"
"Leaver CS","2021","Department of Health and Social Care","20-29","Male","60","40","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","30-39","Female","150","130","35740","34460"
"Leaver CS","2021","Department of Health and Social Care","30-39","Male","60","50","38350","36330"
"Leaver CS","2021","Department of Health and Social Care","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","40-49","Female","90","70","41200","40130"
"Leaver CS","2021","Department of Health and Social Care","40-49","Male","60","50","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","50-59","Female","90","70","48480","44500"
"Leaver CS","2021","Department of Health and Social Care","50-59","Male","50","40","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","60-64","Female","60","40","56860","44500"
"Leaver CS","2021","Department of Health and Social Care","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Female","50","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","20-29","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","50-59","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","60-64","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","20-29","Female","30","30","[c]","[c]"
"Leaver CS","2021","HM Land Registry","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","50-59","Female","40","30","[c]","[c]"
"Leaver CS","2021","HM Land Registry","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","60-64","Female","30","20","[c]","[c]"
"Leaver CS","2021","HM Land Registry","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","20-29","Female","280","260","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","20-29","Male","330","310","25880","24500"
"Leaver CS","2021","HM Revenue and Customs","30-39","Female","290","230","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","30-39","Male","200","190","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","40-49","Female","430","350","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","40-49","Male","220","210","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","50-59","Female","1310","1120","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","50-59","Male","690","660","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","60-64","Female","690","530","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","60-64","Male","510","430","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","65+","Female","440","290","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","65+","Male","290","210","[c]","[c]"
"Leaver CS","2021","HM Treasury","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","20-29","Female","160","150","26040","24110"
"Leaver CS","2021","Home Office","20-29","Male","150","140","27060","24890"
"Leaver CS","2021","Home Office","30-39","Female","110","90","28370","25310"
"Leaver CS","2021","Home Office","30-39","Male","100","100","30400","25310"
"Leaver CS","2021","Home Office","40-49","Female","90","70","32290","25640"
"Leaver CS","2021","Home Office","40-49","Male","80","70","34870","27880"
"Leaver CS","2021","Home Office","50-59","Female","150","130","31780","27240"
"Leaver CS","2021","Home Office","50-59","Male","170","160","35180","27370"
"Leaver CS","2021","Home Office","60-64","Female","70","50","28930","27240"
"Leaver CS","2021","Home Office","60-64","Male","90","80","33490","30310"
"Leaver CS","2021","Home Office","65+","Female","90","60","25610","21430"
"Leaver CS","2021","Home Office","65+","Male","70","50","29730","27240"
"Leaver CS","2021","Ministry of Defence","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","20-29","Female","150","150","22860","20920"
"Leaver CS","2021","Ministry of Defence","20-29","Male","310","310","25070","24970"
"Leaver CS","2021","Ministry of Defence","30-39","Female","180","170","30910","29930"
"Leaver CS","2021","Ministry of Defence","30-39","Male","210","210","32750","30960"
"Leaver CS","2021","Ministry of Defence","40-49","Female","200","170","34390","30620"
"Leaver CS","2021","Ministry of Defence","40-49","Male","170","160","35350","32430"
"Leaver CS","2021","Ministry of Defence","50-59","Female","230","210","31650","26670"
"Leaver CS","2021","Ministry of Defence","50-59","Male","480","470","37510","34260"
"Leaver CS","2021","Ministry of Defence","60-64","Female","210","190","30450","26670"
"Leaver CS","2021","Ministry of Defence","60-64","Male","510","480","36460","33300"
"Leaver CS","2021","Ministry of Defence","65+","Female","150","130","26870","21580"
"Leaver CS","2021","Ministry of Defence","65+","Male","400","360","31060","28910"
"Leaver CS","2021","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","20-29","Female","890","880","21650","19930"
"Leaver CS","2021","Ministry of Justice","20-29","Male","700","690","24360","21940"
"Leaver CS","2021","Ministry of Justice","30-39","Female","510","460","25570","21300"
"Leaver CS","2021","Ministry of Justice","30-39","Male","540","530","28760","22680"
"Leaver CS","2021","Ministry of Justice","40-49","Female","390","340","29370","22680"
"Leaver CS","2021","Ministry of Justice","40-49","Male","350","340","32420","23430"
"Leaver CS","2021","Ministry of Justice","50-59","Female","530","470","28120","22240"
"Leaver CS","2021","Ministry of Justice","50-59","Male","560","540","32440","22450"
"Leaver CS","2021","Ministry of Justice","60-64","Female","330","260","26770","20100"
"Leaver CS","2021","Ministry of Justice","60-64","Male","350","290","28690","20690"
"Leaver CS","2021","Ministry of Justice","65+","Female","320","230","21800","20100"
"Leaver CS","2021","Ministry of Justice","65+","Male","380","280","22830","20100"
