"Status","Year","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Wales","Estyn","110","100","58630","75480"
"In post","2022","Wales","Food Standards Agency","150","150","36510","31050"
"In post","2022","Wales","HM Land Registry","770","690","29440","27130"
"In post","2022","Wales","HM Revenue and Customs","4660","4360","30610","26820"
"In post","2022","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Home Office","710","660","28920","25310"
"In post","2022","Wales","Ministry of Defence","1160","1120","27360","26350"
"In post","2022","Wales","Ministry of Justice","4410","4160","28890","25700"
"In post","2022","Wales","National Crime Agency","70","70","39660","36410"
"In post","2022","Wales","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Wales","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Wales","UK Statistics Authority","3010","2860","35760","31700"
"In post","2022","Wales","Welsh Government","5930","5600","41900","38160"
"In post","2022","West Midlands (England)","Attorney General's Departments","590","550","40870","38180"
"In post","2022","West Midlands (England)","Cabinet Office","260","250","52620","44390"
"In post","2022","West Midlands (England)","Department for Business, Energy and Industrial Strategy","730","700","34940","30950"
"In post","2022","West Midlands (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Education","1400","1370","40600","36780"
"In post","2022","West Midlands (England)","Department for Environment, Food and Rural Affairs","750","700","33070","29180"
"In post","2022","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Department for Levelling Up, Housing and Communities","350","340","38750","36340"
"In post","2022","West Midlands (England)","Department for Transport","680","650","29560","26780"
"In post","2022","West Midlands (England)","Department for Work and Pensions","7720","6810","26410","27570"
"In post","2022","West Midlands (England)","Department of Health and Social Care","410","370","42360","36330"
"In post","2022","West Midlands (England)","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Food Standards Agency","120","120","32730","30350"
"In post","2022","West Midlands (England)","HM Land Registry","610","560","30190","27130"
"In post","2022","West Midlands (England)","HM Revenue and Customs","4770","4500","34330","33080"
"In post","2022","West Midlands (England)","HM Treasury","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Home Office","1150","1070","28830","25310"
"In post","2022","West Midlands (England)","Ministry of Defence","2600","2510","30860","26670"
"In post","2022","West Midlands (England)","Ministry of Justice","9810","9160","28080","25120"
"In post","2022","West Midlands (England)","National Crime Agency","510","500","38240","36740"
"In post","2022","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","150","140","55270","51360"
"In post","2022","West Midlands (England)","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Office of Qualifications and Examinations Regulation","290","280","44330","40190"
"In post","2022","West Midlands (England)","Office of Rail and Road","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Water Services Regulation Authority","180","170","49710","43270"
"In post","2022","West Midlands (England)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Attorney General's Departments","940","870","40950","38180"
"In post","2022","Yorkshire and The Humber","Cabinet Office","930","890","39190","33300"
"In post","2022","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","210","200","32990","31140"
"In post","2022","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Department for Education","1680","1600","40800","36780"
"In post","2022","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","1260","1210","34820","30730"
"In post","2022","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","160","150","46380","40300"
"In post","2022","Yorkshire and The Humber","Department for Transport","680","640","30960","26830"
"In post","2022","Yorkshire and The Humber","Department for Work and Pensions","9890","8860","30340","27570"
"In post","2022","Yorkshire and The Humber","Department of Health and Social Care","1670","1600","43130","37700"
"In post","2022","Yorkshire and The Humber","Food Standards Agency","270","260","36650","31450"
"In post","2022","Yorkshire and The Humber","HM Land Registry","360","320","29250","27130"
"In post","2022","Yorkshire and The Humber","HM Revenue and Customs","5580","5200","31920","26820"
"In post","2022","Yorkshire and The Humber","HM Treasury","70","60","45470","42020"
"In post","2022","Yorkshire and The Humber","Home Office","3830","3570","28790","25040"
"In post","2022","Yorkshire and The Humber","Ministry of Defence","2000","1930","28560","26670"
"In post","2022","Yorkshire and The Humber","Ministry of Justice","9280","8610","29540","27120"
"In post","2022","Yorkshire and The Humber","National Crime Agency","270","270","38280","36410"
"In post","2022","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","110","100","63150","70500"
"In post","2022","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Transport","40","40","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Work and Pensions","250","210","25240","26120"
"Leaver CS","2021","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","HM Land Registry","30","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","HM Revenue and Customs","410","350","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Ministry of Defence","180","170","29060","29930"
"Leaver CS","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Ministry of Justice","590","530","21660","19510"
"Leaver CS","2021","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"Leaver CS","2021","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Work and Pensions","270","240","27190","27570"
"Leaver CS","2021","East of England","Department of Health and Social Care","160","140","35630","32900"
"Leaver CS","2021","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","HM Revenue and Customs","380","320","[c]","[c]"
"Leaver CS","2021","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Home Office","70","50","23980","24210"
"Leaver CS","2021","East of England","Ministry of Defence","210","200","29780","26670"
"Leaver CS","2021","East of England","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Ministry of Justice","580","530","24240","20100"
"Leaver CS","2021","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Attorney General's Departments","200","190","51430","51250"
"Leaver CS","2021","London","Cabinet Office","200","190","49410","43180"
"Leaver CS","2021","London","Chancellor's other departments","30","30","[c]","[c]"
"Leaver CS","2021","London","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","80","70","52540","46330"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","220","210","47890","40380"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","80","80","[c]","[c]"
"Leaver CS","2021","London","Department for Education","160","150","46740","40940"
"Leaver CS","2021","London","Department for Environment, Food and Rural Affairs","150","140","38410","33120"
"Leaver CS","2021","London","Department for International Trade","130","130","37430","31220"
"Leaver CS","2021","London","Department for Transport","110","100","40470","34700"
"Leaver CS","2021","London","Department for Work and Pensions","500","470","33020","31060"
"Leaver CS","2021","London","Department of Health and Social Care","510","360","44090","38890"
"Leaver CS","2021","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Foreign, Commonwealth and Development Office","140","50","52180","56860"
"Leaver CS","2021","London","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","HM Revenue and Customs","640","560","[c]","[c]"
"Leaver CS","2021","London","HM Treasury","100","90","[c]","[c]"
"Leaver CS","2021","London","Home Office","590","530","37520","30410"
"Leaver CS","2021","London","Ministry of Defence","150","140","41650","36860"
"Leaver CS","2021","London","Ministry of Housing, Communities and Local Government","80","70","44170","40170"
"Leaver CS","2021","London","Ministry of Justice","940","890","33570","26410"
"Leaver CS","2021","London","National Crime Agency","70","70","47490","41970"
"Leaver CS","2021","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Office for Standards in Education","30","30","[c]","[c]"
"Leaver CS","2021","London","Office of Gas and Electricity Markets","60","50","51170","45000"
"Leaver CS","2021","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","The National Archives","30","30","[c]","[c]"
"Leaver CS","2021","London","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Department for Work and Pensions","490","410","25400","21010"
"Leaver CS","2021","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Revenue and Customs","680","530","[c]","[c]"
"Leaver CS","2021","North East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Home Office","50","40","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Ministry of Justice","290","250","23460","19830"
"Leaver CS","2021","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Attorney General's Departments","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Education","40","40","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Transport","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Department for Work and Pensions","890","760","26230","21010"
"Leaver CS","2021","North West (England)","Department of Health and Social Care","50","50","[c]","[c]"
"Leaver CS","2021","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Land Registry","40","30","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Revenue and Customs","510","410","[c]","[c]"
"Leaver CS","2021","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Home Office","230","190","24630","24110"
"Leaver CS","2021","North West (England)","Ministry of Defence","110","100","28480","22000"
"Leaver CS","2021","North West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Ministry of Justice","650","570","23710","20100"
"Leaver CS","2021","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Office for Standards in Education","40","40","[c]","[c]"
"Leaver CS","2021","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","HM Revenue and Customs","120","100","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Home Office","30","20","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2021","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Foreign, Commonwealth and Development Office","30","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Ministry of Defence","90","90","39140","36960"
"Leaver CS","2021","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Transport","30","30","[c]","[c]"
"Leaver CS","2021","Scotland","Department for Work and Pensions","380","310","25440","21010"
"Leaver CS","2021","Scotland","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","HM Revenue and Customs","590","480","[c]","[c]"
"Leaver CS","2021","Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Home Office","50","50","25240","24110"
"Leaver CS","2021","Scotland","Ministry of Defence","210","200","31800","31720"
"Leaver CS","2021","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Government","940","850","35270","30650"
"Leaver CS","2021","Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Attorney General's Departments","40","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Environment, Food and Rural Affairs","100","90","32760","25330"
"Leaver CS","2021","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Transport","90","80","37010","31380"
"Leaver CS","2021","South East (England)","Department for Work and Pensions","350","300","26620","27570"
"Leaver CS","2021","South East (England)","Department of Health and Social Care","40","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Foreign, Commonwealth and Development Office","90","70","38540","32730"
"Leaver CS","2021","South East (England)","HM Revenue and Customs","220","180","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Home Office","110","90","26270","25990"
"Leaver CS","2021","South East (England)","Ministry of Defence","660","620","30120","27440"
"Leaver CS","2021","South East (England)","Ministry of Justice","800","740","24070","20650"
"Leaver CS","2021","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","United Kingdom Statistics Authority","160","110","24090","19520"
"Leaver CS","2021","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Business, Energy and Industrial Strategy","90","90","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Environment, Food and Rural Affairs","80","70","31790","26520"
"Leaver CS","2021","South West (England)","Department for Transport","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Department for Work and Pensions","290","240","24760","21010"
"Leaver CS","2021","South West (England)","Department of Health and Social Care","120","110","36370","28590"
"Leaver CS","2021","South West (England)","HM Land Registry","70","60","33280","31740"
"Leaver CS","2021","South West (England)","HM Revenue and Customs","180","150","[c]","[c]"
"Leaver CS","2021","South West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Ministry of Defence","1030","970","33660","31250"
"Leaver CS","2021","South West (England)","Ministry of Housing, Communities and Local Government","60","50","39740","39020"
"Leaver CS","2021","South West (England)","Ministry of Justice","420","380","22090","19930"
"Leaver CS","2021","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","120","120","54570","38670"
"Leaver CS","2021","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","330","320","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","160","160","34930","32400"
"Leaver CS","2021","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Department for Business, Energy and Industrial Strategy","90","80","33570","30110"
"Leaver CS","2021","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Department for Transport","310","250","23610","21590"
"Leaver CS","2021","Wales","Department for Work and Pensions","240","190","25020","21010"
"Leaver CS","2021","Wales","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","HM Revenue and Customs","540","450","[c]","[c]"
"Leaver CS","2021","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Home Office","40","30","[c]","[c]"
"Leaver CS","2021","Wales","Ministry of Defence","90","80","27450","29670"
"Leaver CS","2021","Wales","Ministry of Justice","320","290","23260","20100"
"Leaver CS","2021","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","United Kingdom Statistics Authority","130","120","32960","29540"
"Leaver CS","2021","Wales","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Welsh Government","140","130","43150","37410"
"Leaver CS","2021","West Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Department for Education","50","40","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Department for Work and Pensions","330","260","25340","26120"
"Leaver CS","2021","West Midlands (England)","Department of Health and Social Care","40","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Revenue and Customs","470","390","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Home Office","30","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Ministry of Defence","130","110","32080","28280"
"Leaver CS","2021","West Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Ministry of Justice","630","570","22920","19930"
"Leaver CS","2021","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Attorney General's Departments","40","30","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Education","60","60","38410","36640"
"Leaver CS","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Department for Work and Pensions","480","400","28970","27570"
"Leaver CS","2021","Yorkshire and The Humber","Department of Health and Social Care","90","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","HM Revenue and Customs","640","530","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Home Office","110","90","25930","24210"
"Leaver CS","2021","Yorkshire and The Humber","Ministry of Defence","140","130","29870","26670"
"Leaver CS","2021","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Ministry of Justice","610","550","24130","20100"
"Leaver CS","2021","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Attorney General's Departments","40","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Department for Transport","60","60","33380","26780"
"Leaver CS","2022","East Midlands (England)","Department for Work and Pensions","540","480","26150","27570"
"Leaver CS","2022","East Midlands (England)","Department of Health and Social Care","40","40","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","HM Land Registry","60","50","32820","27130"
"Leaver CS","2022","East Midlands (England)","HM Revenue and Customs","350","290","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Ministry of Defence","200","190","27300","24880"
"Leaver CS","2022","East Midlands (England)","Ministry of Justice","900","820","22060","20450"
"Leaver CS","2022","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
