"Status","Year","Profession_of_post","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Tax","Wales","HM Revenue and Customs (excl. agencies)","1650","1570","30010","25560"
"In post","2021","Tax","Wales","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Tax","West Midlands (England)","HM Revenue and Customs (excl. agencies)","1310","1240","34310","31810"
"In post","2021","Tax","Yorkshire and The Humber","HM Revenue and Customs (excl. agencies)","1580","1500","31530","28130"
"In post","2021","Unknown","East Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Department for Work and Pensions (excl. agencies)","4490","3970","25910","27570"
"In post","2021","Unknown","East Midlands (England)","HM Revenue and Customs (excl. agencies)","320","310","31930","31810"
"In post","2021","Unknown","East Midlands (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Cabinet Office (excl. agencies)","120","110","46980","38500"
"In post","2021","Unknown","East of England","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Department for Work and Pensions (excl. agencies)","4570","4090","28120","27570"
"In post","2021","Unknown","East of England","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Unknown","East of England","Medicines and Healthcare Products Regulatory Agency","40","40","[c]","[c]"
"In post","2021","Unknown","East of England","Ministry of Defence (excl. agencies)","150","150","34340","33300"
"In post","2021","Unknown","East of England","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Cabinet Office (excl. agencies)","6410","6320","49820","42270"
"In post","2021","Unknown","London","Charity Commission","30","30","[c]","[c]"
"In post","2021","Unknown","London","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Department for Transport (excl. agencies)","200","190","53240","45200"
"In post","2021","Unknown","London","Department for Work and Pensions (excl. agencies)","10030","9390","33600","31060"
"In post","2021","Unknown","London","Department of Health and Social Care (excl. agencies)","50","50","53450","53360"
"In post","2021","Unknown","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Foreign, Commonwealth and Development Office (excl. agencies)","260","260","52670","50430"
"In post","2021","Unknown","London","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","HM Revenue and Customs (excl. agencies)","780","770","50040","41760"
"In post","2021","Unknown","London","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Home Office (incl. agencies)","40","40","[c]","[c]"
"In post","2021","Unknown","London","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Medicines and Healthcare Products Regulatory Agency","130","130","38770","32640"
"In post","2021","Unknown","London","Ministry of Defence (excl. agencies)","100","100","36800","36070"
"In post","2021","Unknown","London","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Unknown","London","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Cabinet Office (excl. agencies)","410","390","29410","24570"
"In post","2021","Unknown","North East (England)","Department for Work and Pensions (excl. agencies)","9550","8460","27110","27570"
"In post","2021","Unknown","North East (England)","HM Revenue and Customs (excl. agencies)","670","640","26620","25560"
"In post","2021","Unknown","North East (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Cabinet Office (excl. agencies)","440","430","46940","49700"
"In post","2021","Unknown","North West (England)","Charity Commission","160","150","31070","29160"
"In post","2021","Unknown","North West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Department for Work and Pensions (excl. agencies)","17710","15930","26890","27570"
"In post","2021","Unknown","North West (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","HM Revenue and Customs (excl. agencies)","930","890","28020","25560"
"In post","2021","Unknown","North West (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Ministry of Defence (excl. agencies)","110","110","32370","33150"
"In post","2021","Unknown","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","HM Revenue and Customs (excl. agencies)","110","110","26610","25560"
"In post","2021","Unknown","Northern Ireland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Unknown","Overseas","Home Office (incl. agencies)","220","220","[c]","[c]"
"In post","2021","Unknown","Overseas","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Unknown","Overseas","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","Accountant in Bankruptcy","120","100","31670","29190"
"In post","2021","Unknown","Scotland","Cabinet Office (excl. agencies)","80","80","48190","49700"
"In post","2021","Unknown","Scotland","Department for Work and Pensions (excl. agencies)","8820","7790","25210","27570"
"In post","2021","Unknown","Scotland","Disclosure Scotland","310","290","28110","23170"
"In post","2021","Unknown","Scotland","Education Scotland","320","300","55840","61010"
"In post","2021","Unknown","Scotland","Food Standards Scotland","250","240","35100","30650"
"In post","2021","Unknown","Scotland","Forestry and Land Scotland","990","960","31490","29140"
"In post","2021","Unknown","Scotland","HM Revenue and Customs (excl. agencies)","320","300","25950","20140"
"In post","2021","Unknown","Scotland","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Unknown","Scotland","National Records of Scotland","440","410","34520","32140"
"In post","2021","Unknown","Scotland","Office of the Scottish Charity Regulator","50","50","[c]","[c]"
"In post","2021","Unknown","Scotland","Revenue Scotland","60","50","43440","38540"
"In post","2021","Unknown","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","70","70","49350","48930"
"In post","2021","Unknown","Scotland","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","Scottish Forestry","190","180","35290","35330"
"In post","2021","Unknown","Scotland","Scottish Government (excl. agencies)","7780","7460","43000","38540"
"In post","2021","Unknown","Scotland","Scottish Housing Regulator","50","50","[c]","[c]"
"In post","2021","Unknown","Scotland","Scottish Public Pensions Agency","290","260","29650","26160"
"In post","2021","Unknown","Scotland","Social Security Scotland","1140","1100","31620","26650"
"In post","2021","Unknown","Scotland","Student Awards Agency for Scotland","240","230","29770","26160"
"In post","2021","Unknown","Scotland","Transport Scotland","490","480","44230","42190"
"In post","2021","Unknown","South East (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","Cabinet Office (excl. agencies)","220","210","42660","33950"
"In post","2021","Unknown","South East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","Department for Work and Pensions (excl. agencies)","6660","6020","27390","27570"
"In post","2021","Unknown","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","HM Revenue and Customs (excl. agencies)","110","100","31950","25560"
"In post","2021","Unknown","South East (England)","Ministry of Defence (excl. agencies)","200","190","34790","33300"
"In post","2021","Unknown","South East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Cabinet Office (excl. agencies)","190","180","53730","49700"
"In post","2021","Unknown","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Department for Work and Pensions (excl. agencies)","5740","4990","26140","27570"
"In post","2021","Unknown","South West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","HM Revenue and Customs (excl. agencies)","150","150","32170","31810"
"In post","2021","Unknown","South West (England)","Ministry of Defence (excl. agencies)","580","560","36240","33300"
"In post","2021","Unknown","South West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Cabinet Office (excl. agencies)","600","590","36190","32000"
"In post","2021","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","900","840","30410","27570"
"In post","2021","Unknown","Unknown","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Unknown","Wales","Cabinet Office (excl. agencies)","70","60","38410","30370"
"In post","2021","Unknown","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Department for Work and Pensions (excl. agencies)","5640","5050","25760","27570"
"In post","2021","Unknown","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","HM Revenue and Customs (excl. agencies)","330","320","25930","20140"
"In post","2021","Unknown","Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Cabinet Office (excl. agencies)","50","50","62730","52530"
"In post","2021","Unknown","West Midlands (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Department for Work and Pensions (excl. agencies)","7600","6670","26010","27570"
"In post","2021","Unknown","West Midlands (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","HM Revenue and Customs (excl. agencies)","320","310","31490","31810"
"In post","2021","Unknown","West Midlands (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","Ministry of Defence (excl. agencies)","180","180","32820","33000"
"In post","2021","Unknown","West Midlands (England)","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","Cabinet Office (excl. agencies)","740","700","36340","33030"
"In post","2021","Unknown","Yorkshire and The Humber","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","9250","8220","29470","27570"
"In post","2021","Unknown","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","HM Revenue and Customs (excl. agencies)","410","390","27460","20690"
"In post","2021","Unknown","Yorkshire and The Humber","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","East Midlands (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","East of England","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","North East (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","North West (England)","Animal and Plant Health Agency","40","30","[c]","[c]"
"In post","2021","Veterinarian","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Scotland","Animal and Plant Health Agency","40","40","[c]","[c]"
"In post","2021","Veterinarian","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","South East (England)","Animal and Plant Health Agency","30","30","[c]","[c]"
"In post","2021","Veterinarian","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","South East (England)","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","South West (England)","Animal and Plant Health Agency","80","80","43530","38080"
"In post","2021","Veterinarian","South West (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Wales","Animal and Plant Health Agency","60","50","42290","37480"
"In post","2021","Veterinarian","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Wales","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","West Midlands (England)","Animal and Plant Health Agency","40","30","[c]","[c]"
"In post","2021","Veterinarian","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Yorkshire and The Humber","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Crown Commercial Service","70","70","37650","38330"
"In post","2022","Commercial","East of England","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","HM Prison and Probation Service","40","40","[c]","[c]"
"In post","2022","Commercial","East of England","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East of England","Ministry of Defence (excl. agencies)","50","50","34680","33300"
"In post","2022","Commercial","East of England","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Department for Transport (excl. agencies)","120","120","50540","45200"
"In post","2022","Commercial","London","Department for Work and Pensions (excl. agencies)","70","60","41750","38780"
"In post","2022","Commercial","London","Department of Health and Social Care (excl. agencies)","230","230","49230","53360"
"In post","2022","Commercial","London","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","HM Prison and Probation Service","160","150","50550","46600"
"In post","2022","Commercial","London","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Home Office","60","60","41750","42290"
"In post","2022","Commercial","London","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Ministry of Defence (excl. agencies)","50","50","39770","37000"
"In post","2022","Commercial","London","Ministry of Justice (excl. agencies)","70","70","42370","41750"
"In post","2022","Commercial","London","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","The National Archives","40","40","[c]","[c]"
"In post","2022","Commercial","London","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","UK Health Security Agency","90","90","48980","52610"
"In post","2022","Commercial","London","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Department for Education (excl. agencies)","60","60","37020","36500"
"In post","2022","Commercial","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Commercial","North East (England)","Education and Skills Funding Agency","30","30","[c]","[c]"
"In post","2022","Commercial","North East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North East (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Crown Commercial Service","180","170","35560","38330"
"In post","2022","Commercial","North West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Department for Education (excl. agencies)","60","60","39510","36500"
"In post","2022","Commercial","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Department for Work and Pensions (excl. agencies)","120","100","31600","31990"
"In post","2022","Commercial","North West (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","HM Prison and Probation Service","50","50","45880","44630"
"In post","2022","Commercial","North West (England)","HM Revenue and Customs (excl. agencies)","50","50","38460","40520"
"In post","2022","Commercial","North West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Commercial","Scotland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Commercial","Scotland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Ministry of Defence (excl. agencies)","110","100","33930","33000"
"In post","2022","Commercial","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scotland","Scottish Prison Service","90","80","31510","26900"
"In post","2022","Commercial","Scotland","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
