"Status","Year","Function_of_post","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data & Technology","Black","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Inner London - East","130","130","45430","41750"
"In post","2022","Digital, Data & Technology","Black","Inner London - West","190","190","39820","37210"
"In post","2022","Digital, Data & Technology","Black","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Black","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Inner London - East","50","50","48270","46710"
"In post","2022","Digital, Data & Technology","Mixed","Inner London - West","70","60","46710","43050"
"In post","2022","Digital, Data & Technology","Mixed","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Mixed","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other ethnicity","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Devon","110","100","41630","39750"
"In post","2022","Digital, Data & Technology","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","East Wales","60","60","43540","40520"
"In post","2022","Digital, Data & Technology","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","130","120","39720","36630"
"In post","2022","Digital, Data & Technology","Undeclared","Greater Manchester","50","50","44460","38720"
"In post","2022","Digital, Data & Technology","Undeclared","Hampshire and Isle of Wight","50","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Inner London - East","60","60","51280","54700"
"In post","2022","Digital, Data & Technology","Undeclared","Inner London - West","90","90","51430","53130"
"In post","2022","Digital, Data & Technology","Undeclared","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Lancashire","50","50","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Northumberland, and Tyne and Wear","110","100","43590","40520"
"In post","2022","Digital, Data & Technology","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","South Yorkshire","40","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Undeclared","West Wales and The Valleys","70","70","42600","41180"
"In post","2022","Digital, Data & Technology","Undeclared","West Yorkshire","40","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Derbyshire and Nottinghamshire","50","50","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Devon","160","160","35670","34060"
"In post","2022","Digital, Data & Technology","Unknown","Dorset and Somerset","60","60","39630","36300"
"In post","2022","Digital, Data & Technology","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","East Wales","210","210","39450","36840"
"In post","2022","Digital, Data & Technology","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Eastern Scotland","110","110","37260","33190"
"In post","2022","Digital, Data & Technology","Unknown","Essex","60","50","36870","33370"
"In post","2022","Digital, Data & Technology","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","140","140","38510","36570"
"In post","2022","Digital, Data & Technology","Unknown","Greater Manchester","170","160","41590","36500"
"In post","2022","Digital, Data & Technology","Unknown","Hampshire and Isle of Wight","80","80","36980","33300"
"In post","2022","Digital, Data & Technology","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Inner London - East","210","210","50460","50480"
"In post","2022","Digital, Data & Technology","Unknown","Inner London - West","420","410","48010","44500"
"In post","2022","Digital, Data & Technology","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Lancashire","70","70","42150","39020"
"In post","2022","Digital, Data & Technology","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Merseyside","70","70","34940","33080"
"In post","2022","Digital, Data & Technology","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Northumberland, and Tyne and Wear","340","330","40770","37000"
"In post","2022","Digital, Data & Technology","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Shropshire and Staffordshire","80","70","42500","40520"
"In post","2022","Digital, Data & Technology","Unknown","South Yorkshire","60","60","46820","49520"
"In post","2022","Digital, Data & Technology","Unknown","Southern Scotland","90","90","39580","35380"
"In post","2022","Digital, Data & Technology","Unknown","Surrey, East and West Sussex","60","50","41140","40180"
"In post","2022","Digital, Data & Technology","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","West Midlands","100","100","37760","35630"
"In post","2022","Digital, Data & Technology","Unknown","West Wales and The Valleys","130","130","39970","38450"
"In post","2022","Digital, Data & Technology","Unknown","West Yorkshire","140","130","41040","38500"
"In post","2022","Digital, Data & Technology","White","Bedfordshire and Hertfordshire","130","130","36900","36300"
"In post","2022","Digital, Data & Technology","White","Berkshire, Buckinghamshire and Oxfordshire","270","260","39740","37340"
"In post","2022","Digital, Data & Technology","White","Cheshire","180","170","39850","36740"
"In post","2022","Digital, Data & Technology","White","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","White","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","White","Derbyshire and Nottinghamshire","160","160","40580","36500"
"In post","2022","Digital, Data & Technology","White","Devon","1310","1240","38940","38450"
"In post","2022","Digital, Data & Technology","White","Dorset and Somerset","220","210","36880","33630"
"In post","2022","Digital, Data & Technology","White","East Anglia","290","280","33160","30940"
"In post","2022","Digital, Data & Technology","White","East Wales","780","760","41870","39170"
"In post","2022","Digital, Data & Technology","White","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","White","Eastern Scotland","210","200","39100","37250"
"In post","2022","Digital, Data & Technology","White","Essex","190","180","38540","35980"
"In post","2022","Digital, Data & Technology","White","Gloucestershire, Wiltshire and Bath/Bristol area","1350","1300","38770","35890"
"In post","2022","Digital, Data & Technology","White","Greater Manchester","760","750","44610","40510"
"In post","2022","Digital, Data & Technology","White","Hampshire and Isle of Wight","530","510","35280","33300"
"In post","2022","Digital, Data & Technology","White","Herefordshire, Worcestershire and Warwickshire","120","110","31610","26890"
"In post","2022","Digital, Data & Technology","White","Highlands and Islands","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","White","Inner London - East","820","800","53500","54700"
"In post","2022","Digital, Data & Technology","White","Inner London - West","1290","1260","50410","49630"
"In post","2022","Digital, Data & Technology","White","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","White","Lancashire","820","780","41710","36500"
"In post","2022","Digital, Data & Technology","White","Leicestershire, Rutland and Northamptonshire","70","70","36480","36050"
"In post","2022","Digital, Data & Technology","White","Lincolnshire","80","80","28980","27120"
"In post","2022","Digital, Data & Technology","White","Merseyside","380","360","37050","33300"
"In post","2022","Digital, Data & Technology","White","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","White","North Yorkshire","160","160","38650","36680"
"In post","2022","Digital, Data & Technology","White","Northern Ireland","50","50","33180","33080"
"In post","2022","Digital, Data & Technology","White","Northumberland, and Tyne and Wear","1610","1540","42140","38150"
"In post","2022","Digital, Data & Technology","White","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","White","Outer London - South","50","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","White","Outer London - West and North West","140","140","39030","37250"
"In post","2022","Digital, Data & Technology","White","Overseas","60","50","32970","33300"
"In post","2022","Digital, Data & Technology","White","Shropshire and Staffordshire","420","410","40740","40180"
"In post","2022","Digital, Data & Technology","White","South Yorkshire","340","330","43830","40020"
"In post","2022","Digital, Data & Technology","White","Southern Scotland","160","150","40260","38460"
"In post","2022","Digital, Data & Technology","White","Surrey, East and West Sussex","230","220","38470","33510"
"In post","2022","Digital, Data & Technology","White","Tees Valley and Durham","140","130","37060","36500"
"In post","2022","Digital, Data & Technology","White","Unknown","40","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","White","West Central Scotland","210","210","36370","33080"
"In post","2022","Digital, Data & Technology","White","West Midlands","320","310","41680","37700"
"In post","2022","Digital, Data & Technology","White","West Wales and The Valleys","770","750","39050","36010"
"In post","2022","Digital, Data & Technology","White","West Yorkshire","540","520","43130","38950"
"In post","2022","Finance","Asian","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2022","Finance","Asian","Greater Manchester","60","50","36740","31990"
"In post","2022","Finance","Asian","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Inner London - East","110","100","43500","41750"
"In post","2022","Finance","Asian","Inner London - West","400","390","44360","40650"
"In post","2022","Finance","Asian","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","South Yorkshire","30","30","[c]","[c]"
"In post","2022","Finance","Asian","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","West Midlands","160","160","34070","31490"
"In post","2022","Finance","Asian","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Asian","West Yorkshire","130","120","29880","26820"
"In post","2022","Finance","Black","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Black","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Black","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Black","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Black","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Black","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Black","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Black","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Black","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Black","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
