"Status","Year","Region_ITL1","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Midlands (England)","Finance","40-49","80","80","38020","33370"
"In post","2022","East Midlands (England)","Finance","50-59","120","120","36260","33300"
"In post","2022","East Midlands (England)","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Geography","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Geography","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Human Resources","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Human Resources","20-29","50","50","[c]","[c]"
"In post","2022","East Midlands (England)","Human Resources","30-39","80","80","37930","33760"
"In post","2022","East Midlands (England)","Human Resources","40-49","140","130","39490","33840"
"In post","2022","East Midlands (England)","Human Resources","50-59","140","130","39740","37110"
"In post","2022","East Midlands (England)","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Inspector of Education and Training","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Inspector of Education and Training","40-49","40","30","[c]","[c]"
"In post","2022","East Midlands (England)","Inspector of Education and Training","50-59","50","50","[c]","[c]"
"In post","2022","East Midlands (England)","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Inspector of Education and Training","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Intelligence Analysis","30-39","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","International Trade","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","International Trade","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Knowledge and Information Management","50-59","30","30","[c]","[c]"
"In post","2022","East Midlands (England)","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Legal","20-29","60","60","32300","30450"
"In post","2022","East Midlands (England)","Legal","30-39","120","110","41410","39320"
"In post","2022","East Midlands (England)","Legal","40-49","170","160","44610","48080"
"In post","2022","East Midlands (England)","Legal","50-59","170","160","46750","48080"
"In post","2022","East Midlands (England)","Legal","60-64","30","30","[c]","[c]"
"In post","2022","East Midlands (England)","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Medicine","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Medicine","30-39","50","50","38940","35000"
"In post","2022","East Midlands (England)","Medicine","40-49","50","50","47520","43980"
"In post","2022","East Midlands (England)","Medicine","50-59","50","50","55990","45840"
"In post","2022","East Midlands (England)","Medicine","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Medicine","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Operational Delivery","16-19","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Operational Delivery","20-29","2340","2300","24710","24250"
"In post","2022","East Midlands (England)","Operational Delivery","30-39","2920","2720","27280","26820"
"In post","2022","East Midlands (England)","Operational Delivery","40-49","3290","3030","28770","27570"
"In post","2022","East Midlands (England)","Operational Delivery","50-59","4520","4150","29130","27570"
"In post","2022","East Midlands (England)","Operational Delivery","60-64","1310","1070","26970","26780"
"In post","2022","East Midlands (England)","Operational Delivery","65+","320","230","26170","25120"
"In post","2022","East Midlands (England)","Operational Research","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Operational Research","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Operational Research","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Operational Research","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Operational Research","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Operational Research","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other","20-29","120","110","22890","21260"
"In post","2022","East Midlands (England)","Other","30-39","190","170","25910","21260"
"In post","2022","East Midlands (England)","Other","40-49","260","240","25410","21380"
"In post","2022","East Midlands (England)","Other","50-59","490","470","25000","21380"
"In post","2022","East Midlands (England)","Other","60-64","190","170","24750","21380"
"In post","2022","East Midlands (England)","Other","65+","50","50","23470","21380"
"In post","2022","East Midlands (England)","Planning Inspectors","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Planning Inspectors","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Planning Inspectors","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Planning Inspectors","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Planning Inspectors","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Policy","20-29","50","50","31770","30190"
"In post","2022","East Midlands (England)","Policy","30-39","90","80","40380","36500"
"In post","2022","East Midlands (England)","Policy","40-49","90","80","42380","40520"
"In post","2022","East Midlands (England)","Policy","50-59","80","80","43120","36620"
"In post","2022","East Midlands (England)","Policy","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Policy","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Project Delivery","30-39","60","50","36600","33370"
"In post","2022","East Midlands (England)","Project Delivery","40-49","90","90","45290","40930"
"In post","2022","East Midlands (England)","Project Delivery","50-59","110","110","44350","40520"
"In post","2022","East Midlands (England)","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Property","20-29","70","70","26530","25000"
"In post","2022","East Midlands (England)","Property","30-39","70","60","33020","28180"
"In post","2022","East Midlands (England)","Property","40-49","100","100","36320","33330"
"In post","2022","East Midlands (England)","Property","50-59","190","180","39900","36050"
"In post","2022","East Midlands (England)","Property","60-64","50","40","[c]","[c]"
"In post","2022","East Midlands (England)","Property","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Psychology","20-29","60","60","27770","27700"
"In post","2022","East Midlands (England)","Psychology","30-39","70","70","34490","31180"
"In post","2022","East Midlands (England)","Psychology","40-49","50","50","41160","41660"
"In post","2022","East Midlands (England)","Psychology","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Psychology","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Science and Engineering","20-29","60","60","29160","28590"
"In post","2022","East Midlands (England)","Science and Engineering","30-39","100","90","36230","36330"
"In post","2022","East Midlands (England)","Science and Engineering","40-49","130","120","41660","39390"
"In post","2022","East Midlands (England)","Science and Engineering","50-59","200","190","42260","40060"
"In post","2022","East Midlands (England)","Science and Engineering","60-64","60","50","39530","36590"
"In post","2022","East Midlands (England)","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Security","30-39","30","30","[c]","[c]"
"In post","2022","East Midlands (England)","Security","40-49","50","50","34470","35470"
"In post","2022","East Midlands (England)","Security","50-59","60","60","28120","21830"
"In post","2022","East Midlands (England)","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Security","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Social Research","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Social Research","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Statistics","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Statistics","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Statistics","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Statistics","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Tax","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Tax","20-29","360","350","29350","26820"
"In post","2022","East Midlands (England)","Tax","30-39","400","390","33290","33080"
"In post","2022","East Midlands (England)","Tax","40-49","340","330","37600","33370"
"In post","2022","East Midlands (England)","Tax","50-59","370","360","38590","33600"
"In post","2022","East Midlands (England)","Tax","60-64","70","50","36220","33370"
"In post","2022","East Midlands (England)","Tax","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","20-29","110","110","31950","32000"
"In post","2022","East Midlands (England)","Unknown","30-39","140","130","35260","33080"
"In post","2022","East Midlands (England)","Unknown","40-49","80","70","40620","33370"
"In post","2022","East Midlands (England)","Unknown","50-59","80","80","44250","33370"
"In post","2022","East Midlands (England)","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Commercial","30-39","50","50","[c]","[c]"
"In post","2022","East of England","Commercial","40-49","50","50","40050","38980"
"In post","2022","East of England","Commercial","50-59","60","60","41880","39360"
"In post","2022","East of England","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Communications","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Counter Fraud","30-39","40","30","[c]","[c]"
"In post","2022","East of England","Counter Fraud","40-49","70","70","28810","29290"
"In post","2022","East of England","Counter Fraud","50-59","150","140","30370","29290"
"In post","2022","East of England","Counter Fraud","60-64","40","40","[c]","[c]"
"In post","2022","East of England","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Digital, Data and Technology","20-29","70","70","30020","29270"
"In post","2022","East of England","Digital, Data and Technology","30-39","90","90","34990","33080"
"In post","2022","East of England","Digital, Data and Technology","40-49","150","150","38170","36300"
"In post","2022","East of England","Digital, Data and Technology","50-59","250","250","37950","35980"
"In post","2022","East of England","Digital, Data and Technology","60-64","70","60","37470","35780"
"In post","2022","East of England","Digital, Data and Technology","65+","30","20","[c]","[c]"
"In post","2022","East of England","Economics","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Economics","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Economics","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Finance","20-29","40","40","[c]","[c]"
"In post","2022","East of England","Finance","30-39","90","80","36770","33300"
"In post","2022","East of England","Finance","40-49","140","130","38530","33300"
"In post","2022","East of England","Finance","50-59","190","180","38240","35020"
"In post","2022","East of England","Finance","60-64","40","40","[c]","[c]"
"In post","2022","East of England","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Geography","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Geography","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Geography","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Human Resources","30-39","70","60","35720","32300"
"In post","2022","East of England","Human Resources","40-49","70","70","38650","35900"
"In post","2022","East of England","Human Resources","50-59","90","90","38110","34360"
"In post","2022","East of England","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Inspector of Education and Training","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Inspector of Education and Training","40-49","30","30","[c]","[c]"
"In post","2022","East of England","Inspector of Education and Training","50-59","40","40","[c]","[c]"
"In post","2022","East of England","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Inspector of Education and Training","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Intelligence Analysis","20-29","70","70","28630","26670"
"In post","2022","East of England","Intelligence Analysis","30-39","110","100","33340","33300"
"In post","2022","East of England","Intelligence Analysis","40-49","100","100","33760","33000"
"In post","2022","East of England","Intelligence Analysis","50-59","110","110","32290","33300"
"In post","2022","East of England","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","International Trade","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East of England","International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East of England","International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Knowledge and Information Management","50-59","30","30","[c]","[c]"
"In post","2022","East of England","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Legal","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Legal","20-29","70","60","31230","26970"
"In post","2022","East of England","Legal","30-39","110","110","39870","40000"
"In post","2022","East of England","Legal","40-49","190","170","42100","38000"
"In post","2022","East of England","Legal","50-59","240","220","42670","36610"
"In post","2022","East of England","Legal","60-64","50","40","[c]","[c]"
"In post","2022","East of England","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Medicine","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Medicine","30-39","40","30","[c]","[c]"
"In post","2022","East of England","Medicine","40-49","50","40","[c]","[c]"
"In post","2022","East of England","Medicine","50-59","60","50","63010","41650"
"In post","2022","East of England","Medicine","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Medicine","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Operational Delivery","16-19","40","40","[c]","[c]"
"In post","2022","East of England","Operational Delivery","20-29","2170","2130","25880","25120"
"In post","2022","East of England","Operational Delivery","30-39","2690","2510","28130","27570"
"In post","2022","East of England","Operational Delivery","40-49","3270","2990","29840","27570"
"In post","2022","East of England","Operational Delivery","50-59","4430","4110","29990","27570"
"In post","2022","East of England","Operational Delivery","60-64","1330","1100","28130","27570"
"In post","2022","East of England","Operational Delivery","65+","460","340","27410","26700"
"In post","2022","East of England","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Operational Research","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other","20-29","130","130","24280","24250"
"In post","2022","East of England","Other","30-39","180","170","26030","24250"
"In post","2022","East of England","Other","40-49","300","290","26320","26350"
"In post","2022","East of England","Other","50-59","610","590","26110","22990"
"In post","2022","East of England","Other","60-64","260","240","25090","22030"
"In post","2022","East of England","Other","65+","60","50","24120","21380"
"In post","2022","East of England","Planning Inspectors","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Planning Inspectors","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Planning Inspectors","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Planning Inspectors","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Planning Inspectors","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Policy","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Policy","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Policy","30-39","70","70","44520","45080"
"In post","2022","East of England","Policy","40-49","70","70","46010","41360"
"In post","2022","East of England","Policy","50-59","70","60","45120","40610"
"In post","2022","East of England","Policy","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Policy","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Project Delivery","20-29","50","50","[c]","[c]"
"In post","2022","East of England","Project Delivery","30-39","110","100","40620","40000"
"In post","2022","East of England","Project Delivery","40-49","120","120","40290","38550"
"In post","2022","East of England","Project Delivery","50-59","160","160","43960","40520"
"In post","2022","East of England","Project Delivery","60-64","40","30","[c]","[c]"
"In post","2022","East of England","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Property","20-29","60","60","29780","26670"
"In post","2022","East of England","Property","30-39","70","70","35240","33000"
"In post","2022","East of England","Property","40-49","100","100","36280","33300"
"In post","2022","East of England","Property","50-59","220","220","34900","33210"
"In post","2022","East of England","Property","60-64","80","70","34930","33300"
"In post","2022","East of England","Property","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Psychology","20-29","50","40","[c]","[c]"
"In post","2022","East of England","Psychology","30-39","70","70","33310","31180"
"In post","2022","East of England","Psychology","40-49","40","40","[c]","[c]"
"In post","2022","East of England","Psychology","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Psychology","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Psychology","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Science and Engineering","20-29","120","110","28600","29310"
"In post","2022","East of England","Science and Engineering","30-39","210","200","36340","36580"
"In post","2022","East of England","Science and Engineering","40-49","200","190","40060","37920"
"In post","2022","East of England","Science and Engineering","50-59","250","240","40570","36580"
"In post","2022","East of England","Science and Engineering","60-64","90","90","39790","33130"
"In post","2022","East of England","Science and Engineering","65+","30","30","[c]","[c]"
"In post","2022","East of England","Security","20-29","70","70","26000","25400"
"In post","2022","East of England","Security","30-39","120","120","32650","32930"
"In post","2022","East of England","Security","40-49","140","140","33540","33300"
"In post","2022","East of England","Security","50-59","230","220","37940","39070"
"In post","2022","East of England","Security","60-64","50","50","31830","29160"
"In post","2022","East of England","Security","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Social Research","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Statistics","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Statistics","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Statistics","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Statistics","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Statistics","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Tax","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Tax","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Tax","40-49","50","40","[c]","[c]"
"In post","2022","East of England","Tax","50-59","90","90","37200","33430"
"In post","2022","East of England","Tax","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Tax","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","30-39","30","30","[c]","[c]"
"In post","2022","East of England","Unknown","40-49","50","50","[c]","[c]"
"In post","2022","East of England","Unknown","50-59","40","40","[c]","[c]"
"In post","2022","East of England","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Veterinarian","20-29","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Veterinarian","65+","[c]","[c]","[c]","[c]"
"In post","2022","London","Commercial","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Commercial","20-29","270","270","39280","39800"
"In post","2022","London","Commercial","30-39","260","250","47220","43130"
"In post","2022","London","Commercial","40-49","240","240","52150","49380"
"In post","2022","London","Commercial","50-59","260","250","49060","45020"
"In post","2022","London","Commercial","60-64","60","60","45260","41730"
"In post","2022","London","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2022","London","Communications","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Communications","20-29","640","640","37140","34710"
"In post","2022","London","Communications","30-39","680","660","49000","46070"
"In post","2022","London","Communications","40-49","520","490","54170","53360"
"In post","2022","London","Communications","50-59","290","280","50140","45370"
"In post","2022","London","Communications","60-64","60","60","47140","41660"
"In post","2022","London","Communications","65+","[c]","[c]","[c]","[c]"
"In post","2022","London","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2022","London","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2022","London","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2022","London","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2022","London","Corporate Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2022","London","Corporate Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Counter Fraud","20-29","150","150","29540","26350"
"In post","2022","London","Counter Fraud","30-39","160","160","35630","32340"
"In post","2022","London","Counter Fraud","40-49","260","240","35190","31060"
"In post","2022","London","Counter Fraud","50-59","450","420","34950","31880"
"In post","2022","London","Counter Fraud","60-64","160","130","33930","31880"
"In post","2022","London","Counter Fraud","65+","70","50","31820","30330"
"In post","2022","London","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Digital, Data and Technology","20-29","740","730","38790","37550"
"In post","2022","London","Digital, Data and Technology","30-39","1010","990","50120","50590"
"In post","2022","London","Digital, Data and Technology","40-49","1080","1060","54370","53620"
"In post","2022","London","Digital, Data and Technology","50-59","970","960","51350","47240"
"In post","2022","London","Digital, Data and Technology","60-64","190","180","49550","42800"
"In post","2022","London","Digital, Data and Technology","65+","70","60","44560","44850"
"In post","2022","London","Economics","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Economics","20-29","940","940","39530","35050"
"In post","2022","London","Economics","30-39","410","400","58500","57850"
"In post","2022","London","Economics","40-49","170","160","66990","64990"
"In post","2022","London","Economics","50-59","90","90","73130","69630"
"In post","2022","London","Economics","60-64","[c]","[c]","[c]","[c]"
"In post","2022","London","Economics","65+","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Finance","20-29","470","470","40460","39680"
"In post","2022","London","Finance","30-39","670","650","50800","52010"
"In post","2022","London","Finance","40-49","710","690","52560","49090"
"In post","2022","London","Finance","50-59","810","800","51170","45540"
"In post","2022","London","Finance","60-64","180","170","44650","40940"
"In post","2022","London","Finance","65+","80","70","38460","37290"
"In post","2022","London","Geography","30-39","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Human Resources","20-29","530","520","36440","32870"
"In post","2022","London","Human Resources","30-39","610","600","45760","41750"
"In post","2022","London","Human Resources","40-49","710","680","50580","45600"
"In post","2022","London","Human Resources","50-59","720","710","50120","45390"
"In post","2022","London","Human Resources","60-64","140","130","47810","43090"
"In post","2022","London","Human Resources","65+","40","30","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","30-39","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","50-59","40","40","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"In post","2022","London","Inspector of Education and Training","65+","[c]","[c]","[c]","[c]"
"In post","2022","London","Intelligence Analysis","20-29","250","250","34540","34740"
"In post","2022","London","Intelligence Analysis","30-39","290","280","39100","37000"
"In post","2022","London","Intelligence Analysis","40-49","270","250","41750","36620"
"In post","2022","London","Intelligence Analysis","50-59","330","320","39830","36450"
"In post","2022","London","Intelligence Analysis","60-64","70","60","41060","38560"
"In post","2022","London","Intelligence Analysis","65+","40","30","[c]","[c]"
"In post","2022","London","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","30-39","40","40","[c]","[c]"
"In post","2022","London","Internal Audit","40-49","50","50","55420","53470"
"In post","2022","London","Internal Audit","50-59","80","80","58200","53070"
"In post","2022","London","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2022","London","Internal Audit","65+","[c]","[c]","[c]","[c]"
"In post","2022","London","International Trade","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","International Trade","20-29","440","440","38850","38160"
"In post","2022","London","International Trade","30-39","390","390","50370","51970"
"In post","2022","London","International Trade","40-49","180","170","53340","51970"
"In post","2022","London","International Trade","50-59","180","180","54900","51970"
"In post","2022","London","International Trade","60-64","30","30","[c]","[c]"
"In post","2022","London","International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","16-19","[c]","[c]","[c]","[c]"
"In post","2022","London","Knowledge and Information Management","20-29","110","110","36710","33570"
"In post","2022","London","Knowledge and Information Management","30-39","140","140","43700","41750"
