"Status","Year","Sex","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Lisburn and Castlereagh","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lisburn and Castlereagh","Operational Delivery","60","60","27670","25220"
"In post","2022","Female","Lisburn and Castlereagh","Other","90","80","23540","22580"
"In post","2022","Female","Lisburn and Castlereagh","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lisburn and Castlereagh","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lisburn and Castlereagh","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lisburn and Castlereagh","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lisburn and Castlereagh","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lisburn and Castlereagh","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","Commercial","110","110","35030","31250"
"In post","2022","Female","Liverpool","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","Counter Fraud","70","70","27720","27570"
"In post","2022","Female","Liverpool","Digital, Data and Technology","80","80","38180","33370"
"In post","2022","Female","Liverpool","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","Finance","100","90","34570","30830"
"In post","2022","Female","Liverpool","Human Resources","140","130","36510","30820"
"In post","2022","Female","Liverpool","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","Intelligence Analysis","50","50","27810","25690"
"In post","2022","Female","Liverpool","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","Legal","120","110","45580","48080"
"In post","2022","Female","Liverpool","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","Operational Delivery","4910","4360","25960","24880"
"In post","2022","Female","Liverpool","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","Other","230","210","28030","25310"
"In post","2022","Female","Liverpool","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","Policy","90","80","42380","37660"
"In post","2022","Female","Liverpool","Project Delivery","300","290","42440","40180"
"In post","2022","Female","Liverpool","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Liverpool","Tax","770","720","30700","26590"
"In post","2022","Female","Liverpool","Unknown","260","240","34690","33080"
"In post","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Operational Delivery","50","50","26590","27570"
"In post","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Other","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","100","90","29460","27650"
"In post","2022","Female","Luton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","Luton","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Luton","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Luton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Luton","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","Luton","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Luton","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Luton","Operational Delivery","300","270","26630","26890"
"In post","2022","Female","Luton","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Luton","Other","[c]","[c]","[c]","[c]"
"In post","2022","Female","Luton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Luton","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Luton","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Luton","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Luton","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Manchester","Commercial","90","80","39360","36780"
"In post","2022","Female","Manchester","Communications","60","50","35030","30450"
"In post","2022","Female","Manchester","Counter Fraud","50","40","[c]","[c]"
"In post","2022","Female","Manchester","Digital, Data and Technology","310","300","41920","37000"
"In post","2022","Female","Manchester","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Manchester","Finance","180","170","39590","36500"
"In post","2022","Female","Manchester","Human Resources","130","120","40520","37300"
"In post","2022","Female","Manchester","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","Manchester","Intelligence Analysis","90","80","28250","25690"
"In post","2022","Female","Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Manchester","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","Manchester","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Manchester","Legal","190","170","46440","48080"
"In post","2022","Female","Manchester","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Female","Manchester","Operational Delivery","2540","2340","28290","26590"
"In post","2022","Female","Manchester","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Manchester","Other","120","120","28380","27570"
"In post","2022","Female","Manchester","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Female","Manchester","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Manchester","Policy","380","360","39950","36500"
"In post","2022","Female","Manchester","Project Delivery","110","100","44100","40180"
"In post","2022","Female","Manchester","Property","100","100","36830","31900"
"In post","2022","Female","Manchester","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Manchester","Science and Engineering","80","70","33330","31380"
"In post","2022","Female","Manchester","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Manchester","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Manchester","Statistics","40","40","[c]","[c]"
"In post","2022","Female","Manchester","Tax","320","300","35340","33370"
"In post","2022","Female","Manchester","Unknown","190","190","39750","33370"
"In post","2022","Female","Manchester","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Operational Delivery","660","610","29200","28670"
"In post","2022","Female","Medway","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Other","50","40","[c]","[c]"
"In post","2022","Female","Medway","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Medway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Operational Delivery","360","330","30780","31060"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Other","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid and East Antrim","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid and East Antrim","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid and East Antrim","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid and East Antrim","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Operational Delivery","460","420","29400","28450"
"In post","2022","Female","Mid Kent","Other","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Kent","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Counter Fraud","30","30","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Finance","30","30","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Legal","90","80","48910","48080"
"In post","2022","Female","Mid Lancashire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Operational Delivery","2560","2190","25950","22600"
"In post","2022","Female","Mid Lancashire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Other","100","90","26320","22330"
"In post","2022","Female","Mid Lancashire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Policy","40","30","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Project Delivery","120","110","42870","40520"
"In post","2022","Female","Mid Lancashire","Property","30","30","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Lancashire","Tax","70","50","29710","26590"
"In post","2022","Female","Mid Lancashire","Unknown","50","50","26780","21250"
"In post","2022","Female","Mid Lancashire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Ulster","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Ulster","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Mid Ulster","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Commercial","40","40","[c]","[c]"
"In post","2022","Female","Milton Keynes","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Human Resources","40","40","[c]","[c]"
"In post","2022","Female","Milton Keynes","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Operational Delivery","630","580","27640","27570"
"In post","2022","Female","Milton Keynes","Other","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Project Delivery","40","30","[c]","[c]"
"In post","2022","Female","Milton Keynes","Property","30","30","[c]","[c]"
"In post","2022","Female","Milton Keynes","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Security","40","40","[c]","[c]"
"In post","2022","Female","Milton Keynes","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Female","Milton Keynes","Unknown","60","60","30690","27110"
"In post","2022","Female","Monmouthshire and Newport","Commercial","50","50","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Communications","40","40","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Digital, Data and Technology","230","220","42270","38670"
"In post","2022","Female","Monmouthshire and Newport","Economics","50","50","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Finance","50","40","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Human Resources","180","160","36320","31700"
"In post","2022","Female","Monmouthshire and Newport","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Legal","50","40","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Operational Delivery","1890","1690","27510","24250"
"In post","2022","Female","Monmouthshire and Newport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Other","70","60","37870","40000"
"In post","2022","Female","Monmouthshire and Newport","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Policy","80","70","39980","39910"
"In post","2022","Female","Monmouthshire and Newport","Project Delivery","110","100","40320","36840"
"In post","2022","Female","Monmouthshire and Newport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Science and Engineering","80","70","47630","42070"
"In post","2022","Female","Monmouthshire and Newport","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Social Research","250","240","38630","38340"
"In post","2022","Female","Monmouthshire and Newport","Statistics","160","150","41700","38340"
"In post","2022","Female","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Monmouthshire and Newport","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Na h-Eileanan Siar","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Na h-Eileanan Siar","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Na h-Eileanan Siar","Other","40","40","[c]","[c]"
"In post","2022","Female","Na h-Eileanan Siar","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Newry, Mourne and Down","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Newry, Mourne and Down","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Newry, Mourne and Down","Other","[c]","[c]","[c]","[c]"
"In post","2022","Female","Newry, Mourne and Down","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Newry, Mourne and Down","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Newry, Mourne and Down","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Newry, Mourne and Down","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Operational Delivery","510","430","26240","26610"
"In post","2022","Female","North and North East Lincolnshire","Other","30","30","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Operational Delivery","230","200","27290","27570"
"In post","2022","Female","North and West Norfolk","Other","100","90","22700","21170"
"In post","2022","Female","North and West Norfolk","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","North and West Norfolk","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Finance","40","40","[c]","[c]"
"In post","2022","Female","North Hampshire","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Medicine","50","50","46800","40870"
"In post","2022","Female","North Hampshire","Operational Delivery","250","220","27770","27570"
"In post","2022","Female","North Hampshire","Other","140","130","26380","21830"
"In post","2022","Female","North Hampshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Hampshire","Unknown","30","30","[c]","[c]"
"In post","2022","Female","North Hampshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Lanarkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Lanarkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Lanarkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Lanarkshire","Finance","60","50","28380","21250"
"In post","2022","Female","North Lanarkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Lanarkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Lanarkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Lanarkshire","Legal","120","110","38190","33370"
"In post","2022","Female","North Lanarkshire","Operational Delivery","1310","1080","24850","22080"
"In post","2022","Female","North Lanarkshire","Other","70","60","27070","27570"
"In post","2022","Female","North Lanarkshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Lanarkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Lanarkshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Lanarkshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Lanarkshire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Lanarkshire","Unknown","50","40","[c]","[c]"
"In post","2022","Female","North Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Northamptonshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Northamptonshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Northamptonshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Northamptonshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Northamptonshire","Operational Delivery","190","170","27240","27570"
"In post","2022","Female","North Northamptonshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Northamptonshire","Other","180","140","22710","21260"
