"Status","Year","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Hartlepool and Stockton-on-Tees","740","700","29130","27150"
"In post","2021","No function","Heart of Essex","720","680","30010","28400"
"In post","2021","No function","Herefordshire, County of","30","30","[c]","[c]"
"In post","2021","No function","Hertfordshire","910","860","30930","30210"
"In post","2021","No function","Hounslow and Richmond upon Thames","1380","1320","32650","32560"
"In post","2021","No function","Inverclyde, East Renfrewshire and Renfrewshire","340","320","33040","33650"
"In post","2021","No function","Inverness and Nairn and Moray, Badenoch and Strathspey","200","180","30130","29040"
"In post","2021","No function","Isle of Anglesey","30","30","[c]","[c]"
"In post","2021","No function","Isle of Wight","660","620","28150","26580"
"In post","2021","No function","Kensington & Chelsea and Hammersmith & Fulham","570","540","33180","33260"
"In post","2021","No function","Kent Thames Gateway","1260","1200","30010","30450"
"In post","2021","No function","Kingston upon Hull, City of","1060","980","27820","27130"
"In post","2021","No function","Lambeth","3230","3030","45070","40070"
"In post","2021","No function","Lancaster and Wyre","350","320","27920","26300"
"In post","2021","No function","Leeds","4600","4330","31610","27700"
"In post","2021","No function","Leicester","1430","1290","25820","22750"
"In post","2021","No function","Leicestershire CC and Rutland","1250","1160","28910","26810"
"In post","2021","No function","Lewisham and Southwark","630","600","34960","32330"
"In post","2021","No function","Lincolnshire","1040","980","28510","26750"
"In post","2021","No function","Liverpool","2950","2720","29350","25560"
"In post","2021","No function","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","No function","Luton","210","190","23470","22450"
"In post","2021","No function","Manchester","4010","3790","31680","27380"
"In post","2021","No function","Medway","1000","960","31160","29920"
"In post","2021","No function","Merton, Kingston upon Thames and Sutton","310","290","30910","29500"
"In post","2021","No function","Mid Kent","610","570","30160","27650"
"In post","2021","No function","Mid Lancashire","2790","2490","26710","22850"
"In post","2021","No function","Milton Keynes","1030","1000","28700","27260"
"In post","2021","No function","Monmouthshire and Newport","2430","2260","31440","27290"
"In post","2021","No function","Na h-Eileanan Siar","30","30","[c]","[c]"
"In post","2021","No function","North and North East Lincolnshire","150","140","26870","25270"
"In post","2021","No function","North and West Norfolk","390","360","28650","27380"
"In post","2021","No function","North Hampshire","290","270","39170","30990"
"In post","2021","No function","North Lanarkshire","510","480","29630","30930"
"In post","2021","No function","North Northamptonshire","60","50","28640","27680"
"In post","2021","No function","North Nottinghamshire","660","620","28480","26810"
"In post","2021","No function","North Yorkshire CC","370","340","31610","28730"
"In post","2021","No function","Northumberland","70","60","29340","30210"
"In post","2021","No function","Norwich and East Norfolk","770","730","27750","24920"
"In post","2021","No function","Nottingham","4070","3790","30550","27130"
"In post","2021","No function","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","No function","Overseas","1800","1790","53100","53750"
"In post","2021","No function","Oxfordshire","1300","1200","33570","30400"
"In post","2021","No function","Perth and Kinross and Stirling","650","610","31210","33650"
"In post","2021","No function","Peterborough","460","420","29140","27130"
"In post","2021","No function","Plymouth","630","560","28910","27130"
"In post","2021","No function","Portsmouth","980","850","25680","21440"
"In post","2021","No function","Powys","40","40","[c]","[c]"
"In post","2021","No function","Redbridge and Waltham Forest","220","200","27820","26810"
"In post","2021","No function","Sandwell","80","80","26860","26780"
"In post","2021","No function","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","No function","Sefton","2430","2180","28510","21440"
"In post","2021","No function","Sheffield","1280","1190","35000","32040"
"In post","2021","No function","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","No function","Shropshire CC","460","440","29120","26780"
"In post","2021","No function","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","No function","Somerset","780","730","30940","29290"
"In post","2021","No function","South and West Derbyshire","770","710","33820","31650"
"In post","2021","No function","South Ayrshire","50","40","[c]","[c]"
"In post","2021","No function","South Hampshire","1960","1540","25770","22520"
"In post","2021","No function","South Lanarkshire","1750","1490","24810","21440"
"In post","2021","No function","South Nottinghamshire","540","510","31460","28220"
"In post","2021","No function","South Teesside","270","240","24430","21530"
"In post","2021","No function","South West Wales","320","300","27890","25750"
"In post","2021","No function","Southampton","590","550","34510","28200"
"In post","2021","No function","Southend-on-Sea","310","280","27970","25990"
"In post","2021","No function","Staffordshire CC","2450","2320","28660","26630"
"In post","2021","No function","Stoke-on-Trent","590","540","21820","18880"
"In post","2021","No function","Suffolk","1620","1520","29270","28130"
"In post","2021","No function","Sunderland","2410","1990","23610","21440"
"In post","2021","No function","Swansea","6170","5350","23920","21590"
"In post","2021","No function","Swindon","130","120","23980","21170"
"In post","2021","No function","Telford and Wrekin","500","450","27410","27130"
"In post","2021","No function","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","No function","Torbay","60","60","29210","24200"
"In post","2021","No function","Tower Hamlets","1470","1420","42900","36800"
"In post","2021","No function","Tyneside","5060","4420","26470","21440"
"In post","2021","No function","Unknown","600","590","36290","32000"
"In post","2021","No function","Wakefield","1250","1150","30240","30880"
"In post","2021","No function","Walsall","100","90","25470","22920"
"In post","2021","No function","Wandsworth","760","740","32550","33260"
"In post","2021","No function","Warrington","1820","1760","33020","31650"
"In post","2021","No function","Warwickshire","310","290","29280","26680"
"In post","2021","No function","West Cumbria","290","270","27730","26300"
"In post","2021","No function","West Essex","100","90","40860","32810"
"In post","2021","No function","West Kent","200","190","38830","37320"
"In post","2021","No function","West Lothian","70","60","29220","27680"
"In post","2021","No function","West Northamptonshire","800","730","24860","22850"
"In post","2021","No function","West Surrey","1260","1190","31500","29440"
"In post","2021","No function","West Sussex (North East)","180","170","38680","36240"
"In post","2021","No function","West Sussex (South West)","270","260","28330","27380"
"In post","2021","No function","Westminster","25390","24870","46520","40650"
"In post","2021","No function","Wiltshire","2780","2660","37320","36730"
"In post","2021","No function","Wirral","590","530","28030","27130"
"In post","2021","No function","Wolverhampton","220","190","23680","21460"
"In post","2021","No function","Worcestershire","1520","1460","28070","25400"
"In post","2021","No function","York","1070","1010","38070","32690"
"In post","2021","Project Delivery","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","8330","8070","38680","36890"
"In post","2021","Project Delivery","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Belfast","40","40","[c]","[c]"
"In post","2021","Project Delivery","Berkshire","80","80","46250","40680"
"In post","2021","Project Delivery","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Birmingham","300","290","43060","39850"
"In post","2021","Project Delivery","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bradford","130","120","40220","38630"
"In post","2021","Project Delivery","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Bristol, City of","160","150","43250","39470"
"In post","2021","Project Delivery","Buckinghamshire CC","140","140","39140","35300"
"In post","2021","Project Delivery","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cambridgeshire CC","240","230","39740","40000"
"In post","2021","Project Delivery","Camden and City of London","120","120","45720","41760"
"In post","2021","Project Delivery","Cardiff and Vale of Glamorgan","180","160","40420","36460"
"In post","2021","Project Delivery","Central Bedfordshire","80","80","34660","33630"
"In post","2021","Project Delivery","Central Hampshire","830","800","40170","40000"
"In post","2021","Project Delivery","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","City of Edinburgh","240","220","43020","38630"
"In post","2021","Project Delivery","Clackmannanshire and Fife","130","120","36470","33810"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Coventry","40","30","[c]","[c]"
"In post","2021","Project Delivery","Croydon","180","170","54480","59160"
"In post","2021","Project Delivery","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Devon CC","370","360","40440","39650"
"In post","2021","Project Delivery","Dorset CC","100","90","27980","26670"
"In post","2021","Project Delivery","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Durham CC","30","30","[c]","[c]"
"In post","2021","Project Delivery","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Ayrshire and North Ayrshire mainland","250","240","25080","23800"
"In post","2021","Project Delivery","East Cumbria","120","120","26570","22950"
"In post","2021","Project Delivery","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","200","200","34730","32260"
"In post","2021","Project Delivery","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Essex Haven Gateway","50","40","[c]","[c]"
"In post","2021","Project Delivery","Flintshire and Wrexham","320","300","27990","28750"
"In post","2021","Project Delivery","Glasgow City","160","160","39520","38080"
"In post","2021","Project Delivery","Gloucestershire","50","50","[c]","[c]"
"In post","2021","Project Delivery","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Greater Manchester South West","230","210","40810","38630"
"In post","2021","Project Delivery","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Hackney and Newham","110","110","49920","42650"
"In post","2021","Project Delivery","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Harrow and Hillingdon","30","30","[c]","[c]"
"In post","2021","Project Delivery","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Hertfordshire","110","110","44160","41690"
"In post","2021","Project Delivery","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Inverness and Nairn and Moray, Badenoch and Strathspey","70","70","31580","29140"
"In post","2021","Project Delivery","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lancaster and Wyre","50","50","36780","33300"
"In post","2021","Project Delivery","Leeds","210","210","38450","35290"
"In post","2021","Project Delivery","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lincolnshire","310","300","34880","33560"
"In post","2021","Project Delivery","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Liverpool","460","440","39920","38630"
"In post","2021","Project Delivery","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Manchester","320","320","42090","38630"
"In post","2021","Project Delivery","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mid Lancashire","400","370","37450","35000"
"In post","2021","Project Delivery","Milton Keynes","60","60","37820","32970"
"In post","2021","Project Delivery","Monmouthshire and Newport","150","150","43890","44900"
"In post","2021","Project Delivery","North and West Norfolk","110","100","33780","32720"
"In post","2021","Project Delivery","North Hampshire","60","60","34850","33300"
"In post","2021","Project Delivery","North Lanarkshire","40","40","[c]","[c]"
"In post","2021","Project Delivery","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North Yorkshire CC","100","90","35720","33300"
"In post","2021","Project Delivery","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Nottingham","230","220","43590","38630"
"In post","2021","Project Delivery","Overseas","640","640","55550","55620"
"In post","2021","Project Delivery","Oxfordshire","220","210","37560","34000"
"In post","2021","Project Delivery","Perth and Kinross and Stirling","40","40","[c]","[c]"
"In post","2021","Project Delivery","Peterborough","30","30","[c]","[c]"
"In post","2021","Project Delivery","Plymouth","290","280","34860","33300"
"In post","2021","Project Delivery","Portsmouth","330","320","39520","40000"
"In post","2021","Project Delivery","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Sefton","140","130","36950","34800"
"In post","2021","Project Delivery","Sheffield","130","120","40870","36780"
"In post","2021","Project Delivery","Shropshire CC","50","50","30330","27620"
"In post","2021","Project Delivery","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Somerset","350","330","36000","34850"
"In post","2021","Project Delivery","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South Hampshire","380","370","30010","27610"
"In post","2021","Project Delivery","South Lanarkshire","570","540","40430","33930"
"In post","2021","Project Delivery","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Southend-on-Sea","140","130","40670","38630"
"In post","2021","Project Delivery","Staffordshire CC","210","200","36340","33300"
"In post","2021","Project Delivery","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Suffolk","100","90","34460","31810"
"In post","2021","Project Delivery","Sunderland","120","110","34190","31810"
"In post","2021","Project Delivery","Swansea","120","120","37630","34030"
"In post","2021","Project Delivery","Swindon","110","100","45960","49080"
"In post","2021","Project Delivery","Telford and Wrekin","230","220","38610","38630"
"In post","2021","Project Delivery","Tower Hamlets","870","830","54120","54120"
"In post","2021","Project Delivery","Tyneside","930","890","40580","38630"
"In post","2021","Project Delivery","Unknown","40","30","[c]","[c]"
"In post","2021","Project Delivery","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Warrington","50","50","[c]","[c]"
"In post","2021","Project Delivery","Warwickshire","150","140","24180","21560"
"In post","2021","Project Delivery","West Cumbria","160","160","41990","40290"
"In post","2021","Project Delivery","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Kent","60","50","36260","30650"
"In post","2021","Project Delivery","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Sussex (North East)","40","40","[c]","[c]"
"In post","2021","Project Delivery","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Westminster","3720","3630","52620","53000"
"In post","2021","Project Delivery","Wiltshire","1530","1470","39720","37320"
"In post","2021","Project Delivery","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Worcestershire","30","30","[c]","[c]"
"In post","2021","Project Delivery","York","70","70","37410","36340"
"In post","2021","Property","Aberdeen City and Aberdeenshire","90","90","30750","28870"
"In post","2021","Property","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Property","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Property","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Property","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Property","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Property","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Property","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","290","280","39230","37030"
"In post","2021","Property","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Property","Berkshire","50","50","31450","33300"
"In post","2021","Property","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Property","Birmingham","250","230","34740","32100"
"In post","2021","Property","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Property","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Property","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Property","Brent","140","130","37110","33750"
"In post","2021","Property","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Property","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Property","Bristol, City of","190","170","36650","32970"
"In post","2021","Property","Buckinghamshire CC","30","30","[c]","[c]"
"In post","2021","Property","Caithness and Sutherland and Ross and Cromarty","60","50","29410","28120"
"In post","2021","Property","Calderdale and Kirklees","130","110","25860","21100"
"In post","2021","Property","Cambridgeshire CC","210","200","37160","33300"
"In post","2021","Property","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cardiff and Vale of Glamorgan","160","150","32500","30000"
"In post","2021","Property","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Property","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Central Hampshire","170","160","38690","35000"
"In post","2021","Property","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Property","City of Edinburgh","160","160","37030","35890"
"In post","2021","Property","Clackmannanshire and Fife","110","110","33960","33300"
"In post","2021","Property","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Cornwall and Isles of Scilly","60","50","28850","26430"
"In post","2021","Property","Coventry","40","40","[c]","[c]"
"In post","2021","Property","Croydon","220","210","37810","35100"
"In post","2021","Property","Darlington","40","40","[c]","[c]"
"In post","2021","Property","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Property","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Property","Devon CC","130","120","33300","32100"
"In post","2021","Property","Dorset CC","30","30","[c]","[c]"
"In post","2021","Property","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Property","Dumfries and Galloway","170","160","29730","28120"
"In post","2021","Property","Durham CC","270","260","24550","21100"
"In post","2021","Property","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60","60","27670","26530"
"In post","2021","Property","East Kent","60","60","32800","32110"
"In post","2021","Property","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Sussex CC","50","40","[c]","[c]"
"In post","2021","Property","Essex Haven Gateway","90","80","32240","28990"
"In post","2021","Property","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Property","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Property","Flintshire and Wrexham","80","70","37840","40540"
"In post","2021","Property","Glasgow City","80","80","31540","28870"
"In post","2021","Property","Gloucestershire","30","30","[c]","[c]"
"In post","2021","Property","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Property","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Property","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Property","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Property","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Property","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Property","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Property","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","Inverness and Nairn and Moray, Badenoch and Strathspey","140","130","30860","29140"
"In post","2021","Property","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Property","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Property","Kingston upon Hull, City of","70","60","31730","29440"
"In post","2021","Property","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lancaster and Wyre","40","30","[c]","[c]"
"In post","2021","Property","Leeds","270","260","35110","32100"
"In post","2021","Property","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Property","Leicestershire CC and Rutland","80","80","20380","18760"
"In post","2021","Property","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lincolnshire","70","70","27600","26670"
"In post","2021","Property","Lisburn and Castlereagh","40","40","[c]","[c]"
"In post","2021","Property","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","140","130","29250","28120"
"In post","2021","Property","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Property","Manchester","200","190","38560","33250"
"In post","2021","Property","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Property","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mid Lancashire","70","60","34400","32550"
"In post","2021","Property","Milton Keynes","190","180","35820","33510"
"In post","2021","Property","Monmouthshire and Newport","50","50","[c]","[c]"
"In post","2021","Property","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Property","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Hampshire","40","30","[c]","[c]"
"In post","2021","Property","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Yorkshire CC","120","120","32120","33300"
"In post","2021","Property","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Property","Norwich and East Norfolk","40","40","[c]","[c]"
"In post","2021","Property","Nottingham","300","280","37840","33840"
"In post","2021","Property","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","190","190","38980","36460"
"In post","2021","Property","Oxfordshire","90","90","32690","32470"
"In post","2021","Property","Perth and Kinross and Stirling","160","150","28670","28060"
"In post","2021","Property","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Property","Plymouth","390","370","26040","21100"
"In post","2021","Property","Portsmouth","110","110","33830","33300"
"In post","2021","Property","Powys","40","30","[c]","[c]"
"In post","2021","Property","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Property","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Property","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Property","Sefton","140","130","32300","29870"
"In post","2021","Property","Sheffield","100","90","40020","36780"
"In post","2021","Property","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Property","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Property","Somerset","40","40","[c]","[c]"
"In post","2021","Property","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Property","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Property","Southampton","110","100","33600","31100"
"In post","2021","Property","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Property","Staffordshire CC","90","90","37370","33300"
"In post","2021","Property","Stoke-on-Trent","60","50","33040","31100"
"In post","2021","Property","Suffolk","90","90","28680","29720"
"In post","2021","Property","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Property","Swansea","130","120","31640","27080"
"In post","2021","Property","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Property","Telford and Wrekin","50","50","35370","33300"
"In post","2021","Property","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Property","Tower Hamlets","340","320","44010","37450"
"In post","2021","Property","Tyneside","230","210","33680","30730"
"In post","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Property","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Property","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Property","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Property","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Lothian","60","60","31230","28630"
"In post","2021","Property","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Surrey","60","60","42650","37940"
"In post","2021","Property","West Sussex (North East)","[c]","[c]","[c]","[c]"
