"Status","Year","Organisation","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Heterosexual / straight","Analysis","220","210","48630","53270"
"In post","2022","Department for Transport (excl. agencies)","Heterosexual / straight","Commercial","110","110","48810","42890"
"In post","2022","Department for Transport (excl. agencies)","Heterosexual / straight","Communications","50","50","48090","42890"
"In post","2022","Department for Transport (excl. agencies)","Heterosexual / straight","Digital, Data & Technology","90","80","43970","40480"
"In post","2022","Department for Transport (excl. agencies)","Heterosexual / straight","Finance","130","130","49950","49240"
"In post","2022","Department for Transport (excl. agencies)","Heterosexual / straight","Human Resources","70","70","44030","38850"
"In post","2022","Department for Transport (excl. agencies)","Heterosexual / straight","No function","1370","1330","50110","45140"
"In post","2022","Department for Transport (excl. agencies)","Heterosexual / straight","Project Delivery","290","280","52360","54110"
"In post","2022","Department for Transport (excl. agencies)","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Heterosexual / straight","Security","90","90","45920","43360"
"In post","2022","Department for Transport (excl. agencies)","LGBO","Analysis","30","30","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","LGBO","No function","150","150","47700","42910"
"In post","2022","Department for Transport (excl. agencies)","LGBO","Project Delivery","30","30","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Undeclared","No function","180","170","51010","46710"
"In post","2022","Department for Transport (excl. agencies)","Undeclared","Project Delivery","30","30","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Unknown","Analysis","60","60","43290","38410"
"In post","2022","Department for Transport (excl. agencies)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Unknown","Communications","40","40","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Unknown","No function","410","400","43230","36880"
"In post","2022","Department for Transport (excl. agencies)","Unknown","Project Delivery","60","60","46640","42470"
"In post","2022","Department for Transport (excl. agencies)","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Analysis","470","440","43360","37380"
"In post","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Communications","90","90","42740","41290"
"In post","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Counter Fraud","4190","3770","27600","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Debt","1730","1460","22670","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Digital, Data & Technology","2670","2560","42540","37280"
"In post","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Finance","1340","1250","38020","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Human Resources","1140","1070","34610","31880"
"In post","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Legal","30","30","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","No function","48140","43340","26740","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Project Delivery","960","860","35370","33170"
"In post","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Property","150","140","43440","38550"
"In post","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Security","80","70","32410","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Unknown","1210","1140","39050","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","LGBO","Analysis","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","LGBO","Counter Fraud","230","220","27330","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","LGBO","Debt","110","100","22930","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","LGBO","Digital, Data & Technology","160","160","40130","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","LGBO","Finance","80","70","37630","34290"
"In post","2022","Department for Work and Pensions (excl. agencies)","LGBO","Human Resources","90","90","34340","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","LGBO","No function","3010","2870","26580","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","LGBO","Project Delivery","60","60","35370","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","LGBO","Unknown","100","100","40180","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Analysis","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Counter Fraud","620","550","27080","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Debt","220","180","22260","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Digital, Data & Technology","340","320","42810","37710"
"In post","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Finance","160","150","37530","34800"
"In post","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Human Resources","110","100","30530","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Undeclared","No function","5630","4990","26020","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Project Delivery","130","110","34380","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Unknown","110","100","36880","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Analysis","80","80","42500","40140"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Communications","50","50","41440","39000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Counter Fraud","1340","1160","27740","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Debt","450","380","22450","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Digital, Data & Technology","870","830","41110","36190"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Finance","360","330","38160","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Human Resources","160","150","33940","31880"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","No function","13950","11960","25860","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Project Delivery","290","250","33600","31880"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","320","290","38950","35310"
"In post","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Analysis","250","240","51850","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Commercial","170","160","51540","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Communications","170","160","47560","50140"
"In post","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Digital, Data & Technology","120","110","42340","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Finance","280","270","42320","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Human Resources","100","100","40870","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","No function","1020","970","50310","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Unknown","130","130","48720","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","LGBO","Analysis","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","LGBO","Finance","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","LGBO","No function","130","120","47370","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Analysis","130","130","50030","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Commercial","100","100","46050","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Communications","150","150","46850","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Digital, Data & Technology","70","70","43750","40950"
"In post","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Finance","190","190","42490","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Human Resources","50","50","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Undeclared","No function","750","730","48050","47090"
"In post","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Unknown","80","80","43700","40650"
"In post","2022","Disclosure Scotland","Heterosexual / straight","Unknown","220","210","30850","25930"
"In post","2022","Disclosure Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Unknown","Unknown","100","90","25670","23230"
"In post","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Commercial","120","110","33540","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Communications","50","50","30370","26780"
"In post","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Digital, Data & Technology","560","550","40100","38650"
"In post","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Finance","100","100","32540","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Human Resources","160","150","31890","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","No function","2850","2500","23280","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Project Delivery","80","70","34420","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Property","50","50","30260","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Security","40","40","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","LGBO","No function","160","150","22590","21840"
"In post","2022","Driver and Vehicle Licensing Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","Commercial","40","30","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","Digital, Data & Technology","160","150","40610","40070"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","No function","1100","880","22480","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","Digital, Data & Technology","70","70","42970","41130"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","No function","630","560","21980","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Analysis","40","40","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Commercial","30","30","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Digital, Data & Technology","140","140","37340","32180"
"In post","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Finance","60","60","36420","32730"
"In post","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Human Resources","90","90","37160","36380"
"In post","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","No function","2360","2220","29110","26830"
"In post","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Project Delivery","60","50","36880","33840"
"In post","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","LGBO","No function","120","120","28030","26700"
"In post","2022","Driver and Vehicle Standards Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","No function","720","640","28560","26780"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Digital, Data & Technology","60","60","32110","30730"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","No function","900","870","26770","26470"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","Finance","510","490","39910","36700"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Heterosexual / straight","No function","820","790","42100","36960"
"In post","2022","Education and Skills Funding Agency","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","Finance","50","50","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","LGBO","No function","50","50","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","Finance","60","60","42250","38530"
"In post","2022","Education and Skills Funding Agency","Undeclared","No function","60","60","41880","37030"
"In post","2022","Education and Skills Funding Agency","Unknown","Finance","170","170","39850","37030"
"In post","2022","Education and Skills Funding Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","No function","170","160","45330","42220"
"In post","2022","Education Scotland","Heterosexual / straight","Unknown","200","190","59540","65280"
"In post","2022","Education Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Unknown","Unknown","120","110","54580","54340"
"In post","2022","Estyn","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Heterosexual / straight","Project Delivery","80","80","64880","75480"
"In post","2022","Estyn","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Heterosexual / straight","Commercial","70","70","47250","43350"
"In post","2022","FCDO Services","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Heterosexual / straight","Digital, Data & Technology","100","100","45440","43140"
"In post","2022","FCDO Services","Heterosexual / straight","Finance","40","40","[c]","[c]"
"In post","2022","FCDO Services","Heterosexual / straight","Human Resources","40","40","[c]","[c]"
"In post","2022","FCDO Services","Heterosexual / straight","Legal","50","30","48770","53430"
"In post","2022","FCDO Services","Heterosexual / straight","Project Delivery","60","60","38330","34330"
"In post","2022","FCDO Services","Heterosexual / straight","Property","250","250","39080","36450"
"In post","2022","FCDO Services","Heterosexual / straight","Security","210","200","33810","32160"
"In post","2022","FCDO Services","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","Property","40","40","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Legal","[c]","[c]","[c]","[c]"
