"Status","Year","Responsibility_level","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Ministry of Justice","Female","1850","1640","19740","19830"
"Leaver CS","2021","AA/AO","Ministry of Justice","Male","2120","1970","20340","19930"
"Leaver CS","2021","AA/AO","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Scotland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Scotland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Scottish Government","Female","190","160","22260","22220"
"Leaver CS","2021","AA/AO","Scottish Government","Male","160","150","22680","21870"
"Leaver CS","2021","AA/AO","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","United Kingdom Statistics Authority","Female","70","50","19330","19130"
"Leaver CS","2021","AA/AO","United Kingdom Statistics Authority","Male","90","70","19520","19130"
"Leaver CS","2021","AA/AO","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Attorney General's Departments","Female","30","30","[c]","[c]"
"Leaver CS","2021","EO","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Department for Business, Energy and Industrial Strategy","Female","50","40","[c]","[c]"
"Leaver CS","2021","EO","Department for Business, Energy and Industrial Strategy","Male","40","40","[c]","[c]"
"Leaver CS","2021","EO","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Department for Education","Female","40","40","[c]","[c]"
"Leaver CS","2021","EO","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Department for Environment, Food and Rural Affairs","Female","70","70","23730","24920"
"Leaver CS","2021","EO","Department for Environment, Food and Rural Affairs","Male","50","50","24730","25260"
"Leaver CS","2021","EO","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Department for Transport","Female","60","50","27170","26700"
"Leaver CS","2021","EO","Department for Transport","Male","120","100","27750","26780"
"Leaver CS","2021","EO","Department for Work and Pensions","Female","1200","970","28040","27570"
"Leaver CS","2021","EO","Department for Work and Pensions","Male","680","610","28110","27570"
"Leaver CS","2021","EO","Department of Health and Social Care","Female","100","70","25790","25260"
"Leaver CS","2021","EO","Department of Health and Social Care","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","EO","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","HM Land Registry","Female","60","40","27320","27130"
"Leaver CS","2021","EO","HM Land Registry","Male","30","30","[c]","[c]"
"Leaver CS","2021","EO","HM Revenue and Customs","Female","780","620","[c]","[c]"
"Leaver CS","2021","EO","HM Revenue and Customs","Male","510","440","25730","25500"
"Leaver CS","2021","EO","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Home Office","Female","230","200","26900","27240"
"Leaver CS","2021","EO","Home Office","Male","260","240","26980","27240"
"Leaver CS","2021","EO","Ministry of Defence","Female","230","210","25800","26670"
"Leaver CS","2021","EO","Ministry of Defence","Male","470","460","27240","26940"
"Leaver CS","2021","EO","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Ministry of Justice","Female","270","250","24420","24440"
"Leaver CS","2021","EO","Ministry of Justice","Male","250","240","24860","26410"
"Leaver CS","2021","EO","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","National Crime Agency","Male","40","40","[c]","[c]"
"Leaver CS","2021","EO","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Scotland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Scotland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Scottish Government","Female","80","70","28970","29120"
"Leaver CS","2021","EO","Scottish Government","Male","150","130","31180","33650"
"Leaver CS","2021","EO","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Attorney General's Departments","Female","120","100","58940","55610"
"Leaver CS","2021","G6/G7","Attorney General's Departments","Male","100","90","59340","55610"
"Leaver CS","2021","G6/G7","Cabinet Office","Female","50","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Cabinet Office","Male","70","60","61520","58250"
"Leaver CS","2021","G6/G7","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Female","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Male","70","60","58850","56870"
"Leaver CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Education","Female","60","50","58410","54400"
"Leaver CS","2021","G6/G7","Department for Education","Male","50","50","56050","54160"
"Leaver CS","2021","G6/G7","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Female","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Male","50","50","56990","57450"
"Leaver CS","2021","G6/G7","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Transport","Male","50","50","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Work and Pensions","Female","70","70","56970","56050"
"Leaver CS","2021","G6/G7","Department for Work and Pensions","Male","70","60","60450","58140"
"Leaver CS","2021","G6/G7","Department of Health and Social Care","Female","120","80","55650","52680"
"Leaver CS","2021","G6/G7","Department of Health and Social Care","Male","80","50","58860","55130"
"Leaver CS","2021","G6/G7","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Foreign, Commonwealth and Development Office","Male","60","40","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Revenue and Customs","Female","150","140","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Revenue and Customs","Male","200","180","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Home Office","Female","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Home Office","Male","60","60","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Defence","Female","70","60","62210","58240"
"Leaver CS","2021","G6/G7","Ministry of Defence","Male","140","130","61520","58240"
"Leaver CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Male","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Justice","Female","50","50","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Justice","Male","80","80","63090","59690"
"Leaver CS","2021","G6/G7","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office for Standards in Education","Female","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Scotland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Scotland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Scottish Government","Female","60","50","65200","64060"
"Leaver CS","2021","G6/G7","Scottish Government","Male","60","50","63790","61010"
"Leaver CS","2021","G6/G7","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department of Health and Social Care","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department of Health and Social Care","Male","40","30","[c]","[c]"
"Leaver CS","2021","SCS","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Scotland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Scotland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Cabinet Office","Female","50","50","34170","33630"
"Leaver CS","2021","SEO/HEO","Cabinet Office","Male","60","60","34290","33680"
"Leaver CS","2021","SEO/HEO","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Female","60","50","35860","34500"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Male","120","110","36580","37830"
"Leaver CS","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Education","Female","80","70","36790","36780"
"Leaver CS","2021","SEO/HEO","Department for Education","Male","70","60","37130","37030"
"Leaver CS","2021","SEO/HEO","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Female","90","80","35910","35900"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Male","70","70","36470","36520"
"Leaver CS","2021","SEO/HEO","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Female","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Male","100","90","38410","35490"
"Leaver CS","2021","SEO/HEO","Department for Work and Pensions","Female","240","210","35660","34290"
"Leaver CS","2021","SEO/HEO","Department for Work and Pensions","Male","160","150","38740","35380"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Female","220","170","36270","36180"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Male","110","90","35440","35540"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Male","50","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Land Registry","Female","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Land Registry","Male","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Revenue and Customs","Female","590","510","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Revenue and Customs","Male","590","520","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Home Office","Female","120","110","36860","36450"
"Leaver CS","2021","SEO/HEO","Home Office","Male","150","140","37670","36700"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Female","340","310","35870","35480"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Male","650","610","37260","36730"
"Leaver CS","2021","SEO/HEO","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Female","300","260","36150","34820"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Male","260","230","35570","32800"
"Leaver CS","2021","SEO/HEO","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","National Crime Agency","Male","60","50","45520","44830"
"Leaver CS","2021","SEO/HEO","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office for Standards in Education","Female","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
