"Status","Year","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scottish Government","330","300","38310","33550"
"Leaver CS","2021","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","United Kingdom Statistics Authority","100","80","33270","29540"
"Leaver CS","2021","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Welsh Government","110","100","43650","37410"
"Leaver CS","2021","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","80","70","33720","30130"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","140","120","27650","26890"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","80","70","35310","33180"
"Leaver CS","2021","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","360","310","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","70","60","32330","28680"
"Leaver CS","2021","Undeclared","Ministry of Defence","230","210","33210","30800"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","630","530","27750","21400"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","100","90","44000","50880"
"Leaver CS","2021","Unknown","Cabinet Office","200","190","44840","32910"
"Leaver CS","2021","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","170","160","35430","28830"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","520","490","33790","28170"
"Leaver CS","2021","Unknown","Department for International Trade","100","100","31430","24410"
"Leaver CS","2021","Unknown","Department for Transport","130","120","26770","21590"
"Leaver CS","2021","Unknown","Department for Work and Pensions","700","670","27240","27570"
"Leaver CS","2021","Unknown","Department of Health and Social Care","370","190","46700","40020"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","70","40","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","90","80","29090","22350"
"Leaver CS","2021","Unknown","HM Revenue and Customs","1860","1610","25840","24500"
"Leaver CS","2021","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","140","140","27020","24880"
"Leaver CS","2021","Unknown","Ministry of Defence","780","740","31530","29200"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","1320","1260","24130","19930"
"Leaver CS","2021","Unknown","National Crime Agency","110","110","42680","40000"
"Leaver CS","2021","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","530","480","34010","29350"
"Leaver CS","2021","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","180","150","26250","19520"
"Leaver CS","2021","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Attorney General's Departments","60","50","41230","33280"
"Leaver CS","2022","Declared disabled","Cabinet Office","60","50","41360","37860"
"Leaver CS","2022","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Business, Energy and Industrial Strategy","50","50","38130","33120"
"Leaver CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Education","40","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","100","90","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Department for Transport","110","90","29130","26780"
"Leaver CS","2022","Declared disabled","Department for Work and Pensions","1370","1140","26710","27570"
"Leaver CS","2022","Declared disabled","Department of Health and Social Care","170","140","39470","33220"
"Leaver CS","2022","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Land Registry","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Revenue and Customs","450","360","[c]","[c]"
"Leaver CS","2022","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Home Office","200","160","31110","27240"
"Leaver CS","2022","Declared disabled","Ministry of Defence","480","440","32350","27640"
"Leaver CS","2022","Declared disabled","Ministry of Justice","980","890","25840","21180"
"Leaver CS","2022","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","110","100","34330","34800"
"Leaver CS","2022","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","50","40","31670","28560"
"Leaver CS","2022","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Attorney General's Departments","420","380","46180","50500"
"Leaver CS","2022","Declared non-disabled","Cabinet Office","350","330","49820","43000"
"Leaver CS","2022","Declared non-disabled","Chancellor's other departments","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Competition and Markets Authority","80","80","52770","54190"
"Leaver CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","480","450","40570","39490"
"Leaver CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","100","100","41200","35510"
"Leaver CS","2022","Declared non-disabled","Department for Education","210","200","46270","40510"
"Leaver CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","650","610","28750","24920"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","100","90","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","160","150","45850","43320"
"Leaver CS","2022","Declared non-disabled","Department for Transport","750","650","32770","26780"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions","6160","5380","27510","27570"
"Leaver CS","2022","Declared non-disabled","Department of Health and Social Care","1700","1500","41110","36330"
"Leaver CS","2022","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Agency","60","50","33410","30810"
"Leaver CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","250","130","48390","45330"
"Leaver CS","2022","Declared non-disabled","HM Land Registry","210","170","34730","33840"
"Leaver CS","2022","Declared non-disabled","HM Revenue and Customs","2600","2170","32150","26700"
"Leaver CS","2022","Declared non-disabled","HM Treasury","160","160","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Home Office","1420","1190","32030","27250"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence","3130","2960","32750","29530"
"Leaver CS","2022","Declared non-disabled","Ministry of Justice","5570","5110","28250","21490"
"Leaver CS","2022","Declared non-disabled","National Crime Agency","90","90","45110","41170"
"Leaver CS","2022","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","150","140","54770","51360"
"Leaver CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","200","200","44170","38000"
"Leaver CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Rail and Road","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Government","530","480","38340","31540"
"Leaver CS","2022","Declared non-disabled","The National Archives","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","220","180","29810","23880"
"Leaver CS","2022","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Government","200","180","42330","37410"
"Leaver CS","2022","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","70","70","31500","26780"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","310","280","27650","27570"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","250","220","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","90","80","33850","30550"
"Leaver CS","2022","Undeclared","Ministry of Defence","330","310","33170","31530"
"Leaver CS","2022","Undeclared","Ministry of Justice","780","660","28940","22450"
"Leaver CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","110","100","29750","28560"
"Leaver CS","2022","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","170","160","39840","38000"
"Leaver CS","2022","Unknown","Cabinet Office","390","380","50450","40600"
"Leaver CS","2022","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","280","240","32190","27680"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","190","180","36490","32940"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","170","160","32250","25190"
"Leaver CS","2022","Unknown","Department for International Trade","110","110","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","360","340","28460","26130"
"Leaver CS","2022","Unknown","Department for Work and Pensions","1030","990","26750","27570"
"Leaver CS","2022","Unknown","Department of Health and Social Care","1300","730","47870","40650"
"Leaver CS","2022","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","110","60","47140","39410"
"Leaver CS","2022","Unknown","HM Land Registry","140","130","30090","27130"
"Leaver CS","2022","Unknown","HM Revenue and Customs","1670","1440","27490","22080"
"Leaver CS","2022","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","370","360","31400","28330"
"Leaver CS","2022","Unknown","Ministry of Defence","1090","1050","32070","29840"
"Leaver CS","2022","Unknown","Ministry of Justice","2460","2330","24550","20970"
"Leaver CS","2022","Unknown","National Crime Agency","210","200","41510","37750"
"Leaver CS","2022","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","780","690","33660","30360"
"Leaver CS","2022","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","200","160","24890","20350"
"Leaver CS","2022","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cabinet Office","120","120","39470","32910"
"Leaver Dept.","2021","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions","150","140","31880","27570"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Revenue and Customs","110","110","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Home Office","90","80","35500","29370"
"Leaver Dept.","2021","Declared disabled","Ministry of Defence","90","90","34960","32970"
"Leaver Dept.","2021","Declared disabled","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ministry of Justice","160","150","31530","26410"
"Leaver Dept.","2021","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Attorney General's Departments","130","130","43640","38290"
"Leaver Dept.","2021","Declared non-disabled","Cabinet Office","680","670","42540","34550"
"Leaver Dept.","2021","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","340","320","45920","42000"
"Leaver Dept.","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","120","120","48270","49600"
"Leaver Dept.","2021","Declared non-disabled","Department for Education","170","170","44160","40510"
"Leaver Dept.","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Department for International Trade","100","100","46630","39830"
"Leaver Dept.","2021","Declared non-disabled","Department for Transport","270","260","38070","34700"
"Leaver Dept.","2021","Declared non-disabled","Department for Work and Pensions","1040","1000","30290","27570"
"Leaver Dept.","2021","Declared non-disabled","Department of Health and Social Care","60","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","180","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs","820","790","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury","100","100","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office","870","820","35950","30110"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence","610","600","36970","33300"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","260","260","40990","34050"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Justice","880","860","32820","26560"
"Leaver Dept.","2021","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office for Standards in Education","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Gas and Electricity Markets","50","50","45180","37900"
"Leaver Dept.","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Scottish Government","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","United Kingdom Statistics Authority","50","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cabinet Office","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Education","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Transport","70","70","38680","35330"
"Leaver Dept.","2021","Undeclared","Department for Work and Pensions","80","80","29460","27570"
"Leaver Dept.","2021","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Revenue and Customs","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","110","110","34800","29720"
"Leaver Dept.","2021","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office","540","540","36330","32000"
"Leaver Dept.","2021","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","220","210","40040","35210"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Environment, Food and Rural Affairs","540","530","38310","34730"
"Leaver Dept.","2021","Unknown","Department for International Trade","140","140","40980","37410"
"Leaver Dept.","2021","Unknown","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","120","120","30280","27570"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","170","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","120","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","720","700","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
