"Status","Year","Organisation","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Work and Pensions (excl. agencies)","North Nottinghamshire","East Midlands (England)","260","230","27900","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","North Yorkshire CC","Yorkshire and The Humber","240","220","28220","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Northumberland","North East (England)","200","180","27480","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Norwich and East Norfolk","East of England","570","480","26240","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Nottingham","East Midlands (England)","730","670","26050","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Oxfordshire","South East (England)","260","230","27690","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Perth and Kinross and Stirling","Scotland","170","150","27030","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Peterborough","East of England","240","210","26620","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Plymouth","South West (England)","380","330","27730","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Portsmouth","South East (England)","330","290","25440","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Powys","Wales","80","80","27310","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Redbridge and Waltham Forest","London","810","740","29180","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Sandwell","West Midlands (England)","350","310","27280","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Scottish Borders","Scotland","70","60","27710","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Sefton","North West (England)","910","820","26880","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Sheffield","Yorkshire and The Humber","1930","1750","33960","31990"
"In post","2021","Department for Work and Pensions (excl. agencies)","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Shropshire CC","West Midlands (England)","130","120","27640","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Solihull","West Midlands (England)","130","120","27270","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Somerset","South West (England)","540","470","26230","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","South and West Derbyshire","East Midlands (England)","310","270","27940","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","South Ayrshire","Scotland","140","130","27350","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","South Hampshire","South East (England)","230","200","27600","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","South Lanarkshire","Scotland","170","140","27430","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","South Nottinghamshire","East Midlands (England)","50","40","26930","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","South Teesside","North East (England)","630","560","25020","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","South West Wales","Wales","430","380","25290","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Southampton","South East (England)","270","240","26150","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Southend-on-Sea","East of England","220","200","28800","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Staffordshire CC","West Midlands (England)","480","430","27560","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Stoke-on-Trent","West Midlands (England)","490","430","25650","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Suffolk","East of England","610","550","26980","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Sunderland","North East (England)","1760","1520","25750","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Swansea","Wales","590","520","24740","26120"
"In post","2021","Department for Work and Pensions (excl. agencies)","Swindon","South West (England)","170","160","27540","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Telford and Wrekin","West Midlands (England)","410","360","26060","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Thurrock","East of England","80","80","29720","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Torbay","South West (England)","270","220","24720","26120"
"In post","2021","Department for Work and Pensions (excl. agencies)","Tower Hamlets","London","270","240","29410","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Tyneside","North East (England)","5250","4710","28460","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","900","840","30410","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Wakefield","Yorkshire and The Humber","280","240","27510","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Walsall","West Midlands (England)","490","420","24650","26120"
"In post","2021","Department for Work and Pensions (excl. agencies)","Wandsworth","London","150","130","28860","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Warrington","North West (England)","500","440","25150","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Warwickshire","West Midlands (England)","500","430","24820","26120"
"In post","2021","Department for Work and Pensions (excl. agencies)","West Cumbria","North West (England)","170","140","26010","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","West Essex","East of England","140","130","29720","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","West Kent","South East (England)","80","80","29810","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","West Lothian","Scotland","200","190","25980","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","West Northamptonshire","East Midlands (England)","180","170","27890","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","West Surrey","South East (England)","270","250","30650","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","West Sussex (North East)","South East (England)","190","180","26930","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","West Sussex (South West)","South East (England)","340","300","25860","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Westminster","London","2230","2140","45180","39000"
"In post","2021","Department for Work and Pensions (excl. agencies)","Wiltshire","South West (England)","240","220","27530","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Wirral","North West (England)","1410","1210","24430","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","Wolverhampton","West Midlands (England)","630","540","25070","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Worcestershire","West Midlands (England)","340","300","25970","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","York","Yorkshire and The Humber","150","130","26850","27570"
"In post","2021","Department of Health and Social Care (excl. agencies)","Berkshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Leeds","Yorkshire and The Humber","1040","1010","42980","37630"
"In post","2021","Department of Health and Social Care (excl. agencies)","Westminster","London","2440","2390","48400","41890"
"In post","2021","Disclosure Scotland","Glasgow City","Scotland","310","290","28110","23170"
"In post","2021","Driver and Vehicle Licensing Agency","Swansea","Wales","6230","5490","26100","21590"
"In post","2021","Driver and Vehicle Standards Agency","Aberdeen City and Aberdeenshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Angus and Dundee City","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Barnet","London","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","60","50","27490","26780"
"In post","2021","Driver and Vehicle Standards Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Bedford","East of England","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Berkshire","South East (England)","40","40","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Bexley and Greenwich","London","50","50","32970","30780"
"In post","2021","Driver and Vehicle Standards Agency","Birmingham","West Midlands (England)","90","90","27620","26700"
"In post","2021","Driver and Vehicle Standards Agency","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Blackpool","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Bournemouth and Poole","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Bradford","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Bridgend and Neath Port Talbot","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Bristol, City of","South West (England)","300","280","35290","31770"
"In post","2021","Driver and Vehicle Standards Agency","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Buckinghamshire CC","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Calderdale and Kirklees","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Cambridgeshire CC","East of England","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Cardiff and Vale of Glamorgan","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Central Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Central Valleys","Wales","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Cheshire East","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Chorley and West Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","City of Edinburgh","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Clackmannanshire and Fife","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Darlington","North East (England)","40","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Derby","East Midlands (England)","40","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Devon CC","South West (England)","40","40","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Dorset CC","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Dudley","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Durham CC","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Ayrshire and North Ayrshire mainland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","50","50","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Kent","South East (England)","60","60","31720","31040"
"In post","2021","Driver and Vehicle Standards Agency","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Merseyside","North West (England)","60","60","30040","27680"
"In post","2021","Driver and Vehicle Standards Agency","East Riding of Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Surrey","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","East Sussex CC","South East (England)","40","40","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Essex Haven Gateway","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Essex Thames Gateway","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Falkirk","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Flintshire and Wrexham","Wales","40","40","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Glasgow City","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Gloucestershire","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Greater Manchester North East","North West (England)","70","60","27720","26780"
"In post","2021","Driver and Vehicle Standards Agency","Greater Manchester North West","North West (England)","40","40","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Greater Manchester South East","North West (England)","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Greater Manchester South West","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Harrow and Hillingdon","London","80","80","33080","30780"
"In post","2021","Driver and Vehicle Standards Agency","Hartlepool and Stockton-on-Tees","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Heart of Essex","East of England","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Hertfordshire","East of England","50","50","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Kent Thames Gateway","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Kingston upon Hull, City of","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Lancaster and Wyre","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Leeds","Yorkshire and The Humber","140","130","25610","21590"
"In post","2021","Driver and Vehicle Standards Agency","Leicester","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Leicestershire CC and Rutland","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Lincolnshire","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Liverpool","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Luton","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Manchester","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Medway","South East (England)","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Merton, Kingston upon Thames and Sutton","London","50","50","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Mid Kent","South East (England)","40","40","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Mid Lancashire","North West (England)","60","50","28840","27680"
"In post","2021","Driver and Vehicle Standards Agency","Milton Keynes","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Monmouthshire and Newport","Wales","40","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","North and North East Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","North and West Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","North Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","North Lanarkshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","North Northamptonshire","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","North Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","North Yorkshire CC","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Norwich and East Norfolk","East of England","40","40","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Nottingham","East Midlands (England)","300","290","35360","32230"
"In post","2021","Driver and Vehicle Standards Agency","Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Perth and Kinross and Stirling","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Peterborough","East of England","40","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Plymouth","South West (England)","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Portsmouth","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Powys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Redbridge and Waltham Forest","London","50","40","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Sandwell","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Sefton","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Sheffield","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Shropshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Solihull","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Somerset","South West (England)","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","South and West Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","South Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","South Lanarkshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","South Nottinghamshire","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","South Teesside","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","South West Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Southampton","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Southend-on-Sea","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Staffordshire CC","West Midlands (England)","130","120","27870","26780"
"In post","2021","Driver and Vehicle Standards Agency","Stoke-on-Trent","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Suffolk","East of England","60","50","29080","27230"
"In post","2021","Driver and Vehicle Standards Agency","Sunderland","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Swansea","Wales","350","340","29220","26470"
"In post","2021","Driver and Vehicle Standards Agency","Swindon","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Telford and Wrekin","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Thurrock","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Tyneside","North East (England)","270","250","26470","26130"
"In post","2021","Driver and Vehicle Standards Agency","Wakefield","Yorkshire and The Humber","50","50","29170","26780"
"In post","2021","Driver and Vehicle Standards Agency","Warrington","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Warwickshire","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","West Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","West Essex","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","West Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","West Lothian","Scotland","50","40","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","West Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","West Surrey","South East (England)","50","40","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","West Sussex (North East)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","West Sussex (South West)","South East (England)","40","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Wiltshire","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Wirral","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Wolverhampton","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Worcestershire","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","York","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Bristol, City of","South West (England)","80","80","39360","36780"
"In post","2021","Education and Skills Funding Agency","Cambridgeshire CC","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Coventry","West Midlands (England)","570","560","42000","37100"
"In post","2021","Education and Skills Funding Agency","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Darlington","North East (England)","160","160","37670","36500"
"In post","2021","Education and Skills Funding Agency","Leeds","Yorkshire and The Humber","70","60","41880","37480"
"In post","2021","Education and Skills Funding Agency","Manchester","North West (England)","200","200","38940","36780"
"In post","2021","Education and Skills Funding Agency","Nottingham","East Midlands (England)","60","60","42010","37100"
"In post","2021","Education and Skills Funding Agency","Sheffield","Yorkshire and The Humber","300","290","38660","36500"
"In post","2021","Education and Skills Funding Agency","Tyneside","North East (England)","50","50","36250","36500"
"In post","2021","Education and Skills Funding Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Westminster","London","310","300","50420","53420"
"In post","2021","Education Scotland","Aberdeen City and Aberdeenshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Angus and Dundee City","Scotland","30","30","[c]","[c]"
"In post","2021","Education Scotland","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Glasgow City","Scotland","190","180","56180","61010"
"In post","2021","Education Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Perth and Kinross and Stirling","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","West Lothian","Scotland","80","70","51120","46600"
"In post","2021","ESTYN","Cardiff and Vale of Glamorgan","Wales","110","100","58000","74730"
"In post","2021","FCDO Services","Milton Keynes","South East (England)","770","740","38770","34760"
"In post","2021","FCDO Services","Overseas","Overseas","130","130","40180","39870"
"In post","2021","FCDO Services","Westminster","London","170","160","47700","44410"
"In post","2021","Food Standards Agency","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Bedford","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Belfast","Northern Ireland","80","80","38880","37910"
"In post","2021","Food Standards Agency","Birmingham","West Midlands (England)","70","70","39260","37910"
"In post","2021","Food Standards Agency","Bradford","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Calderdale and Kirklees","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Cardiff and Vale of Glamorgan","Wales","110","110","39860","37910"
"In post","2021","Food Standards Agency","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Central Valleys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Cheshire East","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Devon CC","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Dorset CC","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Dudley","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Durham CC","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East Riding of Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Essex Haven Gateway","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Flintshire and Wrexham","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Gloucestershire","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Greater Manchester North East","North West (England)","[c]","[c]","[c]","[c]"
