"Status","Year","Disability","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","South East (England)","AA/AO","1160","1050","26080","23770"
"In post","2022","Undeclared","South East (England)","EO","850","790","29180","27570"
"In post","2022","Undeclared","South East (England)","G6/G7","150","150","59900","56220"
"In post","2022","Undeclared","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","South East (England)","SEO/HEO","810","770","38270","37450"
"In post","2022","Undeclared","South East (England)","Unknown","100","90","31360","28820"
"In post","2022","Undeclared","South West (England)","AA/AO","590","540","24010","21490"
"In post","2022","Undeclared","South West (England)","EO","590","550","27320","27260"
"In post","2022","Undeclared","South West (England)","G6/G7","300","290","57530","55100"
"In post","2022","Undeclared","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","South West (England)","SEO/HEO","960","910","37290","37230"
"In post","2022","Undeclared","South West (England)","Unknown","160","150","40280","38240"
"In post","2022","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Wales","AA/AO","720","630","22340","21840"
"In post","2022","Undeclared","Wales","EO","530","490","28060","27570"
"In post","2022","Undeclared","Wales","G6/G7","120","120","60190","60300"
"In post","2022","Undeclared","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Wales","SEO/HEO","490","460","37960","37350"
"In post","2022","Undeclared","Wales","Unknown","50","50","29540","26820"
"In post","2022","Undeclared","West Midlands (England)","AA/AO","710","640","23900","21410"
"In post","2022","Undeclared","West Midlands (England)","EO","560","520","27900","27570"
"In post","2022","Undeclared","West Midlands (England)","G6/G7","130","130","57450","55210"
"In post","2022","Undeclared","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Midlands (England)","SEO/HEO","460","440","36610","35980"
"In post","2022","Undeclared","West Midlands (England)","Unknown","80","70","29750","28200"
"In post","2022","Undeclared","Yorkshire and The Humber","AA/AO","790","710","25000","21860"
"In post","2022","Undeclared","Yorkshire and The Humber","EO","600","550","28610","27570"
"In post","2022","Undeclared","Yorkshire and The Humber","G6/G7","160","160","56390","53880"
"In post","2022","Undeclared","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Yorkshire and The Humber","SEO/HEO","620","590","36780","36410"
"In post","2022","Undeclared","Yorkshire and The Humber","Unknown","70","70","30920","31420"
"In post","2022","Unknown","East Midlands (England)","AA/AO","1220","1140","22130","21250"
"In post","2022","Unknown","East Midlands (England)","EO","770","740","27150","26820"
"In post","2022","Unknown","East Midlands (England)","G6/G7","240","230","57210","55210"
"In post","2022","Unknown","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Midlands (England)","SEO/HEO","770","740","35460","33370"
"In post","2022","Unknown","East Midlands (England)","Unknown","270","230","27890","25480"
"In post","2022","Unknown","East of England","AA/AO","1040","990","23750","22080"
"In post","2022","Unknown","East of England","EO","640","610","28240","26930"
"In post","2022","Unknown","East of England","G6/G7","300","290","59260","55210"
"In post","2022","Unknown","East of England","SCS","30","30","[c]","[c]"
"In post","2022","Unknown","East of England","SEO/HEO","720","690","36830","36160"
"In post","2022","Unknown","East of England","Unknown","370","330","26410","24800"
"In post","2022","Unknown","London","AA/AO","2180","2090","26420","25330"
"In post","2022","Unknown","London","EO","3750","3640","30250","29970"
"In post","2022","Unknown","London","G6/G7","6310","6160","60410","58130"
"In post","2022","Unknown","London","SCS","860","830","97470","90100"
"In post","2022","Unknown","London","SEO/HEO","8700","8560","37570","37930"
"In post","2022","Unknown","London","Unknown","390","360","32230","28650"
"In post","2022","Unknown","North East (England)","AA/AO","2430","2120","21780","21250"
"In post","2022","Unknown","North East (England)","EO","1290","1230","26690","26820"
"In post","2022","Unknown","North East (England)","G6/G7","390","380","56810","55210"
"In post","2022","Unknown","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North East (England)","SEO/HEO","1170","1130","35170","33370"
"In post","2022","Unknown","North East (England)","Unknown","150","140","28330","27980"
"In post","2022","Unknown","North West (England)","AA/AO","3310","3050","21830","21250"
"In post","2022","Unknown","North West (England)","EO","2860","2770","27460","26820"
"In post","2022","Unknown","North West (England)","G6/G7","910","880","57140","55210"
"In post","2022","Unknown","North West (England)","SCS","50","50","95710","90390"
"In post","2022","Unknown","North West (England)","SEO/HEO","2580","2530","35560","33370"
"In post","2022","Unknown","North West (England)","Unknown","680","620","27100","24800"
"In post","2022","Unknown","Northern Ireland","AA/AO","490","460","21210","21250"
"In post","2022","Unknown","Northern Ireland","EO","330","320","26940","26590"
"In post","2022","Unknown","Northern Ireland","G6/G7","50","50","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","SEO/HEO","270","260","36340","33370"
"In post","2022","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Overseas","EO","30","30","[c]","[c]"
"In post","2022","Unknown","Overseas","G6/G7","300","290","59910","58030"
"In post","2022","Unknown","Overseas","SCS","60","60","83810","75450"
"In post","2022","Unknown","Overseas","SEO/HEO","370","370","42890","41600"
"In post","2022","Unknown","Overseas","Unknown","170","170","[c]","[c]"
"In post","2022","Unknown","Scotland","AA/AO","5500","5110","23630","22080"
"In post","2022","Unknown","Scotland","EO","4330","4080","30690","30450"
"In post","2022","Unknown","Scotland","G6/G7","1500","1450","61840","62170"
"In post","2022","Unknown","Scotland","SCS","90","90","89910","83230"
"In post","2022","Unknown","Scotland","SEO/HEO","3760","3570","38780","38610"
"In post","2022","Unknown","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South East (England)","AA/AO","2330","2100","24160","21790"
"In post","2022","Unknown","South East (England)","EO","1460","1390","28460","26820"
"In post","2022","Unknown","South East (England)","G6/G7","570","540","59300","54760"
"In post","2022","Unknown","South East (England)","SCS","50","50","105780","107900"
"In post","2022","Unknown","South East (England)","SEO/HEO","1240","1190","37070","36840"
"In post","2022","Unknown","South East (England)","Unknown","480","430","27710","25850"
"In post","2022","Unknown","South West (England)","AA/AO","1460","1390","22650","21380"
"In post","2022","Unknown","South West (England)","EO","1200","1150","26950","26820"
"In post","2022","Unknown","South West (England)","G6/G7","800","760","57730","54950"
"In post","2022","Unknown","South West (England)","SCS","60","60","107290","99540"
"In post","2022","Unknown","South West (England)","SEO/HEO","1830","1760","36660","36500"
"In post","2022","Unknown","South West (England)","Unknown","450","420","32690","28200"
"In post","2022","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","EO","60","60","27460","27500"
"In post","2022","Unknown","Unknown","G6/G7","60","60","59940","58690"
"In post","2022","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","SEO/HEO","310","300","32500","29250"
"In post","2022","Unknown","Unknown","Unknown","1800","1790","37330","33570"
"In post","2022","Unknown","Wales","AA/AO","2180","1990","21420","21260"
"In post","2022","Unknown","Wales","EO","1280","1230","26470","26670"
"In post","2022","Unknown","Wales","G6/G7","550","530","56770","55210"
"In post","2022","Unknown","Wales","SCS","30","30","[c]","[c]"
"In post","2022","Unknown","Wales","SEO/HEO","1560","1520","35700","34000"
"In post","2022","Unknown","Wales","Unknown","250","230","27010","24800"
"In post","2022","Unknown","West Midlands (England)","AA/AO","1610","1520","22070","21250"
"In post","2022","Unknown","West Midlands (England)","EO","1280","1240","27420","26820"
"In post","2022","Unknown","West Midlands (England)","G6/G7","540","520","57270","55210"
"In post","2022","Unknown","West Midlands (England)","SCS","50","50","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","SEO/HEO","1250","1210","35610","33380"
"In post","2022","Unknown","West Midlands (England)","Unknown","310","260","27150","24800"
"In post","2022","Unknown","Yorkshire and The Humber","AA/AO","1970","1870","22360","21260"
"In post","2022","Unknown","Yorkshire and The Humber","EO","1610","1550","26830","26670"
"In post","2022","Unknown","Yorkshire and The Humber","G6/G7","880","860","56190","54030"
"In post","2022","Unknown","Yorkshire and The Humber","SCS","70","70","87110","78220"
"In post","2022","Unknown","Yorkshire and The Humber","SEO/HEO","1660","1620","34630","33370"
"In post","2022","Unknown","Yorkshire and The Humber","Unknown","360","320","27460","25480"
"Leaver CS","2021","Declared disabled","East Midlands (England)","AA/AO","100","80","[c]","[c]"
"Leaver CS","2021","Declared disabled","East Midlands (England)","EO","50","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","AA/AO","90","70","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","EO","70","50","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","AA/AO","110","100","23550","23500"
"Leaver CS","2021","Declared disabled","London","EO","110","100","29900","30760"
"Leaver CS","2021","Declared disabled","London","G6/G7","70","60","62030","58800"
"Leaver CS","2021","Declared disabled","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","SEO/HEO","130","120","37440","37250"
"Leaver CS","2021","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","AA/AO","130","100","20260","20760"
"Leaver CS","2021","Declared disabled","North East (England)","EO","50","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","AA/AO","130","110","20210","20500"
"Leaver CS","2021","Declared disabled","North West (England)","EO","90","70","27140","27570"
"Leaver CS","2021","Declared disabled","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","AA/AO","110","90","22670","21010"
"Leaver CS","2021","Declared disabled","Scotland","EO","80","60","29680","27570"
"Leaver CS","2021","Declared disabled","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","AA/AO","150","130","21230","21010"
"Leaver CS","2021","Declared disabled","South East (England)","EO","80","70","28140","27570"
"Leaver CS","2021","Declared disabled","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","AA/AO","110","90","20470","20740"
"Leaver CS","2021","Declared disabled","South West (England)","EO","70","60","25290","25970"
"Leaver CS","2021","Declared disabled","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","SEO/HEO","80","80","35030","33840"
"Leaver CS","2021","Declared disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","AA/AO","140","110","20180","20920"
"Leaver CS","2021","Declared disabled","Wales","EO","50","50","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","AA/AO","100","80","20220","20500"
"Leaver CS","2021","Declared disabled","West Midlands (England)","EO","80","60","26950","27570"
"Leaver CS","2021","Declared disabled","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","AA/AO","100","80","20860","21010"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","EO","70","60","26920","26930"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","AA/AO","460","400","20380","20370"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","EO","240","210","27340","27570"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","G6/G7","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","SEO/HEO","180","160","35750","34160"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East of England","AA/AO","480","430","21780","21010"
"Leaver CS","2021","Declared non-disabled","East of England","EO","240","210","27460","27370"
"Leaver CS","2021","Declared non-disabled","East of England","G6/G7","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East of England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East of England","SEO/HEO","180","160","39180","37430"
"Leaver CS","2021","Declared non-disabled","East of England","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","AA/AO","700","630","23400","23500"
"Leaver CS","2021","Declared non-disabled","London","EO","570","510","28820","28670"
"Leaver CS","2021","Declared non-disabled","London","G6/G7","650","580","61160","59410"
"Leaver CS","2021","Declared non-disabled","London","SCS","180","160","101190","93400"
"Leaver CS","2021","Declared non-disabled","London","SEO/HEO","780","720","38260","37640"
"Leaver CS","2021","Declared non-disabled","London","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North East (England)","AA/AO","570","450","20490","21010"
"Leaver CS","2021","Declared non-disabled","North East (England)","EO","200","160","27050","27570"
"Leaver CS","2021","Declared non-disabled","North East (England)","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North East (England)","SEO/HEO","140","120","36980","36780"
"Leaver CS","2021","Declared non-disabled","North East (England)","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","AA/AO","830","690","20630","21010"
"Leaver CS","2021","Declared non-disabled","North West (England)","EO","430","360","26420","27130"
"Leaver CS","2021","Declared non-disabled","North West (England)","G6/G7","110","100","60170","57600"
"Leaver CS","2021","Declared non-disabled","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","SEO/HEO","250","220","36120","34500"
"Leaver CS","2021","Declared non-disabled","North West (England)","Unknown","70","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","AA/AO","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","AA/AO","540","450","22200","21010"
"Leaver CS","2021","Declared non-disabled","Scotland","EO","270","230","27400","27570"
"Leaver CS","2021","Declared non-disabled","Scotland","G6/G7","100","90","64690","61010"
"Leaver CS","2021","Declared non-disabled","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","SEO/HEO","250","220","39690","36990"
"Leaver CS","2021","Declared non-disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South East (England)","AA/AO","700","630","21740","21010"
"Leaver CS","2021","Declared non-disabled","South East (England)","EO","330","290","27970","27570"
"Leaver CS","2021","Declared non-disabled","South East (England)","G6/G7","80","70","59470","57490"
"Leaver CS","2021","Declared non-disabled","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South East (England)","SEO/HEO","290","260","36580","36060"
"Leaver CS","2021","Declared non-disabled","South East (England)","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","AA/AO","500","460","20460","20570"
"Leaver CS","2021","Declared non-disabled","South West (England)","EO","320","290","25710","26670"
"Leaver CS","2021","Declared non-disabled","South West (England)","G6/G7","140","130","57690","55040"
"Leaver CS","2021","Declared non-disabled","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","SEO/HEO","440","410","36290","34700"
"Leaver CS","2021","Declared non-disabled","South West (England)","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales","AA/AO","560","470","20640","21010"
"Leaver CS","2021","Declared non-disabled","Wales","EO","250","220","27900","27570"
"Leaver CS","2021","Declared non-disabled","Wales","G6/G7","80","70","61780","60830"
"Leaver CS","2021","Declared non-disabled","Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales","SEO/HEO","200","170","37610","37410"
"Leaver CS","2021","Declared non-disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","AA/AO","500","430","20570","20650"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","EO","260","210","26620","26890"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","G6/G7","80","70","62160","59220"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","SEO/HEO","190","170","37400","36550"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","AA/AO","610","520","20850","21010"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","EO","340","280","26840","27240"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","G6/G7","120","110","60300","58740"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","SEO/HEO","280","240","36640","35020"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","AA/AO","80","70","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","AA/AO","80","70","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","EO","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Undeclared","London","EO","60","60","[c]","[c]"
"Leaver CS","2021","Undeclared","London","G6/G7","60","60","[c]","[c]"
"Leaver CS","2021","Undeclared","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","SEO/HEO","90","80","35610","35590"
"Leaver CS","2021","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","AA/AO","90","70","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","EO","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","AA/AO","120","100","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","EO","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","EO","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","SEO/HEO","70","60","36800","36990"
"Leaver CS","2021","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","AA/AO","60","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","G6/G7","[c]","[c]","[c]","[c]"
