"Status","Year","Ethnicity","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Black","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Mixed","Female","Heterosexual / straight","290","270","35680","32330"
"Leaver Dept.","2022","Mixed","Female","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","Mixed","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Female","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Mixed","Male","Heterosexual / straight","160","160","39120","34550"
"Leaver Dept.","2022","Mixed","Male","LGBO","40","30","[c]","[c]"
"Leaver Dept.","2022","Mixed","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","Heterosexual / straight","90","80","36750","31550"
"Leaver Dept.","2022","Other ethnicity","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","Heterosexual / straight","50","40","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Heterosexual / straight","100","100","35440","32330"
"Leaver Dept.","2022","Undeclared","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Undeclared","220","200","40510","37120"
"Leaver Dept.","2022","Undeclared","Female","Unknown","230","200","43880","38200"
"Leaver Dept.","2022","Undeclared","Male","Heterosexual / straight","60","60","38720","34690"
"Leaver Dept.","2022","Undeclared","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Undeclared","290","280","40970","36170"
"Leaver Dept.","2022","Undeclared","Male","Unknown","170","160","45240","41350"
"Leaver Dept.","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Heterosexual / straight","120","80","40270","32330"
"Leaver Dept.","2022","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Undeclared","560","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","1650","1560","35740","32000"
"Leaver Dept.","2022","Unknown","Male","Heterosexual / straight","80","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Undeclared","460","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Unknown","1430","1380","37830","32000"
"Leaver Dept.","2022","White","Female","Heterosexual / straight","6170","5730","37760","32330"
"Leaver Dept.","2022","White","Female","LGBO","510","480","36270","32600"
"Leaver Dept.","2022","White","Female","Undeclared","590","540","38860","33460"
"Leaver Dept.","2022","White","Female","Unknown","990","840","44680","38080"
"Leaver Dept.","2022","White","Male","Heterosexual / straight","3890","3760","40470","34530"
"Leaver Dept.","2022","White","Male","LGBO","560","530","38610","33280"
"Leaver Dept.","2022","White","Male","Undeclared","330","320","42040","35070"
"Leaver Dept.","2022","White","Male","Unknown","710","630","49030","43110"
"Leaver Dept.","2022","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Female","Heterosexual / straight","1970","1890","29500","27570"
"New entrant CS","2021","Asian","Female","LGBO","40","30","[c]","[c]"
"New entrant CS","2021","Asian","Female","Undeclared","90","80","29600","27570"
"New entrant CS","2021","Asian","Female","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Asian","Male","Heterosexual / straight","1790","1770","30570","27570"
"New entrant CS","2021","Asian","Male","LGBO","50","50","29580","27570"
"New entrant CS","2021","Asian","Male","Undeclared","80","80","34560","27850"
"New entrant CS","2021","Asian","Male","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","Heterosexual / straight","1630","1590","29760","29290"
"New entrant CS","2021","Black","Female","LGBO","60","60","28970","28500"
"New entrant CS","2021","Black","Female","Undeclared","60","50","30110","31060"
"New entrant CS","2021","Black","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Heterosexual / straight","820","810","30420","29290"
"New entrant CS","2021","Black","Male","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Black","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Heterosexual / straight","60","60","32430","29090"
"New entrant CS","2021","Chinese","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Chinese","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","Heterosexual / straight","770","740","29140","27570"
"New entrant CS","2021","Mixed","Female","LGBO","110","110","29690","27680"
"New entrant CS","2021","Mixed","Female","Undeclared","60","60","31950","28800"
"New entrant CS","2021","Mixed","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Heterosexual / straight","440","430","29550","27570"
"New entrant CS","2021","Mixed","Male","LGBO","90","80","32310","28940"
"New entrant CS","2021","Mixed","Male","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Heterosexual / straight","210","200","30160","27850"
"New entrant CS","2021","Other ethnicity","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Heterosexual / straight","120","120","32630","30300"
"New entrant CS","2021","Other ethnicity","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Heterosexual / straight","110","110","28570","27570"
"New entrant CS","2021","Undeclared","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Undeclared","270","260","31100","28590"
"New entrant CS","2021","Undeclared","Female","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Heterosexual / straight","110","110","30130","27570"
"New entrant CS","2021","Undeclared","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Undeclared","360","360","32810","27570"
"New entrant CS","2021","Undeclared","Male","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Heterosexual / straight","130","120","29590","27570"
"New entrant CS","2021","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Undeclared","90","80","26220","20850"
"New entrant CS","2021","Unknown","Female","Unknown","8670","8360","28820","25560"
"New entrant CS","2021","Unknown","Male","Heterosexual / straight","80","80","34040","30190"
"New entrant CS","2021","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Undeclared","60","60","30490","23800"
"New entrant CS","2021","Unknown","Male","Unknown","7750","7630","30140","25560"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Heterosexual / straight","14400","13830","28570","27570"
"New entrant CS","2021","White","Female","LGBO","1540","1520","27700","27570"
"New entrant CS","2021","White","Female","Undeclared","870","830","29880","27570"
"New entrant CS","2021","White","Female","Unknown","350","330","30400","26030"
"New entrant CS","2021","White","Male","Heterosexual / straight","11080","10970","30150","27570"
"New entrant CS","2021","White","Male","LGBO","1460","1440","28600","27570"
"New entrant CS","2021","White","Male","Undeclared","520","500","32360","27570"
"New entrant CS","2021","White","Male","Unknown","330","330","31720","27000"
"New entrant CS","2021","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Heterosexual / straight","2410","2310","29420","27570"
"New entrant CS","2022","Asian","Female","LGBO","70","70","28300","27160"
"New entrant CS","2022","Asian","Female","Undeclared","110","110","30840","28000"
"New entrant CS","2022","Asian","Female","Unknown","140","130","30530","27570"
"New entrant CS","2022","Asian","Male","Heterosexual / straight","2120","2080","29940","27570"
"New entrant CS","2022","Asian","Male","LGBO","60","60","30670","27570"
"New entrant CS","2022","Asian","Male","Undeclared","80","80","30370","27570"
"New entrant CS","2022","Asian","Male","Unknown","120","120","30160","26590"
"New entrant CS","2022","Black","Female","Heterosexual / straight","1530","1480","29720","27680"
"New entrant CS","2022","Black","Female","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Black","Female","Undeclared","80","70","31720","31060"
"New entrant CS","2022","Black","Female","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Black","Male","Heterosexual / straight","930","920","30800","28700"
"New entrant CS","2022","Black","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Heterosexual / straight","790","760","29700","27570"
"New entrant CS","2022","Mixed","Female","LGBO","110","110","27900","26130"
"New entrant CS","2022","Mixed","Female","Undeclared","80","80","29160","26590"
"New entrant CS","2022","Mixed","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Heterosexual / straight","480","470","30070","27570"
"New entrant CS","2022","Mixed","Male","LGBO","80","70","30750","27570"
"New entrant CS","2022","Mixed","Male","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Heterosexual / straight","190","190","29150","27500"
"New entrant CS","2022","Other ethnicity","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Male","Heterosexual / straight","150","150","30510","28350"
"New entrant CS","2022","Other ethnicity","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Heterosexual / straight","150","140","28430","26590"
"New entrant CS","2022","Undeclared","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Undeclared","230","220","31530","27570"
"New entrant CS","2022","Undeclared","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Heterosexual / straight","120","110","30720","27570"
"New entrant CS","2022","Undeclared","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Undeclared","400","390","34130","31020"
"New entrant CS","2022","Undeclared","Male","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Heterosexual / straight","200","190","31550","28100"
"New entrant CS","2022","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Undeclared","360","200","35590","32790"
"New entrant CS","2022","Unknown","Female","Unknown","11330","10750","28190","25110"
"New entrant CS","2022","Unknown","Male","Heterosexual / straight","170","160","31660","27810"
"New entrant CS","2022","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Undeclared","260","140","35750","32790"
"New entrant CS","2022","Unknown","Male","Unknown","9250","8990","29700","26400"
"New entrant CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Female","Heterosexual / straight","17610","16850","29240","26590"
"New entrant CS","2022","White","Female","LGBO","2120","2080","28370","26310"
"New entrant CS","2022","White","Female","Undeclared","1020","980","30350","27570"
"New entrant CS","2022","White","Female","Unknown","650","620","28990","26590"
"New entrant CS","2022","White","Male","Heterosexual / straight","12710","12520","30890","27310"
"New entrant CS","2022","White","Male","LGBO","1630","1610","29750","27230"
"New entrant CS","2022","White","Male","Undeclared","650","640","31320","27570"
"New entrant CS","2022","White","Male","Unknown","530","520","30930","27010"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Ethnicity","Self reported ethnicity. For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' for 2022.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
