"Status","Year","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","LGBO","Ministry of Defence","100","100","29140","25000"
"Leaver CS","2021","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Ministry of Justice","220","210","30170","20980"
"Leaver CS","2021","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","150","120","29930","26590"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","310","260","28280","26890"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","100","80","43030","38890"
"Leaver CS","2021","Undeclared","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","190","160","32650","28000"
"Leaver CS","2021","Undeclared","Ministry of Defence","350","320","33950","32530"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","470","410","27290","20670"
"Leaver CS","2021","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","140","120","29900","22820"
"Leaver CS","2021","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","110","90","52060","55610"
"Leaver CS","2021","Unknown","Cabinet Office","200","200","48170","33300"
"Leaver CS","2021","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","240","230","36560","28900"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","70","70","39450","36280"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","530","500","33630","27960"
"Leaver CS","2021","Unknown","Department for International Trade","90","90","29280","18200"
"Leaver CS","2021","Unknown","Department for Transport","160","150","28720","21590"
"Leaver CS","2021","Unknown","Department for Work and Pensions","1640","1370","26930","26890"
"Leaver CS","2021","Unknown","Department of Health and Social Care","310","130","45310","37780"
"Leaver CS","2021","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","160","50","45370","43700"
"Leaver CS","2021","Unknown","HM Land Registry","90","80","31820","27130"
"Leaver CS","2021","Unknown","HM Revenue and Customs","5540","4650","26880","24500"
"Leaver CS","2021","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","140","130","27030","24880"
"Leaver CS","2021","Unknown","Ministry of Defence","610","590","31560","28980"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice","1880","1710","24610","20280"
"Leaver CS","2021","Unknown","National Crime Agency","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","460","410","34530","30160"
"Leaver CS","2021","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","140","120","27960","20830"
"Leaver CS","2021","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Departments","460","420","42930","40800"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office","380","360","47630","40600"
"Leaver CS","2022","Heterosexual / straight","Chancellor's other departments","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","80","80","53800","54320"
"Leaver CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","440","410","40520","38040"
"Leaver CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","100","100","42550","36000"
"Leaver CS","2022","Heterosexual / straight","Department for Education","280","270","43320","36980"
"Leaver CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","530","500","30030","25100"
"Leaver CS","2022","Heterosexual / straight","Department for International Trade","100","100","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","160","160","44910","39910"
"Leaver CS","2022","Heterosexual / straight","Department for Transport","660","600","33750","26840"
"Leaver CS","2022","Heterosexual / straight","Department for Work and Pensions","5780","5140","27370","27570"
"Leaver CS","2022","Heterosexual / straight","Department of Health and Social Care","1870","1560","41390","36330"
"Leaver CS","2022","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Food Standards Agency","60","50","35080","30810"
"Leaver CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","140","130","46720","39600"
"Leaver CS","2022","Heterosexual / straight","HM Land Registry","220","190","33790","30600"
"Leaver CS","2022","Heterosexual / straight","HM Revenue and Customs","240","200","31450","26820"
"Leaver CS","2022","Heterosexual / straight","HM Treasury","170","170","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Home Office","1440","1210","31970","26900"
"Leaver CS","2022","Heterosexual / straight","Ministry of Defence","3360","3170","32430","29230"
"Leaver CS","2022","Heterosexual / straight","Ministry of Justice","5830","5350","27960","21490"
"Leaver CS","2022","Heterosexual / straight","National Crime Agency","240","230","41910","39730"
"Leaver CS","2022","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","150","140","52820","51360"
"Leaver CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","130","120","41910","36940"
"Leaver CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Scottish Government","530","480","39090","35000"
"Leaver CS","2022","Heterosexual / straight","The National Archives","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Export Finance","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Statistics Authority","330","270","27590","23050"
"Leaver CS","2022","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Welsh Government","200","170","42130","37410"
"Leaver CS","2022","LGBO","Attorney General's Departments","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Cabinet Office","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","50","50","40090","33610"
"Leaver CS","2022","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Environment, Food and Rural Affairs","60","60","[c]","[c]"
"Leaver CS","2022","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Transport","50","50","30000","26780"
"Leaver CS","2022","LGBO","Department for Work and Pensions","490","470","26870","27570"
"Leaver CS","2022","LGBO","Department of Health and Social Care","130","110","37930","29270"
"Leaver CS","2022","LGBO","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Home Office","70","70","31170","25630"
"Leaver CS","2022","LGBO","Ministry of Defence","120","120","31480","26670"
"Leaver CS","2022","LGBO","Ministry of Justice","510","490","26120","21170"
"Leaver CS","2022","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Government","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","UK Statistics Authority","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Attorney General's Departments","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","90","90","39730","38310"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","70","60","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","210","170","28710","26780"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","630","520","28070","27570"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","730","300","42910","37480"
"Leaver CS","2022","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","30","20","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","250","200","33000","28670"
"Leaver CS","2022","Undeclared","Ministry of Defence","570","530","34170","33300"
"Leaver CS","2022","Undeclared","Ministry of Justice","590","520","28210","21400"
"Leaver CS","2022","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","130","120","48240","51790"
"Leaver CS","2022","Unknown","Cabinet Office","360","350","51850","43080"
"Leaver CS","2022","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","250","210","31940","26200"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","120","110","38620","35620"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","290","270","27760","24920"
"Leaver CS","2022","Unknown","Department for International Trade","100","100","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","360","340","28130","26130"
"Leaver CS","2022","Unknown","Department for Work and Pensions","1960","1670","26970","27570"
"Leaver CS","2022","Unknown","Department of Health and Social Care","470","440","50090","41520"
"Leaver CS","2022","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","260","60","47700","41740"
"Leaver CS","2022","Unknown","HM Land Registry","140","120","31200","27130"
"Leaver CS","2022","Unknown","HM Revenue and Customs","4680","3950","28880","22080"
"Leaver CS","2022","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","320","310","30960","27370"
"Leaver CS","2022","Unknown","Ministry of Defence","990","940","32370","30370"
"Leaver CS","2022","Unknown","Ministry of Justice","2850","2620","24890","21090"
"Leaver CS","2022","Unknown","National Crime Agency","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","90","80","51120","46250"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","830","740","33370","30020"
"Leaver CS","2022","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","180","160","28320","23630"
"Leaver CS","2022","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Attorney General's Departments","140","130","41090","33090"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office","640","630","42030","34550"
"Leaver Dept.","2021","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","370","340","44890","40050"
"Leaver Dept.","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","110","110","48910","49600"
"Leaver Dept.","2021","Heterosexual / straight","Department for Education","180","170","42710","38400"
"Leaver Dept.","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Department for International Trade","120","120","45500","38540"
"Leaver Dept.","2021","Heterosexual / straight","Department for Transport","260","260","37730","34510"
"Leaver Dept.","2021","Heterosexual / straight","Department for Work and Pensions","880","850","30590","27570"
"Leaver Dept.","2021","Heterosexual / straight","Department of Health and Social Care","50","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Food Standards Agency","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","50","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","HM Treasury","110","110","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Home Office","840","800","35540","29860"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Defence","650","640","36930","33290"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","260","260","41000","34000"
"Leaver Dept.","2021","Heterosexual / straight","Ministry of Justice","950","930","32500","26550"
"Leaver Dept.","2021","Heterosexual / straight","National Crime Agency","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office for Standards in Education","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","United Kingdom Statistics Authority","70","60","37650","36030"
"Leaver Dept.","2021","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Cabinet Office","90","90","41610","34550"
"Leaver Dept.","2021","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department for Work and Pensions","70","70","29870","27570"
"Leaver Dept.","2021","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Home Office","60","60","33820","28670"
"Leaver Dept.","2021","LGBO","Ministry of Defence","50","50","35770","32430"
"Leaver Dept.","2021","LGBO","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Justice","80","80","29530","26410"
"Leaver Dept.","2021","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cabinet Office","100","90","40590","33730"
"Leaver Dept.","2021","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Work and Pensions","90","80","30800","27570"
