"Status","Year","Disability","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","260","230","27430","19130"
"Leaver CS","2021","Unknown","Unknown","Unknown","5500","5020","31760","27570"
"Leaver CS","2021","Unknown","Unknown","White","740","610","41640","35110"
"Leaver CS","2022","Declared disabled","Heterosexual / straight","Asian","150","140","29120","27570"
"Leaver CS","2022","Declared disabled","Heterosexual / straight","Black","120","110","31630","27850"
"Leaver CS","2022","Declared disabled","Heterosexual / straight","Mixed","90","80","28980","27570"
"Leaver CS","2022","Declared disabled","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Heterosexual / straight","White","2510","2170","30240","27570"
"Leaver CS","2022","Declared disabled","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","LGBO","White","370","350","30820","27570"
"Leaver CS","2022","Declared disabled","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Undeclared","120","110","33500","27570"
"Leaver CS","2022","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","White","270","220","28320","26750"
"Leaver CS","2022","Declared disabled","Unknown","Asian","30","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","80","70","29900","27570"
"Leaver CS","2022","Declared disabled","Unknown","White","490","370","31800","27570"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Asian","1390","1310","33440","28670"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Black","930","890","32280","30830"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Mixed","490","460","32740","27570"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Other ethnicity","130","120","34360","31060"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Undeclared","150","140","33160","27930"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Unknown","140","130","38710","32180"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","White","15480","14010","33670","27570"
"Leaver CS","2022","Declared non-disabled","LGBO","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Black","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Mixed","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","White","1070","1020","32190","27570"
"Leaver CS","2022","Declared non-disabled","Undeclared","Asian","90","70","31780","27570"
"Leaver CS","2022","Declared non-disabled","Undeclared","Black","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Mixed","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Undeclared","350","300","32460","29080"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","White","1200","1030","33400","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","Asian","300","240","33190","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","Black","100","90","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Mixed","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Undeclared","190","150","31120","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","540","470","30670","25340"
"Leaver CS","2022","Declared non-disabled","Unknown","White","3340","2650","33330","27570"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Asian","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Black","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","White","770","690","30220","27130"
"Leaver CS","2022","Undeclared","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","White","90","80","31380","27130"
"Leaver CS","2022","Undeclared","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Undeclared","400","360","36440","33320"
"Leaver CS","2022","Undeclared","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","White","200","180","33560","27570"
"Leaver CS","2022","Undeclared","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","130","110","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","White","310","240","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Asian","170","150","33630","28500"
"Leaver CS","2022","Unknown","Heterosexual / straight","Black","90","80","33660","30730"
"Leaver CS","2022","Unknown","Heterosexual / straight","Mixed","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Unknown","80","60","37040","31060"
"Leaver CS","2022","Unknown","Heterosexual / straight","White","1130","980","37140","33000"
"Leaver CS","2022","Unknown","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","White","70","60","33630","28540"
"Leaver CS","2022","Unknown","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Undeclared","80","70","38430","36330"
"Leaver CS","2022","Unknown","Undeclared","Unknown","440","50","45350","43660"
"Leaver CS","2022","Unknown","Undeclared","White","150","130","38320","33300"
"Leaver CS","2022","Unknown","Unknown","Asian","100","80","43390","33840"
"Leaver CS","2022","Unknown","Unknown","Black","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","250","220","34360","29540"
"Leaver CS","2022","Unknown","Unknown","Unknown","7810","7290","32150","27570"
"Leaver CS","2022","Unknown","Unknown","White","700","580","42880","38250"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Asian","70","70","33750","32000"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Black","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","White","510","490","35780","32320"
"Leaver Dept.","2021","Declared disabled","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","LGBO","White","100","90","38150","33250"
"Leaver Dept.","2021","Declared disabled","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","White","110","90","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Asian","560","540","34340","31060"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Black","300","290","34050","31070"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Mixed","180","170","39380","33990"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Other ethnicity","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Unknown","70","70","38640","32340"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","White","3620","3500","38490","32900"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","White","350","350","36870","32560"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Undeclared","70","70","38420","34390"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","White","240","230","40690","35750"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Asian","160","150","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Black","60","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Mixed","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","160","150","39660","32860"
"Leaver Dept.","2021","Declared non-disabled","Unknown","White","890","760","35430","30610"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Asian","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","White","160","150","37100","32730"
"Leaver Dept.","2021","Undeclared","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Undeclared","110","100","38170","36120"
"Leaver Dept.","2021","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","White","40","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","80","80","39890","35430"
"Leaver Dept.","2021","Undeclared","Unknown","White","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Asian","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","White","180","180","44510","38960"
"Leaver Dept.","2021","Unknown","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","110","100","36930","36580"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","2750","2480","37260","32430"
"Leaver Dept.","2021","Unknown","Unknown","White","140","120","42460","37120"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Asian","140","130","32000","29800"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Black","80","70","34890","31860"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Mixed","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","White","940","890","36730","31990"
"Leaver Dept.","2022","Declared disabled","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","White","220","210","33700","29220"
"Leaver Dept.","2022","Declared disabled","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","White","100","100","35280","31990"
"Leaver Dept.","2022","Declared disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","White","120","100","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Asian","1600","1520","35310","30730"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Black","840","810","34620","31060"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Mixed","350","340","37280","33340"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Other ethnicity","100","90","38910","32330"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Undeclared","110","100","35300","31990"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Unknown","90","80","41090","33250"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","White","8100","7710","38770","33210"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Asian","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Mixed","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","White","730","700","38400","33700"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Asian","80","80","35900","30820"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Black","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Undeclared","150","140","38320","34020"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","White","590","550","39010","32360"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Asian","140","120","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Black","70","60","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Mixed","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","180","160","34670","29180"
"Leaver Dept.","2022","Declared non-disabled","Unknown","White","980","820","42040","34290"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Asian","60","50","30920","29610"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Black","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","White","260","250","34610","30810"
"Leaver Dept.","2022","Undeclared","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","LGBO","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Undeclared","200","190","39640","36820"
"Leaver Dept.","2022","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","White","70","70","33750","32540"
