"Status","Year","Responsibility_level","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","AA/AO","Eastern Scotland","LGBO","270","260","22190","21260"
"In post","2022","AA/AO","Eastern Scotland","Undeclared","270","250","22180","21260"
"In post","2022","AA/AO","Eastern Scotland","Unknown","2540","2340","23160","22080"
"In post","2022","AA/AO","Essex","Heterosexual / straight","900","820","23930","23550"
"In post","2022","AA/AO","Essex","LGBO","50","50","24420","24250"
"In post","2022","AA/AO","Essex","Undeclared","130","110","23170","22080"
"In post","2022","AA/AO","Essex","Unknown","340","310","23860","23230"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","2510","2320","22560","21260"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","170","160","22700","21260"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","330","300","22600","21260"
"In post","2022","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","790","720","22290","21270"
"In post","2022","AA/AO","Greater Manchester","Heterosexual / straight","3270","2970","21770","21260"
"In post","2022","AA/AO","Greater Manchester","LGBO","290","280","21840","21260"
"In post","2022","AA/AO","Greater Manchester","Undeclared","440","390","21920","21260"
"In post","2022","AA/AO","Greater Manchester","Unknown","1520","1370","21870","21250"
"In post","2022","AA/AO","Hampshire and Isle of Wight","Heterosexual / straight","3090","2630","22420","21170"
"In post","2022","AA/AO","Hampshire and Isle of Wight","LGBO","160","140","22990","21260"
"In post","2022","AA/AO","Hampshire and Isle of Wight","Undeclared","390","350","23340","21260"
"In post","2022","AA/AO","Hampshire and Isle of Wight","Unknown","820","670","22800","21250"
"In post","2022","AA/AO","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","1160","1080","23300","21300"
"In post","2022","AA/AO","Herefordshire, Worcestershire and Warwickshire","LGBO","70","70","23890","23140"
"In post","2022","AA/AO","Herefordshire, Worcestershire and Warwickshire","Undeclared","150","140","23510","21260"
"In post","2022","AA/AO","Herefordshire, Worcestershire and Warwickshire","Unknown","350","320","23550","21300"
"In post","2022","AA/AO","Highlands and Islands","Heterosexual / straight","480","450","22410","21260"
"In post","2022","AA/AO","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Highlands and Islands","Undeclared","40","40","[c]","[c]"
"In post","2022","AA/AO","Highlands and Islands","Unknown","280","250","24780","24020"
"In post","2022","AA/AO","Inner London - East","Heterosexual / straight","1470","1360","26270","25110"
"In post","2022","AA/AO","Inner London - East","LGBO","100","100","26840","25110"
"In post","2022","AA/AO","Inner London - East","Undeclared","220","200","25350","25110"
"In post","2022","AA/AO","Inner London - East","Unknown","870","770","27070","25500"
"In post","2022","AA/AO","Inner London - West","Heterosexual / straight","2610","2480","26020","24370"
"In post","2022","AA/AO","Inner London - West","LGBO","170","160","26650","24900"
"In post","2022","AA/AO","Inner London - West","Undeclared","330","310","25450","24370"
"In post","2022","AA/AO","Inner London - West","Unknown","910","860","26160","24370"
"In post","2022","AA/AO","Kent","Heterosexual / straight","1960","1850","25330","24250"
"In post","2022","AA/AO","Kent","LGBO","120","110","25710","24250"
"In post","2022","AA/AO","Kent","Undeclared","200","190","25190","24250"
"In post","2022","AA/AO","Kent","Unknown","650","610","25100","24250"
"In post","2022","AA/AO","Lancashire","Heterosexual / straight","3870","3470","22150","21260"
"In post","2022","AA/AO","Lancashire","LGBO","250","230","22370","21260"
"In post","2022","AA/AO","Lancashire","Undeclared","420","370","22250","21260"
"In post","2022","AA/AO","Lancashire","Unknown","1480","1290","22430","21260"
"In post","2022","AA/AO","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","1820","1640","22460","21260"
"In post","2022","AA/AO","Leicestershire, Rutland and Northamptonshire","LGBO","110","100","22780","21260"
"In post","2022","AA/AO","Leicestershire, Rutland and Northamptonshire","Undeclared","240","220","22820","21260"
"In post","2022","AA/AO","Leicestershire, Rutland and Northamptonshire","Unknown","560","500","22520","21260"
"In post","2022","AA/AO","Lincolnshire","Heterosexual / straight","1010","950","22510","21260"
"In post","2022","AA/AO","Lincolnshire","LGBO","40","40","[c]","[c]"
"In post","2022","AA/AO","Lincolnshire","Undeclared","120","110","22280","21260"
"In post","2022","AA/AO","Lincolnshire","Unknown","140","120","22350","21260"
"In post","2022","AA/AO","Merseyside","Heterosexual / straight","4510","4000","21480","21410"
"In post","2022","AA/AO","Merseyside","LGBO","240","220","21640","21260"
"In post","2022","AA/AO","Merseyside","Undeclared","500","430","21440","21430"
"In post","2022","AA/AO","Merseyside","Unknown","1870","1630","21730","21260"
"In post","2022","AA/AO","North Eastern Scotland","Heterosexual / straight","250","230","26380","23230"
"In post","2022","AA/AO","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","North Eastern Scotland","Undeclared","40","30","[c]","[c]"
"In post","2022","AA/AO","North Eastern Scotland","Unknown","230","210","25330","23780"
"In post","2022","AA/AO","North Yorkshire","Heterosexual / straight","900","840","22560","21170"
"In post","2022","AA/AO","North Yorkshire","LGBO","50","50","[c]","[c]"
"In post","2022","AA/AO","North Yorkshire","Undeclared","130","120","23960","21290"
"In post","2022","AA/AO","North Yorkshire","Unknown","220","210","22730","21300"
"In post","2022","AA/AO","Northern Ireland","Heterosexual / straight","1070","1000","21260","21250"
"In post","2022","AA/AO","Northern Ireland","LGBO","50","40","[c]","[c]"
"In post","2022","AA/AO","Northern Ireland","Undeclared","90","80","21710","21250"
"In post","2022","AA/AO","Northern Ireland","Unknown","440","410","21310","21250"
"In post","2022","AA/AO","Northumberland, and Tyne and Wear","Heterosexual / straight","5060","4320","21320","21260"
"In post","2022","AA/AO","Northumberland, and Tyne and Wear","LGBO","330","300","21280","21260"
"In post","2022","AA/AO","Northumberland, and Tyne and Wear","Undeclared","600","500","21400","21260"
"In post","2022","AA/AO","Northumberland, and Tyne and Wear","Unknown","2700","2240","21410","21260"
"In post","2022","AA/AO","Outer London - East and North East","Heterosexual / straight","900","840","26940","25110"
"In post","2022","AA/AO","Outer London - East and North East","LGBO","40","40","[c]","[c]"
"In post","2022","AA/AO","Outer London - East and North East","Undeclared","120","100","26200","24640"
"In post","2022","AA/AO","Outer London - East and North East","Unknown","400","370","27230","25110"
"In post","2022","AA/AO","Outer London - South","Heterosexual / straight","1310","1180","24840","25630"
"In post","2022","AA/AO","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Outer London - South","Undeclared","200","170","24970","25630"
"In post","2022","AA/AO","Outer London - South","Unknown","330","310","24850","25330"
"In post","2022","AA/AO","Outer London - West and North West","Heterosexual / straight","1240","1110","25980","25110"
"In post","2022","AA/AO","Outer London - West and North West","LGBO","60","60","26260","25110"
"In post","2022","AA/AO","Outer London - West and North West","Undeclared","190","170","24830","24840"
"In post","2022","AA/AO","Outer London - West and North West","Unknown","400","370","26560","25110"
"In post","2022","AA/AO","Overseas","Heterosexual / straight","60","50","22120","22200"
"In post","2022","AA/AO","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Shropshire and Staffordshire","Heterosexual / straight","2180","2020","23010","21300"
"In post","2022","AA/AO","Shropshire and Staffordshire","LGBO","160","160","23530","21860"
"In post","2022","AA/AO","Shropshire and Staffordshire","Undeclared","230","200","22820","21260"
"In post","2022","AA/AO","Shropshire and Staffordshire","Unknown","600","550","23530","21860"
"In post","2022","AA/AO","South Yorkshire","Heterosexual / straight","2010","1760","22300","21680"
"In post","2022","AA/AO","South Yorkshire","LGBO","100","100","22740","21680"
"In post","2022","AA/AO","South Yorkshire","Undeclared","230","210","22820","21410"
"In post","2022","AA/AO","South Yorkshire","Unknown","530","480","22380","21680"
"In post","2022","AA/AO","Southern Scotland","Heterosexual / straight","1140","1000","22080","21260"
"In post","2022","AA/AO","Southern Scotland","LGBO","60","50","21910","21250"
"In post","2022","AA/AO","Southern Scotland","Undeclared","100","90","22390","21260"
"In post","2022","AA/AO","Southern Scotland","Unknown","1030","920","22640","21690"
"In post","2022","AA/AO","Surrey, East and West Sussex","Heterosexual / straight","1930","1770","24820","22610"
"In post","2022","AA/AO","Surrey, East and West Sussex","LGBO","180","170","25290","24370"
"In post","2022","AA/AO","Surrey, East and West Sussex","Undeclared","250","230","24180","21960"
"In post","2022","AA/AO","Surrey, East and West Sussex","Unknown","520","470","24930","22420"
"In post","2022","AA/AO","Tees Valley and Durham","Heterosexual / straight","3000","2670","23210","21680"
"In post","2022","AA/AO","Tees Valley and Durham","LGBO","170","160","23420","21680"
"In post","2022","AA/AO","Tees Valley and Durham","Undeclared","310","270","23440","21680"
"In post","2022","AA/AO","Tees Valley and Durham","Unknown","1040","930","23800","22010"
"In post","2022","AA/AO","Unknown","Heterosexual / straight","130","120","22380","21260"
"In post","2022","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Unknown","40","30","[c]","[c]"
"In post","2022","AA/AO","West Central Scotland","Heterosexual / straight","4190","3760","22690","21260"
"In post","2022","AA/AO","West Central Scotland","LGBO","270","260","22220","21260"
"In post","2022","AA/AO","West Central Scotland","Undeclared","540","480","22760","21260"
"In post","2022","AA/AO","West Central Scotland","Unknown","2160","1960","22810","21410"
"In post","2022","AA/AO","West Midlands","Heterosexual / straight","3350","2990","21560","21260"
"In post","2022","AA/AO","West Midlands","LGBO","170","160","21800","21260"
"In post","2022","AA/AO","West Midlands","Undeclared","430","380","21350","21260"
"In post","2022","AA/AO","West Midlands","Unknown","1470","1290","21320","21250"
"In post","2022","AA/AO","West Wales and The Valleys","Heterosexual / straight","4480","3960","21550","21840"
"In post","2022","AA/AO","West Wales and The Valleys","LGBO","240","220","21340","21300"
"In post","2022","AA/AO","West Wales and The Valleys","Undeclared","1220","980","21010","21840"
"In post","2022","AA/AO","West Wales and The Valleys","Unknown","1310","1140","21280","21260"
"In post","2022","AA/AO","West Yorkshire","Heterosexual / straight","2920","2620","22620","21260"
"In post","2022","AA/AO","West Yorkshire","LGBO","180","170","22620","21260"
"In post","2022","AA/AO","West Yorkshire","Undeclared","370","320","22710","21260"
"In post","2022","AA/AO","West Yorkshire","Unknown","1500","1340","22240","21250"
"In post","2022","EO","Bedfordshire and Hertfordshire","Heterosexual / straight","1190","1110","28900","29290"
"In post","2022","EO","Bedfordshire and Hertfordshire","LGBO","60","60","29090","29290"
"In post","2022","EO","Bedfordshire and Hertfordshire","Undeclared","140","130","29630","29290"
"In post","2022","EO","Bedfordshire and Hertfordshire","Unknown","230","200","29320","29290"
"In post","2022","EO","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","1690","1600","29260","28170"
"In post","2022","EO","Berkshire, Buckinghamshire and Oxfordshire","LGBO","100","90","29300","28610"
"In post","2022","EO","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","220","210","30380","28740"
"In post","2022","EO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","320","300","30000","28920"
"In post","2022","EO","Cheshire","Heterosexual / straight","1000","950","29850","28840"
"In post","2022","EO","Cheshire","LGBO","70","70","29550","27570"
"In post","2022","EO","Cheshire","Undeclared","130","120","29850","28820"
"In post","2022","EO","Cheshire","Unknown","170","160","29330","27570"
"In post","2022","EO","Cornwall and Isles of Scilly","Heterosexual / straight","420","380","27300","27570"
"In post","2022","EO","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","EO","Cornwall and Isles of Scilly","Undeclared","60","60","27380","27570"
"In post","2022","EO","Cornwall and Isles of Scilly","Unknown","90","80","27340","27570"
"In post","2022","EO","Cumbria","Heterosexual / straight","370","340","26040","25940"
"In post","2022","EO","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","EO","Cumbria","Undeclared","50","40","[c]","[c]"
"In post","2022","EO","Cumbria","Unknown","160","140","26530","25950"
"In post","2022","EO","Derbyshire and Nottinghamshire","Heterosexual / straight","2410","2220","27230","27130"
"In post","2022","EO","Derbyshire and Nottinghamshire","LGBO","180","170","27020","26850"
"In post","2022","EO","Derbyshire and Nottinghamshire","Undeclared","300","270","27490","27130"
"In post","2022","EO","Derbyshire and Nottinghamshire","Unknown","850","780","27060","26820"
"In post","2022","EO","Devon","Heterosexual / straight","1540","1410","27370","27570"
"In post","2022","EO","Devon","LGBO","90","80","28100","27570"
"In post","2022","EO","Devon","Undeclared","230","200","27390","27380"
"In post","2022","EO","Devon","Unknown","390","340","27620","27570"
"In post","2022","EO","Dorset and Somerset","Heterosexual / straight","1100","1020","27450","27570"
"In post","2022","EO","Dorset and Somerset","LGBO","50","50","27540","27570"
"In post","2022","EO","Dorset and Somerset","Undeclared","180","160","27490","27570"
"In post","2022","EO","Dorset and Somerset","Unknown","290","250","27270","27130"
"In post","2022","EO","East Anglia","Heterosexual / straight","2290","2120","27770","27570"
"In post","2022","EO","East Anglia","LGBO","120","110","27130","27570"
"In post","2022","EO","East Anglia","Undeclared","320","300","28010","27570"
"In post","2022","EO","East Anglia","Unknown","570","510","27560","27570"
"In post","2022","EO","East Wales","Heterosexual / straight","3360","3140","27080","26820"
"In post","2022","EO","East Wales","LGBO","250","240","26650","26820"
"In post","2022","EO","East Wales","Undeclared","520","490","28340","28080"
"In post","2022","EO","East Wales","Unknown","1010","940","26530","26820"
"In post","2022","EO","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","1120","1030","27790","27570"
"In post","2022","EO","East Yorkshire and Northern Lincolnshire","LGBO","60","50","27950","27570"
"In post","2022","EO","East Yorkshire and Northern Lincolnshire","Undeclared","200","180","28170","27380"
"In post","2022","EO","East Yorkshire and Northern Lincolnshire","Unknown","260","230","27550","27570"
"In post","2022","EO","Eastern Scotland","Heterosexual / straight","3170","2970","28780","27570"
"In post","2022","EO","Eastern Scotland","LGBO","250","240","28380","27570"
"In post","2022","EO","Eastern Scotland","Undeclared","260","250","28240","27570"
"In post","2022","EO","Eastern Scotland","Unknown","1810","1680","30570","30290"
"In post","2022","EO","Essex","Heterosexual / straight","1450","1320","28750","29290"
"In post","2022","EO","Essex","LGBO","90","80","28840","29290"
"In post","2022","EO","Essex","Undeclared","200","180","28530","28060"
"In post","2022","EO","Essex","Unknown","320","280","28860","29290"
"In post","2022","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","4000","3750","26260","26670"
"In post","2022","EO","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","280","270","26500","26900"
"In post","2022","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","500","470","26850","27090"
"In post","2022","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","920","840","25970","26750"
"In post","2022","EO","Greater Manchester","Heterosexual / straight","3810","3600","26900","27370"
"In post","2022","EO","Greater Manchester","LGBO","330","320","26700","26820"
"In post","2022","EO","Greater Manchester","Undeclared","470","430","27010","27370"
"In post","2022","EO","Greater Manchester","Unknown","1380","1290","26930","26820"
"In post","2022","EO","Hampshire and Isle of Wight","Heterosexual / straight","2590","2440","27160","26780"
"In post","2022","EO","Hampshire and Isle of Wight","LGBO","140","130","27220","27570"
"In post","2022","EO","Hampshire and Isle of Wight","Undeclared","350","330","27660","26950"
"In post","2022","EO","Hampshire and Isle of Wight","Unknown","530","480","27050","26820"
"In post","2022","EO","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","830","780","27190","27570"
"In post","2022","EO","Herefordshire, Worcestershire and Warwickshire","LGBO","40","40","[c]","[c]"
"In post","2022","EO","Herefordshire, Worcestershire and Warwickshire","Undeclared","110","100","27700","27570"
"In post","2022","EO","Herefordshire, Worcestershire and Warwickshire","Unknown","160","140","27220","27570"
"In post","2022","EO","Highlands and Islands","Heterosexual / straight","440","410","28700","27570"
"In post","2022","EO","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","EO","Highlands and Islands","Undeclared","50","50","29400","27570"
"In post","2022","EO","Highlands and Islands","Unknown","180","170","30360","30040"
"In post","2022","EO","Inner London - East","Heterosexual / straight","3170","3030","31270","31060"
"In post","2022","EO","Inner London - East","LGBO","220","210","31300","31060"
"In post","2022","EO","Inner London - East","Undeclared","420","400","31110","31060"
"In post","2022","EO","Inner London - East","Unknown","1160","1090","31210","31060"
"In post","2022","EO","Inner London - West","Heterosexual / straight","4740","4610","29410","29080"
"In post","2022","EO","Inner London - West","LGBO","410","410","28870","28310"
"In post","2022","EO","Inner London - West","Undeclared","670","650","29220","28500"
"In post","2022","EO","Inner London - West","Unknown","1280","1240","29320","28650"
"In post","2022","EO","Kent","Heterosexual / straight","2540","2360","28180","27370"
"In post","2022","EO","Kent","LGBO","130","130","28730","29290"
"In post","2022","EO","Kent","Undeclared","400","370","28220","27370"
"In post","2022","EO","Kent","Unknown","480","440","28880","29210"
"In post","2022","EO","Lancashire","Heterosexual / straight","2970","2700","27630","27570"
"In post","2022","EO","Lancashire","LGBO","150","150","27840","27570"
"In post","2022","EO","Lancashire","Undeclared","360","330","27610","27570"
"In post","2022","EO","Lancashire","Unknown","950","860","27620","27570"
"In post","2022","EO","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","1240","1150","27580","27570"
"In post","2022","EO","Leicestershire, Rutland and Northamptonshire","LGBO","80","80","27870","27570"
"In post","2022","EO","Leicestershire, Rutland and Northamptonshire","Undeclared","170","150","27640","27570"
"In post","2022","EO","Leicestershire, Rutland and Northamptonshire","Unknown","320","290","27720","27570"
"In post","2022","EO","Lincolnshire","Heterosexual / straight","550","520","27810","27570"
"In post","2022","EO","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","EO","Lincolnshire","Undeclared","80","80","27710","27570"
"In post","2022","EO","Lincolnshire","Unknown","100","90","27290","27570"
"In post","2022","EO","Merseyside","Heterosexual / straight","4670","4300","26460","26620"
"In post","2022","EO","Merseyside","LGBO","270","260","26360","26590"
"In post","2022","EO","Merseyside","Undeclared","460","410","26700","26860"
"In post","2022","EO","Merseyside","Unknown","1290","1180","26740","26820"
"In post","2022","EO","North Eastern Scotland","Heterosexual / straight","380","350","29030","27570"
"In post","2022","EO","North Eastern Scotland","LGBO","30","30","[c]","[c]"
"In post","2022","EO","North Eastern Scotland","Undeclared","40","40","[c]","[c]"
"In post","2022","EO","North Eastern Scotland","Unknown","190","170","31050","30450"
"In post","2022","EO","North Yorkshire","Heterosexual / straight","690","650","27270","26670"
"In post","2022","EO","North Yorkshire","LGBO","60","60","26870","26670"
"In post","2022","EO","North Yorkshire","Undeclared","100","90","27220","26670"
"In post","2022","EO","North Yorkshire","Unknown","190","180","26680","26670"
"In post","2022","EO","Northern Ireland","Heterosexual / straight","720","690","27130","26820"
"In post","2022","EO","Northern Ireland","LGBO","40","40","[c]","[c]"
"In post","2022","EO","Northern Ireland","Undeclared","50","50","27030","26820"
"In post","2022","EO","Northern Ireland","Unknown","290","280","26440","26590"
"In post","2022","EO","Northumberland, and Tyne and Wear","Heterosexual / straight","4020","3660","27020","27570"
"In post","2022","EO","Northumberland, and Tyne and Wear","LGBO","240","230","26900","27570"
"In post","2022","EO","Northumberland, and Tyne and Wear","Undeclared","360","330","27110","27570"
"In post","2022","EO","Northumberland, and Tyne and Wear","Unknown","1350","1240","26770","26820"
"In post","2022","EO","Outer London - East and North East","Heterosexual / straight","1170","1090","31320","31060"
"In post","2022","EO","Outer London - East and North East","LGBO","60","50","31630","31060"
"In post","2022","EO","Outer London - East and North East","Undeclared","160","140","31320","31060"
"In post","2022","EO","Outer London - East and North East","Unknown","360","330","31230","31060"
"In post","2022","EO","Outer London - South","Heterosexual / straight","2290","2160","30180","30110"
"In post","2022","EO","Outer London - South","LGBO","110","110","30220","30750"
"In post","2022","EO","Outer London - South","Undeclared","330","310","30250","30050"
"In post","2022","EO","Outer London - South","Unknown","650","620","30420","30620"
"In post","2022","EO","Outer London - West and North West","Heterosexual / straight","2780","2580","29840","30110"
"In post","2022","EO","Outer London - West and North West","LGBO","120","120","29600","30500"
"In post","2022","EO","Outer London - West and North West","Undeclared","420","370","30090","30410"
"In post","2022","EO","Outer London - West and North West","Unknown","620","570","29910","30330"
"In post","2022","EO","Overseas","Heterosexual / straight","200","200","27660","26930"
"In post","2022","EO","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","EO","Overseas","Undeclared","50","50","[c]","[c]"
"In post","2022","EO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","EO","Shropshire and Staffordshire","Heterosexual / straight","1810","1690","27840","27570"
"In post","2022","EO","Shropshire and Staffordshire","LGBO","90","90","27270","27570"
"In post","2022","EO","Shropshire and Staffordshire","Undeclared","240","220","28010","27570"
"In post","2022","EO","Shropshire and Staffordshire","Unknown","380","340","27920","27570"
"In post","2022","EO","South Yorkshire","Heterosexual / straight","2050","1850","26940","27380"
"In post","2022","EO","South Yorkshire","LGBO","120","110","26970","27570"
"In post","2022","EO","South Yorkshire","Undeclared","230","210","27170","27570"
"In post","2022","EO","South Yorkshire","Unknown","450","400","27570","27570"
"In post","2022","EO","Southern Scotland","Heterosexual / straight","1240","1120","27220","27570"
"In post","2022","EO","Southern Scotland","LGBO","50","50","27550","27570"
"In post","2022","EO","Southern Scotland","Undeclared","100","90","27120","27570"
"In post","2022","EO","Southern Scotland","Unknown","560","500","27980","27570"
"In post","2022","EO","Surrey, East and West Sussex","Heterosexual / straight","1980","1790","28320","27570"
"In post","2022","EO","Surrey, East and West Sussex","LGBO","160","160","28100","27570"
"In post","2022","EO","Surrey, East and West Sussex","Undeclared","300","260","28520","27570"
"In post","2022","EO","Surrey, East and West Sussex","Unknown","500","450","28320","27570"
"In post","2022","EO","Tees Valley and Durham","Heterosexual / straight","1750","1580","27460","27570"
"In post","2022","EO","Tees Valley and Durham","LGBO","80","80","27850","27570"
"In post","2022","EO","Tees Valley and Durham","Undeclared","210","190","27430","27570"
"In post","2022","EO","Tees Valley and Durham","Unknown","430","390","27660","27570"
"In post","2022","EO","Unknown","Heterosexual / straight","290","270","28500","27570"
"In post","2022","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Unknown","80","80","27890","27570"
"In post","2022","EO","West Central Scotland","Heterosexual / straight","3420","3180","28030","27570"
"In post","2022","EO","West Central Scotland","LGBO","250","250","27220","27230"
"In post","2022","EO","West Central Scotland","Undeclared","370","340","27630","27570"
"In post","2022","EO","West Central Scotland","Unknown","1550","1440","29490","27570"
"In post","2022","EO","West Midlands","Heterosexual / straight","4110","3810","27110","27570"
"In post","2022","EO","West Midlands","LGBO","200","190","27160","27570"
"In post","2022","EO","West Midlands","Undeclared","470","420","27260","27570"
"In post","2022","EO","West Midlands","Unknown","1410","1290","27090","27570"
"In post","2022","EO","West Wales and The Valleys","Heterosexual / straight","3270","3020","27470","27570"
"In post","2022","EO","West Wales and The Valleys","LGBO","180","170","27470","27570"
"In post","2022","EO","West Wales and The Valleys","Undeclared","490","440","27420","27130"
"In post","2022","EO","West Wales and The Valleys","Unknown","670","600","27280","27570"
"In post","2022","EO","West Yorkshire","Heterosexual / straight","3490","3240","27390","27570"
"In post","2022","EO","West Yorkshire","LGBO","250","250","27340","27570"
"In post","2022","EO","West Yorkshire","Undeclared","440","400","27210","27570"
"In post","2022","EO","West Yorkshire","Unknown","1270","1180","27070","26820"
"In post","2022","G6/G7","Bedfordshire and Hertfordshire","Heterosexual / straight","290","280","61580","59730"
"In post","2022","G6/G7","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Bedfordshire and Hertfordshire","Unknown","80","80","61630","60450"
"In post","2022","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","550","520","60620","57540"
"In post","2022","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","70","70","60470","56540"
"In post","2022","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Unknown","140","130","60040","58110"
"In post","2022","G6/G7","Cheshire","Heterosexual / straight","230","230","57570","55740"
"In post","2022","G6/G7","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cornwall and Isles of Scilly","Heterosexual / straight","60","60","57450","53390"
"In post","2022","G6/G7","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cumbria","Heterosexual / straight","80","70","56500","53970"
"In post","2022","G6/G7","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Derbyshire and Nottinghamshire","Heterosexual / straight","1000","970","57990","55210"
"In post","2022","G6/G7","Derbyshire and Nottinghamshire","LGBO","60","50","58870","55210"
"In post","2022","G6/G7","Derbyshire and Nottinghamshire","Undeclared","120","110","57910","55210"
"In post","2022","G6/G7","Derbyshire and Nottinghamshire","Unknown","180","170","57460","55210"
"In post","2022","G6/G7","Devon","Heterosexual / straight","800","760","55040","52460"
"In post","2022","G6/G7","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Devon","Undeclared","140","120","54560","50660"
"In post","2022","G6/G7","Devon","Unknown","50","40","[c]","[c]"
"In post","2022","G6/G7","Dorset and Somerset","Heterosexual / straight","200","200","59950","56700"
"In post","2022","G6/G7","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Dorset and Somerset","Unknown","40","40","[c]","[c]"
"In post","2022","G6/G7","East Anglia","Heterosexual / straight","500","480","58430","54540"
"In post","2022","G6/G7","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","East Anglia","Undeclared","70","70","56440","54540"
"In post","2022","G6/G7","East Anglia","Unknown","160","150","57160","55210"
"In post","2022","G6/G7","East Wales","Heterosexual / straight","1980","1900","58140","57360"
"In post","2022","G6/G7","East Wales","LGBO","110","110","56740","55210"
"In post","2022","G6/G7","East Wales","Undeclared","220","210","60290","61440"
"In post","2022","G6/G7","East Wales","Unknown","440","420","57450","56450"
"In post","2022","G6/G7","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","110","100","58760","55950"
"In post","2022","G6/G7","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Eastern Scotland","Heterosexual / straight","1940","1850","62980","62170"
"In post","2022","G6/G7","Eastern Scotland","LGBO","130","130","61070","62090"
