"Status","Year","Sex","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Unknown","Social Research","120","120","40200","38340"
"In post","2022","Female","Unknown","Statistics","160","150","38820","36840"
"In post","2022","Female","Unknown","Tax","2730","2530","30050","26820"
"In post","2022","Female","Unknown","Unknown","5750","5490","39270","32000"
"In post","2022","Female","Unknown","Veterinarian","30","30","[c]","[c]"
"In post","2022","Male","Heterosexual / straight","Commercial","1950","1920","41980","38980"
"In post","2022","Male","Heterosexual / straight","Communications","1050","1030","42660","38750"
"In post","2022","Male","Heterosexual / straight","Corporate Finance","40","40","[c]","[c]"
"In post","2022","Male","Heterosexual / straight","Counter Fraud","1750","1650","30600","27570"
"In post","2022","Male","Heterosexual / straight","Digital, Data and Technology","8470","8350","43050","40000"
"In post","2022","Male","Heterosexual / straight","Economics","880","870","48540","49530"
"In post","2022","Male","Heterosexual / straight","Finance","3900","3840","43030","39360"
"In post","2022","Male","Heterosexual / straight","Geography","210","200","32270","33290"
"In post","2022","Male","Heterosexual / straight","Human Resources","1970","1930","40260","36650"
"In post","2022","Male","Heterosexual / straight","Inspector of Education and Training","220","210","73060","75500"
"In post","2022","Male","Heterosexual / straight","Intelligence Analysis","1280","1250","35070","31960"
"In post","2022","Male","Heterosexual / straight","Internal Audit","290","280","48430","46350"
"In post","2022","Male","Heterosexual / straight","International Trade","510","500","48210","48220"
"In post","2022","Male","Heterosexual / straight","Knowledge and Information Management","690","680","37030","33300"
"In post","2022","Male","Heterosexual / straight","Legal","3230","3140","48450","48080"
"In post","2022","Male","Heterosexual / straight","Medicine","490","450","64080","63430"
"In post","2022","Male","Heterosexual / straight","Operational Delivery","68090","65440","30210","27570"
"In post","2022","Male","Heterosexual / straight","Operational Research","310","300","47400","47010"
"In post","2022","Male","Heterosexual / straight","Other","9180","8980","31350","27570"
"In post","2022","Male","Heterosexual / straight","Planning","90","90","45810","41020"
"In post","2022","Male","Heterosexual / straight","Planning Inspectors","170","160","56990","58810"
"In post","2022","Male","Heterosexual / straight","Policy","10200","10070","48970","47470"
"In post","2022","Male","Heterosexual / straight","Project Delivery","5540","5430","45690","41000"
"In post","2022","Male","Heterosexual / straight","Property","3140","3070","39870","36390"
"In post","2022","Male","Heterosexual / straight","Psychology","120","120","36900","31180"
"In post","2022","Male","Heterosexual / straight","Science and Engineering","5770","5650","38890","37420"
"In post","2022","Male","Heterosexual / straight","Security","5120","5030","31410","27680"
"In post","2022","Male","Heterosexual / straight","Social Research","280","280","44010","39840"
"In post","2022","Male","Heterosexual / straight","Statistics","910","890","44500","40200"
"In post","2022","Male","Heterosexual / straight","Tax","5880","5710","37830","33370"
"In post","2022","Male","Heterosexual / straight","Unknown","7800","7710","43810","37610"
"In post","2022","Male","Heterosexual / straight","Veterinarian","120","120","44060","40440"
"In post","2022","Male","LGBO","Commercial","140","140","39300","36860"
"In post","2022","Male","LGBO","Communications","140","140","41710","39230"
"In post","2022","Male","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","LGBO","Counter Fraud","100","100","29290","27570"
"In post","2022","Male","LGBO","Digital, Data and Technology","480","480","41670","37400"
"In post","2022","Male","LGBO","Economics","80","80","46060","40540"
"In post","2022","Male","LGBO","Finance","220","220","43410","40000"
"In post","2022","Male","LGBO","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Male","LGBO","Human Resources","280","270","41850","37230"
"In post","2022","Male","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","LGBO","Intelligence Analysis","50","50","[c]","[c]"
"In post","2022","Male","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","LGBO","International Trade","80","80","49120","43840"
"In post","2022","Male","LGBO","Knowledge and Information Management","60","60","37760","35850"
"In post","2022","Male","LGBO","Legal","280","280","52850","52520"
"In post","2022","Male","LGBO","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","LGBO","Operational Delivery","4690","4550","29030","27570"
"In post","2022","Male","LGBO","Operational Research","40","40","[c]","[c]"
"In post","2022","Male","LGBO","Other","530","520","30970","27570"
"In post","2022","Male","LGBO","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Male","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","LGBO","Policy","1320","1300","48870","48500"
"In post","2022","Male","LGBO","Project Delivery","340","330","44500","40520"
"In post","2022","Male","LGBO","Property","130","130","40260","35840"
"In post","2022","Male","LGBO","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","LGBO","Science and Engineering","260","260","36980","32910"
"In post","2022","Male","LGBO","Security","160","160","34650","33630"
"In post","2022","Male","LGBO","Social Research","30","30","[c]","[c]"
"In post","2022","Male","LGBO","Statistics","90","90","41350","37930"
"In post","2022","Male","LGBO","Tax","530","520","34080","33020"
"In post","2022","Male","LGBO","Unknown","900","890","41520","34640"
"In post","2022","Male","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Commercial","310","300","42720","40650"
"In post","2022","Male","Undeclared","Communications","200","200","42730","39180"
"In post","2022","Male","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Counter Fraud","240","230","29990","27570"
"In post","2022","Male","Undeclared","Digital, Data and Technology","1340","1320","42090","38710"
"In post","2022","Male","Undeclared","Economics","110","110","49470","51120"
"In post","2022","Male","Undeclared","Finance","580","570","43410","40520"
"In post","2022","Male","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Human Resources","260","260","38340","34770"
"In post","2022","Male","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Intelligence Analysis","240","230","36050","33300"
"In post","2022","Male","Undeclared","Internal Audit","40","40","[c]","[c]"
"In post","2022","Male","Undeclared","International Trade","50","50","48930","51710"
"In post","2022","Male","Undeclared","Knowledge and Information Management","150","150","36720","33300"
"In post","2022","Male","Undeclared","Legal","460","440","47810","44780"
"In post","2022","Male","Undeclared","Medicine","90","80","71600","70330"
"In post","2022","Male","Undeclared","Operational Delivery","9200","8700","30480","27570"
"In post","2022","Male","Undeclared","Operational Research","40","40","[c]","[c]"
"In post","2022","Male","Undeclared","Other","1300","1260","31720","27570"
"In post","2022","Male","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Policy","1530","1510","48660","47200"
"In post","2022","Male","Undeclared","Project Delivery","730","710","47200","42700"
"In post","2022","Male","Undeclared","Property","430","410","39650","36450"
"In post","2022","Male","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Science and Engineering","1110","1070","39760","38330"
"In post","2022","Male","Undeclared","Security","760","740","35800","39070"
"In post","2022","Male","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Statistics","90","90","43300","38500"
"In post","2022","Male","Undeclared","Tax","760","720","40860","35980"
"In post","2022","Male","Undeclared","Unknown","770","760","45710","40600"
"In post","2022","Male","Undeclared","Veterinarian","30","30","[c]","[c]"
"In post","2022","Male","Unknown","Commercial","410","390","39540","36650"
"In post","2022","Male","Unknown","Communications","300","300","42820","38930"
"In post","2022","Male","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Counter Fraud","580","540","30620","27570"
"In post","2022","Male","Unknown","Digital, Data and Technology","2720","2690","42330","38450"
"In post","2022","Male","Unknown","Economics","240","240","45660","37610"
"In post","2022","Male","Unknown","Finance","730","720","40580","37470"
"In post","2022","Male","Unknown","Geography","90","80","31150","29290"
"In post","2022","Male","Unknown","Human Resources","320","320","37950","33370"
"In post","2022","Male","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Intelligence Analysis","190","190","34740","33080"
"In post","2022","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","International Trade","250","250","46700","40520"
"In post","2022","Male","Unknown","Knowledge and Information Management","170","160","36450","33080"
"In post","2022","Male","Unknown","Legal","1250","1210","46870","41750"
"In post","2022","Male","Unknown","Medicine","150","130","65240","54280"
"In post","2022","Male","Unknown","Operational Delivery","22900","21690","28490","26820"
"In post","2022","Male","Unknown","Operational Research","310","300","44750","47010"
"In post","2022","Male","Unknown","Other","3300","3250","35700","32700"
"In post","2022","Male","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Planning Inspectors","40","30","[c]","[c]"
"In post","2022","Male","Unknown","Policy","1990","1960","46950","42890"
"In post","2022","Male","Unknown","Project Delivery","1130","1110","43530","40520"
"In post","2022","Male","Unknown","Property","780","760","37280","33370"
"In post","2022","Male","Unknown","Psychology","30","30","[c]","[c]"
"In post","2022","Male","Unknown","Science and Engineering","2440","2380","41090","38600"
"In post","2022","Male","Unknown","Security","1100","1090","33190","30690"
"In post","2022","Male","Unknown","Social Research","70","70","41420","38340"
"In post","2022","Male","Unknown","Statistics","200","200","41740","38020"
"In post","2022","Male","Unknown","Tax","3140","3040","32420","30750"
"In post","2022","Male","Unknown","Unknown","5490","5400","41750","33250"
"In post","2022","Male","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Commercial","60","60","37140","35370"
"Leaver CS","2021","Female","Heterosexual / straight","Communications","70","60","37530","34160"
"Leaver CS","2021","Female","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Digital, Data and Technology","70","60","41980","38100"
"Leaver CS","2021","Female","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Finance","80","80","36820","32430"
"Leaver CS","2021","Female","Heterosexual / straight","Human Resources","130","120","37740","32550"
"Leaver CS","2021","Female","Heterosexual / straight","Inspector of Education and Training","40","30","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Knowledge and Information Management","50","40","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Legal","140","120","53480","52670"
"Leaver CS","2021","Female","Heterosexual / straight","Medicine","130","100","46900","37110"
"Leaver CS","2021","Female","Heterosexual / straight","Operational Delivery","2330","2010","26470","22240"
"Leaver CS","2021","Female","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Other","390","360","27030","21580"
"Leaver CS","2021","Female","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Policy","210","200","45340","40700"
"Leaver CS","2021","Female","Heterosexual / straight","Project Delivery","140","130","37510","33080"
"Leaver CS","2021","Female","Heterosexual / straight","Property","70","60","32220","26500"
"Leaver CS","2021","Female","Heterosexual / straight","Psychology","60","60","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Science and Engineering","180","170","31460","28170"
"Leaver CS","2021","Female","Heterosexual / straight","Security","40","30","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Unknown","2020","1660","27940","26120"
"Leaver CS","2021","Female","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Operational Delivery","170","160","26110","21590"
"Leaver CS","2021","Female","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Unknown","110","100","28960","25110"
"Leaver CS","2021","Female","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Operational Delivery","440","370","27090","22820"
"Leaver CS","2021","Female","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Other","50","40","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Policy","30","30","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Unknown","240","190","27440","26890"
"Leaver CS","2021","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Communications","50","50","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Digital, Data and Technology","50","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Human Resources","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Legal","70","60","53260","55610"
"Leaver CS","2021","Female","Unknown","Medicine","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Operational Delivery","1210","1090","25160","21590"
"Leaver CS","2021","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Other","130","120","32310","26670"
"Leaver CS","2021","Female","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Policy","150","140","38710","33170"
"Leaver CS","2021","Female","Unknown","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Property","50","40","28380","24800"
"Leaver CS","2021","Female","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Science and Engineering","100","80","31800","29750"
"Leaver CS","2021","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","4860","3830","28800","27570"
"Leaver CS","2021","Female","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Commercial","70","70","42030","40470"
"Leaver CS","2021","Male","Heterosexual / straight","Communications","60","60","36630","32700"
"Leaver CS","2021","Male","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Digital, Data and Technology","160","160","43310","38770"
"Leaver CS","2021","Male","Heterosexual / straight","Economics","40","40","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Finance","90","90","46770","44790"
"Leaver CS","2021","Male","Heterosexual / straight","Human Resources","80","80","41280","36100"
"Leaver CS","2021","Male","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Intelligence Analysis","40","30","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Legal","100","80","53740","55000"
"Leaver CS","2021","Male","Heterosexual / straight","Medicine","50","40","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Operational Delivery","2250","2050","30310","25710"
"Leaver CS","2021","Male","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Other","500","490","31140","29200"
"Leaver CS","2021","Male","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Policy","200","190","49870","41970"
"Leaver CS","2021","Male","Heterosexual / straight","Project Delivery","180","170","45210","40020"
"Leaver CS","2021","Male","Heterosexual / straight","Property","170","150","34010","33000"
"Leaver CS","2021","Male","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Science and Engineering","310","300","33200","29520"
"Leaver CS","2021","Male","Heterosexual / straight","Security","220","210","30100","26930"
"Leaver CS","2021","Male","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Unknown","1390","1280","30940","27040"
"Leaver CS","2021","Male","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Operational Delivery","100","90","29690","23810"
"Leaver CS","2021","Male","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Unknown","120","110","29760","27570"
"Leaver CS","2021","Male","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Operational Delivery","400","350","29850","26550"
"Leaver CS","2021","Male","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Other","80","80","27850","26670"
"Leaver CS","2021","Male","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Policy","30","30","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Property","30","30","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Science and Engineering","50","40","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Security","40","30","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Unknown","210","180","33190","27570"
"Leaver CS","2021","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Digital, Data and Technology","110","110","41000","38220"
"Leaver CS","2021","Male","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
