"Status","Year","Sexual_orientation","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Heterosexual / straight","Black","Other","690","680","30220","29290"
"In post","2022","Heterosexual / straight","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Policy","1140","1130","40280","36650"
"In post","2022","Heterosexual / straight","Black","Project Delivery","500","490","40460","37930"
"In post","2022","Heterosexual / straight","Black","Property","130","130","38860","35740"
"In post","2022","Heterosexual / straight","Black","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Science and Engineering","230","220","37530","36510"
"In post","2022","Heterosexual / straight","Black","Security","130","120","32500","30200"
"In post","2022","Heterosexual / straight","Black","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Statistics","50","50","40050","38360"
"In post","2022","Heterosexual / straight","Black","Tax","500","480","32700","33080"
"In post","2022","Heterosexual / straight","Black","Unknown","570","570","39580","35590"
"In post","2022","Heterosexual / straight","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Commercial","90","90","39220","36730"
"In post","2022","Heterosexual / straight","Mixed","Communications","90","90","44490","41380"
"In post","2022","Heterosexual / straight","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Counter Fraud","80","70","29680","27570"
"In post","2022","Heterosexual / straight","Mixed","Digital, Data and Technology","220","210","41250","38160"
"In post","2022","Heterosexual / straight","Mixed","Economics","70","70","43570","41700"
"In post","2022","Heterosexual / straight","Mixed","Finance","160","160","40430","36990"
"In post","2022","Heterosexual / straight","Mixed","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Human Resources","180","170","40850","37780"
"In post","2022","Heterosexual / straight","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Intelligence Analysis","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","International Trade","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Legal","230","220","50940","51650"
"In post","2022","Heterosexual / straight","Mixed","Medicine","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Operational Delivery","3420","3220","29470","27570"
"In post","2022","Heterosexual / straight","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Other","360","350","31480","27570"
"In post","2022","Heterosexual / straight","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Policy","830","810","46170","42410"
"In post","2022","Heterosexual / straight","Mixed","Project Delivery","220","210","42790","40520"
"In post","2022","Heterosexual / straight","Mixed","Property","70","70","35440","33120"
"In post","2022","Heterosexual / straight","Mixed","Psychology","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Science and Engineering","140","140","36940","34150"
"In post","2022","Heterosexual / straight","Mixed","Security","80","80","35680","35440"
"In post","2022","Heterosexual / straight","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Statistics","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Tax","230","220","35430","33220"
"In post","2022","Heterosexual / straight","Mixed","Unknown","380","370","42730","37300"
"In post","2022","Heterosexual / straight","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Digital, Data and Technology","70","70","44070","39130"
"In post","2022","Heterosexual / straight","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Finance","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Human Resources","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Legal","70","60","52220","51250"
"In post","2022","Heterosexual / straight","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Operational Delivery","950","900","30090","27960"
"In post","2022","Heterosexual / straight","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Other","80","70","33120","29640"
"In post","2022","Heterosexual / straight","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Policy","240","230","44850","40050"
"In post","2022","Heterosexual / straight","Other ethnicity","Project Delivery","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Science and Engineering","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Tax","70","60","35280","33370"
"In post","2022","Heterosexual / straight","Other ethnicity","Unknown","90","80","40300","36650"
"In post","2022","Heterosexual / straight","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Commercial","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Counter Fraud","50","50","29130","27570"
"In post","2022","Heterosexual / straight","Undeclared","Digital, Data and Technology","130","130","40510","38000"
"In post","2022","Heterosexual / straight","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Finance","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Human Resources","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Legal","70","60","49400","48450"
"In post","2022","Heterosexual / straight","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Operational Delivery","1790","1660","28890","27570"
"In post","2022","Heterosexual / straight","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Other","140","130","29480","27570"
"In post","2022","Heterosexual / straight","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Policy","190","190","46360","41750"
"In post","2022","Heterosexual / straight","Undeclared","Project Delivery","80","80","41940","40840"
"In post","2022","Heterosexual / straight","Undeclared","Property","80","70","40110","35900"
"In post","2022","Heterosexual / straight","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Science and Engineering","70","70","41060","40060"
"In post","2022","Heterosexual / straight","Undeclared","Security","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","Tax","80","80","36900","33370"
"In post","2022","Heterosexual / straight","Undeclared","Unknown","100","90","44010","37120"
"In post","2022","Heterosexual / straight","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Commercial","50","50","41660","38330"
"In post","2022","Heterosexual / straight","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Digital, Data and Technology","140","130","38350","35990"
"In post","2022","Heterosexual / straight","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Finance","80","80","39040","35980"
"In post","2022","Heterosexual / straight","Unknown","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Human Resources","50","50","39810","34390"
"In post","2022","Heterosexual / straight","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Legal","130","130","50130","48830"
"In post","2022","Heterosexual / straight","Unknown","Medicine","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Operational Delivery","1730","1560","28500","26870"
"In post","2022","Heterosexual / straight","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Other","220","210","30560","27570"
"In post","2022","Heterosexual / straight","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Policy","190","180","47180","42660"
"In post","2022","Heterosexual / straight","Unknown","Project Delivery","120","110","44960","40520"
"In post","2022","Heterosexual / straight","Unknown","Property","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Science and Engineering","80","80","37740","37350"
"In post","2022","Heterosexual / straight","Unknown","Security","70","70","31270","26670"
"In post","2022","Heterosexual / straight","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Tax","120","110","38420","33430"
"In post","2022","Heterosexual / straight","Unknown","Unknown","90","90","48230","47490"
"In post","2022","Heterosexual / straight","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","White","Commercial","3820","3680","40510","37470"
"In post","2022","Heterosexual / straight","White","Communications","2350","2260","42770","39460"
"In post","2022","Heterosexual / straight","White","Corporate Finance","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","White","Counter Fraud","3460","3130","29260","27570"
"In post","2022","Heterosexual / straight","White","Digital, Data and Technology","10980","10650","42390","39000"
"In post","2022","Heterosexual / straight","White","Economics","1070","1040","49880","51500"
"In post","2022","Heterosexual / straight","White","Finance","7500","7190","40630","36160"
"In post","2022","Heterosexual / straight","White","Geography","290","270","31770","33290"
"In post","2022","Heterosexual / straight","White","Human Resources","6230","5880","39580","35310"
"In post","2022","Heterosexual / straight","White","Inspector of Education and Training","730","710","65990","70500"
"In post","2022","Heterosexual / straight","White","Intelligence Analysis","2060","1970","33620","30820"
"In post","2022","Heterosexual / straight","White","Internal Audit","470","450","46540","43490"
"In post","2022","Heterosexual / straight","White","International Trade","700","690","48940","51370"
"In post","2022","Heterosexual / straight","White","Knowledge and Information Management","1390","1330","35600","32400"
"In post","2022","Heterosexual / straight","White","Legal","6580","6140","49140","49860"
"In post","2022","Heterosexual / straight","White","Medicine","1450","1290","52020","40060"
"In post","2022","Heterosexual / straight","White","Operational Delivery","139050","127300","29060","27380"
"In post","2022","Heterosexual / straight","White","Operational Research","470","450","47020","47010"
"In post","2022","Heterosexual / straight","White","Other","18220","17220","29970","26670"
"In post","2022","Heterosexual / straight","White","Planning","160","150","46700","42980"
"In post","2022","Heterosexual / straight","White","Planning Inspectors","270","240","56200","58810"
"In post","2022","Heterosexual / straight","White","Policy","18410","17800","48600","47470"
"In post","2022","Heterosexual / straight","White","Project Delivery","9690","9300","44130","40520"
"In post","2022","Heterosexual / straight","White","Property","4760","4570","38510","33960"
"In post","2022","Heterosexual / straight","White","Psychology","1020","980","36070","31180"
"In post","2022","Heterosexual / straight","White","Science and Engineering","7400","7130","38930","37400"
"In post","2022","Heterosexual / straight","White","Security","5980","5840","31630","28080"
"In post","2022","Heterosexual / straight","White","Social Research","840","800","43100","39100"
"In post","2022","Heterosexual / straight","White","Statistics","1410","1350","45350","40910"
"In post","2022","Heterosexual / straight","White","Tax","8980","8500","37520","33370"
"In post","2022","Heterosexual / straight","White","Unknown","15290","14760","43080","37300"
"In post","2022","Heterosexual / straight","White","Veterinarian","250","240","43750","39330"
"In post","2022","LGBO","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","LGBO","Asian","Economics","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Geography","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Operational Delivery","310","280","27520","26780"
"In post","2022","LGBO","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Other","40","40","[c]","[c]"
"In post","2022","LGBO","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Policy","80","80","45350","40050"
"In post","2022","LGBO","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","Tax","50","50","30770","31020"
"In post","2022","LGBO","Asian","Unknown","50","50","[c]","[c]"
"In post","2022","LGBO","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Geography","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Operational Delivery","180","170","29020","28200"
"In post","2022","LGBO","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Other","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Policy","50","50","[c]","[c]"
"In post","2022","LGBO","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Tax","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Geography","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Operational Delivery","350","340","28810","27570"
"In post","2022","LGBO","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Other","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Policy","130","130","43750","40050"
"In post","2022","LGBO","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Tax","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","Unknown","70","70","41370","38830"
"In post","2022","LGBO","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Operational Delivery","90","80","31810","28890"
"In post","2022","LGBO","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Policy","40","40","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Operational Delivery","160","150","28230","27570"
"In post","2022","LGBO","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Operational Delivery","120","110","32030","27760"
"In post","2022","LGBO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Security","[c]","[c]","[c]","[c]"
